frame_no,ip,domain
1,31.13.70.1,graph.facebook.com
2,31.13.70.1,graph.facebook.com
41,110.234.25.122,kminiapp.sentechkorea.com
42,110.234.25.122,kminiapp.sentechkorea.com
83,3.33.160.75,api.channel.io
83,15.197.175.58,api.channel.io
84,3.33.160.75,api.channel.io
84,15.197.175.58,api.channel.io
139,52.79.107.99,ws.channel.io
139,43.201.128.52,ws.channel.io
139,3.37.220.195,ws.channel.io
139,15.165.125.158,ws.channel.io
139,3.39.102.44,ws.channel.io
139,13.125.20.54,ws.channel.io
139,3.39.93.66,ws.channel.io
139,15.164.3.45,ws.channel.io
140,52.79.107.99,ws.channel.io
140,43.201.128.52,ws.channel.io
140,3.37.220.195,ws.channel.io
140,15.165.125.158,ws.channel.io
140,3.39.102.44,ws.channel.io
140,13.125.20.54,ws.channel.io
140,3.39.93.66,ws.channel.io
140,15.164.3.45,ws.channel.io
