frame_no,ip_proto,dstport,encrypted
1,17,,Unknown
2,17,,Unknown
3,6,443,Encrypted
4,6,443,Encrypted
5,6,443,Encrypted
6,6,41996,Unknown
7,6,443,Encrypted
8,6,443,Encrypted
9,6,443,Encrypted
10,6,41996,Unknown
11,6,41998,Unknown
12,6,443,Encrypted
13,6,443,Encrypted
14,6,443,Encrypted
15,6,41998,Unknown
16,6,42002,Unknown
17,6,443,Encrypted
18,6,443,Encrypted
19,6,443,Encrypted
20,6,42002,Unknown
21,6,443,Encrypted
22,6,41996,Unknown
23,6,41998,Unknown
24,6,443,Encrypted
25,6,443,Encrypted
26,6,443,Encrypted
27,6,41996,Unknown
28,6,443,Encrypted
29,6,41998,Unknown
30,6,443,Encrypted
31,6,41996,Unknown
32,6,443,Encrypted
33,6,41998,Unknown
34,6,443,Encrypted
35,6,41996,Unknown
36,6,443,Encrypted
37,6,41996,Unknown
38,6,443,Encrypted
39,6,41996,Unknown
40,6,443,Encrypted
41,6,41998,Unknown
42,6,443,Encrypted
43,6,41998,Unknown
44,6,443,Encrypted
45,6,41998,Unknown
46,6,443,Encrypted
47,6,41998,Unknown
48,17,,Unknown
49,6,443,Encrypted
50,6,41996,Unknown
51,17,,Unknown
52,6,443,Encrypted
53,6,41996,Unknown
54,6,443,Encrypted
55,6,41996,Unknown
56,6,443,Encrypted
57,6,41996,Unknown
58,6,41996,Unknown
59,6,41998,Unknown
60,6,42002,Unknown
61,6,42008,Unknown
62,17,,Unknown
63,17,,Unknown
64,6,443,Encrypted
65,6,443,Encrypted
66,6,443,Encrypted
67,6,443,Encrypted
68,6,443,Encrypted
69,6,41996,Unknown
70,6,42008,Unknown
71,6,443,Encrypted
72,6,443,Encrypted
73,6,443,Encrypted
74,6,42002,Unknown
75,6,443,Encrypted
76,6,443,Encrypted
77,6,41996,Unknown
78,6,42002,Unknown
79,6,42008,Unknown
80,6,443,Encrypted
81,17,,Unknown
82,6,443,Encrypted
83,6,443,Encrypted
84,6,42008,Unknown
85,6,443,Encrypted
86,6,41996,Unknown
87,6,42008,Unknown
88,6,57160,Unknown
89,6,57944,Unknown
90,6,443,Encrypted
91,6,443,Encrypted
92,6,443,Encrypted
93,6,443,Encrypted
94,6,443,Encrypted
95,6,443,Encrypted
96,6,57160,Unknown
97,6,57944,Unknown
98,17,,Unknown
99,6,443,Encrypted
100,6,41996,Unknown
101,6,57944,Unknown
102,6,443,Encrypted
103,6,443,Encrypted
104,6,443,Encrypted
105,6,57944,Unknown
106,6,57160,Unknown
107,6,443,Encrypted
108,6,443,Encrypted
109,6,443,Encrypted
110,6,443,Encrypted
111,6,443,Encrypted
112,6,443,Encrypted
113,6,443,Encrypted
114,6,443,Encrypted
115,6,41996,Unknown
116,6,57160,Unknown
117,6,443,Encrypted
118,6,57160,Unknown
119,6,57944,Unknown
120,6,443,Encrypted
121,6,57944,Unknown
122,6,57944,Unknown
123,6,443,Encrypted
124,6,443,Encrypted
125,6,57944,Unknown
126,6,41996,Unknown
127,6,443,Encrypted
128,6,41996,Unknown
129,6,57160,Unknown
130,6,443,Encrypted
131,6,57160,Unknown
132,6,41996,Unknown
133,6,443,Encrypted
134,6,41996,Unknown
135,6,41996,Unknown
136,6,443,Encrypted
137,6,57160,Unknown
138,6,443,Encrypted
139,6,41996,Unknown
140,6,57160,Unknown
141,6,443,Encrypted
142,6,41996,Unknown
143,6,57944,Unknown
144,6,57944,Unknown
145,6,443,Encrypted
146,6,443,Encrypted
147,6,443,Encrypted
148,6,443,Encrypted
149,6,443,Encrypted
150,6,57944,Unknown
151,6,57944,Unknown
152,6,41996,Unknown
153,6,443,Encrypted
154,6,443,Encrypted
155,6,41996,Unknown
156,6,41996,Unknown
157,6,443,Encrypted
158,6,41996,Unknown
159,6,57160,Unknown
160,6,57160,Unknown
161,6,443,Encrypted
162,6,443,Encrypted
163,6,57160,Unknown
164,6,41996,Unknown
165,6,443,Encrypted
166,6,41996,Unknown
167,6,443,Encrypted
168,6,443,Encrypted
