frame_no,ip_proto,dstport,encrypted
1,17,,Unknown
2,17,,Unknown
3,6,443,Encrypted
4,6,443,Encrypted
5,6,443,Encrypted
6,6,60026,Unknown
7,6,443,Encrypted
8,6,443,Encrypted
9,6,443,Encrypted
10,6,60026,Unknown
11,6,60028,Unknown
12,6,443,Encrypted
13,6,443,Encrypted
14,6,443,Encrypted
15,6,443,Encrypted
16,17,,Unknown
17,6,60026,Unknown
18,6,60028,Unknown
19,6,60030,Unknown
20,6,443,Encrypted
21,6,443,Encrypted
22,6,443,Encrypted
23,6,443,Encrypted
24,6,60030,Unknown
25,17,,Unknown
26,6,60038,Unknown
27,6,443,Encrypted
28,6,443,Encrypted
29,6,443,Encrypted
30,6,60038,Unknown
31,6,443,Encrypted
32,6,443,Encrypted
33,6,60026,Unknown
34,6,443,Encrypted
35,6,60026,Unknown
36,6,60028,Unknown
37,6,443,Encrypted
38,6,60030,Unknown
39,6,443,Encrypted
40,6,60038,Unknown
41,6,443,Encrypted
42,6,60026,Unknown
43,6,38616,Unknown
44,6,443,Encrypted
45,6,443,Encrypted
46,6,443,Encrypted
47,6,60026,Unknown
48,6,60028,Unknown
49,6,443,Encrypted
50,6,60028,Unknown
51,6,443,Encrypted
52,6,60028,Unknown
53,6,443,Encrypted
54,6,60028,Unknown
55,6,60026,Unknown
56,6,443,Encrypted
57,6,60028,Unknown
58,6,443,Encrypted
59,6,60030,Unknown
60,6,443,Encrypted
61,6,60028,Unknown
62,6,443,Encrypted
63,6,60026,Unknown
64,6,443,Encrypted
65,6,443,Encrypted
66,6,443,Encrypted
67,6,443,Encrypted
68,6,443,Encrypted
69,6,60038,Unknown
70,6,443,Encrypted
71,6,60030,Unknown
72,6,443,Encrypted
73,6,60026,Unknown
74,6,60030,Unknown
75,6,60038,Unknown
76,6,38616,Unknown
77,6,443,Encrypted
78,6,60026,Unknown
79,6,60028,Unknown
80,6,443,Encrypted
81,6,60028,Unknown
82,6,38616,Unknown
83,6,443,Encrypted
84,6,443,Encrypted
85,6,443,Encrypted
86,6,38616,Unknown
87,6,38616,Unknown
88,6,38616,Unknown
89,6,443,Encrypted
90,6,443,Encrypted
91,6,38616,Unknown
92,6,443,Encrypted
93,6,60026,Unknown
94,6,443,Encrypted
95,6,38616,Unknown
96,17,,Unknown
97,17,,Unknown
98,6,443,Encrypted
99,6,60026,Unknown
100,6,443,Encrypted
101,6,60026,Unknown
102,6,60026,Unknown
103,6,60026,Unknown
104,6,57876,Unknown
105,6,443,Encrypted
106,6,443,Encrypted
107,6,443,Encrypted
108,6,57876,Unknown
109,6,443,Encrypted
110,6,57876,Unknown
111,6,60026,Unknown
112,6,60026,Unknown
113,6,443,Encrypted
114,6,60026,Unknown
115,6,443,Encrypted
116,6,60026,Unknown
117,6,57876,Unknown
118,6,443,Encrypted
119,6,443,Encrypted
120,6,57876,Unknown
121,6,443,Encrypted
122,6,57876,Unknown
123,6,443,Encrypted
124,6,57876,Unknown
125,6,443,Encrypted
126,6,57876,Unknown
127,6,443,Encrypted
128,6,57876,Unknown
129,6,443,Encrypted
130,6,57876,Unknown
131,6,443,Encrypted
132,6,57876,Unknown
