frame_no,ip_proto,dstport,encrypted
1,6,853,Unknown
2,6,853,Unknown
3,6,853,Unknown
4,17,,Unknown
5,17,,Unknown
6,17,,Unknown
7,6,443,Encrypted
8,17,,Unknown
9,6,57584,Unknown
10,6,443,Encrypted
11,6,443,Encrypted
12,6,57584,Unknown
13,6,443,Encrypted
14,6,51494,Unknown
15,6,443,Encrypted
16,6,443,Encrypted
17,6,443,Encrypted
18,6,51494,Unknown
19,6,51494,Unknown
20,6,443,Encrypted
21,6,443,Encrypted
22,6,51494,Unknown
23,6,443,Encrypted
24,6,51494,Unknown
25,6,57584,Unknown
26,6,443,Encrypted
27,6,57584,Unknown
28,6,443,Encrypted
29,6,443,Encrypted
30,6,57584,Unknown
31,6,51494,Unknown
32,17,,Unknown
33,6,443,Encrypted
34,6,57584,Unknown
35,6,443,Encrypted
36,6,57584,Unknown
37,17,,Unknown
38,17,,Unknown
39,6,443,Encrypted
40,6,443,Encrypted
41,6,443,Encrypted
42,6,443,Encrypted
43,6,443,Encrypted
44,6,54228,Unknown
45,6,54230,Unknown
46,6,54232,Unknown
47,6,443,Encrypted
48,6,54228,Unknown
49,6,443,Encrypted
50,6,443,Encrypted
51,6,443,Encrypted
52,6,443,Encrypted
53,6,443,Encrypted
54,6,443,Encrypted
55,6,443,Encrypted
56,6,54230,Unknown
57,6,54232,Unknown
58,6,54234,Unknown
59,6,443,Encrypted
60,6,443,Encrypted
61,6,443,Encrypted
62,6,54234,Unknown
63,6,54236,Unknown
64,6,443,Encrypted
65,6,443,Encrypted
66,6,443,Encrypted
67,6,54236,Unknown
68,6,443,Encrypted
69,6,54248,Unknown
70,6,443,Encrypted
71,6,443,Encrypted
72,6,443,Encrypted
73,6,54248,Unknown
74,6,54230,Unknown
75,6,443,Encrypted
76,6,443,Encrypted
77,6,54230,Unknown
78,6,54232,Unknown
79,6,54234,Unknown
80,6,54236,Unknown
81,6,443,Encrypted
82,6,443,Encrypted
83,6,443,Encrypted
84,6,443,Encrypted
85,6,443,Encrypted
86,6,443,Encrypted
87,6,54230,Unknown
88,6,54232,Unknown
89,6,54234,Unknown
90,6,54236,Unknown
91,6,54248,Unknown
92,6,54252,Unknown
93,6,443,Encrypted
94,6,443,Encrypted
95,6,443,Encrypted
96,6,443,Encrypted
97,6,54230,Unknown
98,6,54248,Unknown
99,6,443,Encrypted
100,6,54230,Unknown
101,6,443,Encrypted
102,6,443,Encrypted
103,6,54252,Unknown
104,6,54236,Unknown
105,6,54232,Unknown
106,6,443,Encrypted
107,6,443,Encrypted
108,6,54232,Unknown
109,6,54234,Unknown
110,6,54236,Unknown
111,6,443,Encrypted
112,6,443,Encrypted
113,6,54232,Unknown
114,6,54236,Unknown
115,6,443,Encrypted
116,6,443,Encrypted
117,6,443,Encrypted
