frame_no,ip_proto,dstport,encrypted
1,6,853,Unknown
2,17,,Unknown
3,17,,Unknown
4,6,443,Encrypted
5,6,54402,Unknown
6,6,443,Encrypted
7,6,443,Encrypted
8,6,54402,Unknown
9,6,443,Encrypted
10,6,54402,Unknown
11,6,54402,Unknown
12,6,443,Encrypted
13,6,443,Encrypted
14,6,54402,Unknown
15,6,54402,Unknown
16,6,443,Encrypted
17,6,54402,Unknown
18,6,54402,Unknown
19,6,443,Encrypted
20,17,,Unknown
21,17,,Unknown
22,6,443,Encrypted
23,6,443,Encrypted
24,6,443,Encrypted
25,6,54410,Unknown
26,6,443,Encrypted
27,6,54412,Unknown
28,6,443,Encrypted
29,6,443,Encrypted
30,6,443,Encrypted
31,6,443,Encrypted
32,6,443,Encrypted
33,6,54410,Unknown
34,6,54412,Unknown
35,6,54410,Unknown
36,6,54412,Unknown
37,6,443,Encrypted
38,6,443,Encrypted
39,6,443,Encrypted
40,6,54412,Unknown
41,6,443,Encrypted
42,6,54410,Unknown
43,6,54412,Unknown
44,6,443,Encrypted
45,6,54412,Unknown
46,6,443,Encrypted
47,6,54412,Unknown
48,6,443,Encrypted
49,6,54412,Unknown
50,6,443,Encrypted
51,6,54412,Unknown
52,6,54410,Unknown
53,6,443,Encrypted
54,6,54410,Unknown
55,6,443,Encrypted
56,6,54410,Unknown
57,6,54412,Unknown
58,6,54412,Unknown
59,6,443,Encrypted
60,6,54410,Unknown
61,6,54412,Unknown
62,6,443,Encrypted
63,6,54410,Unknown
64,6,443,Encrypted
65,6,54412,Unknown
66,6,57770,Unknown
67,6,443,Encrypted
68,6,443,Encrypted
69,6,57770,Unknown
70,6,57770,Unknown
71,6,443,Encrypted
72,6,57770,Unknown
73,6,443,Encrypted
74,6,443,Encrypted
75,6,57770,Unknown
76,17,,Unknown
77,6,443,Encrypted
78,17,,Unknown
79,6,443,Encrypted
80,6,54418,Unknown
81,6,443,Encrypted
82,6,443,Encrypted
83,6,443,Encrypted
84,6,54418,Unknown
85,6,54422,Unknown
86,6,443,Encrypted
87,6,443,Encrypted
88,6,443,Encrypted
89,6,54422,Unknown
90,6,54418,Unknown
91,6,443,Encrypted
92,6,54418,Unknown
93,6,443,Encrypted
94,6,443,Encrypted
95,6,54418,Unknown
96,6,54422,Unknown
97,6,443,Encrypted
98,6,443,Encrypted
99,6,54422,Unknown
100,6,54418,Unknown
101,6,443,Encrypted
102,6,54418,Unknown
103,6,443,Encrypted
104,6,54418,Unknown
105,6,443,Encrypted
106,6,54418,Unknown
107,6,443,Encrypted
108,6,54418,Unknown
109,6,54422,Unknown
110,6,443,Encrypted
111,6,54422,Unknown
112,6,443,Encrypted
113,6,54422,Unknown
114,6,443,Encrypted
115,6,54422,Unknown
116,6,443,Encrypted
117,6,54422,Unknown
118,6,54418,Unknown
119,6,54418,Unknown
120,6,54418,Unknown
121,6,54422,Unknown
122,6,443,Encrypted
123,6,54422,Unknown
124,6,54422,Unknown
125,6,443,Encrypted
126,6,54418,Unknown
127,6,443,Encrypted
128,6,443,Encrypted
129,6,54422,Unknown
130,6,54422,Unknown
131,6,54422,Unknown
132,6,443,Encrypted
133,6,54422,Unknown
134,6,54422,Unknown
135,6,443,Encrypted
136,6,54422,Unknown
137,6,54422,Unknown
138,6,443,Encrypted
139,6,54422,Unknown
140,6,54422,Unknown
141,6,443,Encrypted
142,6,54422,Unknown
143,6,54422,Unknown
144,6,443,Encrypted
145,6,54422,Unknown
146,6,54422,Unknown
147,6,443,Encrypted
148,6,54422,Unknown
149,6,54422,Unknown
150,6,443,Encrypted
151,6,54422,Unknown
152,6,54422,Unknown
153,6,443,Encrypted
154,6,54422,Unknown
155,6,54422,Unknown
156,6,443,Encrypted
157,6,54422,Unknown
158,6,54422,Unknown
159,6,443,Encrypted
160,6,54422,Unknown
161,6,54422,Unknown
162,6,54422,Unknown
163,6,443,Encrypted
164,6,54422,Unknown
165,6,57770,Unknown
166,6,54422,Unknown
167,6,443,Encrypted
168,6,54422,Unknown
169,6,54422,Unknown
170,6,443,Encrypted
171,6,443,Encrypted
172,6,57770,Unknown
173,6,54422,Unknown
174,6,54422,Unknown
175,6,443,Encrypted
176,6,54422,Unknown
177,6,54422,Unknown
178,6,443,Encrypted
179,6,54422,Unknown
180,6,54422,Unknown
181,6,54422,Unknown
182,6,54422,Unknown
183,6,443,Encrypted
184,6,54422,Unknown
185,6,54422,Unknown
186,6,443,Encrypted
187,6,54422,Unknown
188,6,54422,Unknown
189,6,443,Encrypted
190,6,54422,Unknown
191,6,54422,Unknown
192,6,443,Encrypted
193,6,54422,Unknown
194,6,54422,Unknown
195,6,443,Encrypted
196,6,54422,Unknown
197,6,54422,Unknown
198,6,443,Encrypted
199,6,54422,Unknown
200,6,54422,Unknown
201,6,443,Encrypted
202,6,54422,Unknown
203,6,54422,Unknown
204,6,443,Encrypted
205,6,54422,Unknown
206,6,54422,Unknown
207,6,443,Encrypted
208,6,54422,Unknown
209,6,54422,Unknown
210,6,54422,Unknown
211,6,54422,Unknown
212,6,443,Encrypted
213,6,54422,Unknown
214,6,54422,Unknown
215,6,443,Encrypted
216,6,54422,Unknown
217,6,54422,Unknown
218,6,443,Encrypted
219,6,54422,Unknown
220,6,54422,Unknown
221,6,443,Encrypted
222,6,54422,Unknown
223,6,54422,Unknown
224,6,443,Encrypted
225,6,54422,Unknown
226,6,54422,Unknown
227,6,443,Encrypted
228,6,54422,Unknown
229,6,54422,Unknown
230,6,443,Encrypted
231,6,54422,Unknown
232,6,54422,Unknown
233,6,54422,Unknown
234,6,54422,Unknown
235,6,54422,Unknown
236,6,443,Encrypted
237,6,54422,Unknown
238,6,443,Encrypted
239,6,54422,Unknown
240,6,54422,Unknown
241,6,443,Encrypted
242,6,54422,Unknown
243,6,54422,Unknown
244,6,54422,Unknown
245,6,443,Encrypted
246,6,54422,Unknown
247,6,443,Encrypted
248,6,54422,Unknown
249,6,54422,Unknown
250,6,443,Encrypted
251,6,54422,Unknown
252,6,54422,Unknown
253,6,443,Encrypted
254,6,54422,Unknown
255,6,54422,Unknown
256,6,54422,Unknown
257,6,443,Encrypted
258,6,54422,Unknown
259,6,443,Encrypted
260,6,54422,Unknown
