frame_no,ip_proto,dstport,encrypted
1,6,853,Unknown
2,17,,Unknown
3,17,,Unknown
4,6,443,Encrypted
5,6,54498,Unknown
6,6,443,Encrypted
7,6,443,Encrypted
8,6,54498,Unknown
9,6,443,Encrypted
10,6,54498,Unknown
11,6,54498,Unknown
12,6,443,Encrypted
13,6,54498,Unknown
14,6,443,Encrypted
15,6,443,Encrypted
16,6,54498,Unknown
17,6,54498,Unknown
18,6,443,Encrypted
19,6,54498,Unknown
20,6,54498,Unknown
21,6,443,Encrypted
22,17,,Unknown
23,17,,Unknown
24,6,443,Encrypted
25,6,443,Encrypted
26,6,443,Encrypted
27,6,57866,Unknown
28,6,443,Encrypted
29,6,443,Encrypted
30,6,57866,Unknown
31,6,54506,Unknown
32,6,443,Encrypted
33,6,443,Encrypted
34,6,443,Encrypted
35,6,54506,Unknown
36,6,54508,Unknown
37,6,443,Encrypted
38,6,443,Encrypted
39,6,443,Encrypted
40,6,54508,Unknown
41,6,54506,Unknown
42,6,54508,Unknown
43,6,443,Encrypted
44,6,443,Encrypted
45,6,443,Encrypted
46,6,54506,Unknown
47,6,443,Encrypted
48,6,54508,Unknown
49,6,54506,Unknown
50,6,54508,Unknown
51,6,443,Encrypted
52,6,54506,Unknown
53,6,443,Encrypted
54,6,443,Encrypted
55,6,54506,Unknown
56,6,54508,Unknown
57,6,443,Encrypted
58,6,443,Encrypted
59,6,54506,Unknown
60,6,54508,Unknown
61,6,443,Encrypted
62,6,54508,Unknown
63,6,443,Encrypted
64,6,54506,Unknown
65,6,443,Encrypted
66,6,54508,Unknown
67,6,54508,Unknown
68,6,54506,Unknown
69,6,54506,Unknown
70,6,54508,Unknown
71,6,54506,Unknown
72,6,443,Encrypted
73,6,443,Encrypted
74,6,54506,Unknown
75,6,54508,Unknown
76,6,443,Encrypted
77,6,443,Encrypted
78,6,54508,Unknown
79,6,57866,Unknown
80,6,443,Encrypted
81,6,57866,Unknown
82,6,443,Encrypted
83,6,443,Encrypted
84,6,57866,Unknown
85,6,57866,Unknown
86,6,443,Encrypted
87,6,57866,Unknown
88,17,,Unknown
89,6,443,Encrypted
90,17,,Unknown
91,6,443,Encrypted
92,6,54514,Unknown
93,6,443,Encrypted
94,6,443,Encrypted
95,6,54514,Unknown
96,6,443,Encrypted
97,6,54514,Unknown
98,6,54518,Unknown
99,6,443,Encrypted
100,6,443,Encrypted
101,6,54518,Unknown
102,6,443,Encrypted
103,6,54518,Unknown
104,6,54514,Unknown
105,6,443,Encrypted
106,6,54514,Unknown
107,6,443,Encrypted
108,6,54518,Unknown
109,6,443,Encrypted
110,6,54518,Unknown
111,6,443,Encrypted
112,6,443,Encrypted
113,6,54514,Unknown
114,6,443,Encrypted
115,6,54518,Unknown
116,6,54514,Unknown
117,6,443,Encrypted
118,6,54514,Unknown
119,6,443,Encrypted
120,6,54514,Unknown
121,6,443,Encrypted
122,6,54514,Unknown
123,6,443,Encrypted
124,6,54514,Unknown
125,6,54518,Unknown
126,6,443,Encrypted
127,6,54518,Unknown
128,6,443,Encrypted
129,6,54518,Unknown
130,6,443,Encrypted
131,6,54518,Unknown
132,6,443,Encrypted
133,6,54518,Unknown
134,6,54514,Unknown
135,6,54518,Unknown
136,6,443,Encrypted
137,6,54514,Unknown
138,6,443,Encrypted
139,6,54518,Unknown
140,6,57866,Unknown
141,6,443,Encrypted
142,6,443,Encrypted
143,6,443,Encrypted
144,6,443,Encrypted
145,6,54522,Unknown
146,6,443,Encrypted
147,6,443,Encrypted
148,6,54522,Unknown
149,6,54524,Unknown
150,6,443,Encrypted
151,6,443,Encrypted
152,6,54524,Unknown
153,6,443,Encrypted
154,6,54522,Unknown
155,6,443,Encrypted
156,6,443,Encrypted
157,6,54522,Unknown
158,6,54524,Unknown
159,6,443,Encrypted
160,6,443,Encrypted
161,6,443,Encrypted
162,6,54522,Unknown
163,6,443,Encrypted
164,6,54524,Unknown
165,6,54522,Unknown
166,6,54524,Unknown
167,6,443,Encrypted
168,6,443,Encrypted
169,6,54522,Unknown
170,6,54524,Unknown
171,6,54522,Unknown
172,6,54524,Unknown
173,6,54524,Unknown
174,6,443,Encrypted
175,6,54524,Unknown
176,6,443,Encrypted
177,6,443,Encrypted
178,6,57892,Unknown
179,6,443,Encrypted
180,6,443,Encrypted
181,6,57892,Unknown
182,6,57898,Unknown
183,6,443,Encrypted
184,6,443,Encrypted
185,6,57898,Unknown
186,6,57902,Unknown
187,6,443,Encrypted
188,6,443,Encrypted
189,6,57902,Unknown
190,6,57892,Unknown
191,6,443,Encrypted
192,6,57902,Unknown
193,6,443,Encrypted
194,6,443,Encrypted
195,6,57892,Unknown
196,6,57898,Unknown
197,6,443,Encrypted
198,6,443,Encrypted
199,6,57902,Unknown
200,6,443,Encrypted
201,6,57898,Unknown
202,6,57892,Unknown
203,6,443,Encrypted
204,6,57892,Unknown
205,6,57898,Unknown
206,6,57902,Unknown
207,6,443,Encrypted
208,6,443,Encrypted
209,6,57898,Unknown
210,6,57902,Unknown
211,6,853,Unknown
212,6,57892,Unknown
213,6,443,Encrypted
214,6,57898,Unknown
215,6,57898,Unknown
216,6,443,Encrypted
217,6,57898,Unknown
218,6,57898,Unknown
219,6,443,Encrypted
220,6,57898,Unknown
221,6,57898,Unknown
222,6,443,Encrypted
223,6,57898,Unknown
224,6,57898,Unknown
225,6,443,Encrypted
226,6,57898,Unknown
227,6,57898,Unknown
228,6,443,Encrypted
229,6,57898,Unknown
230,6,57898,Unknown
231,6,443,Encrypted
232,6,57898,Unknown
233,6,57898,Unknown
234,6,443,Encrypted
235,6,57898,Unknown
236,6,57902,Unknown
237,6,443,Encrypted
238,6,443,Encrypted
239,6,443,Encrypted
240,6,57866,Unknown
241,6,57866,Unknown
242,6,443,Encrypted
243,6,443,Encrypted
244,6,57902,Unknown
245,6,443,Encrypted
246,6,57898,Unknown
247,6,443,Encrypted
248,6,57892,Unknown
249,6,443,Encrypted
250,6,54524,Unknown
251,6,443,Encrypted
252,6,54522,Unknown
253,6,443,Encrypted
254,6,54514,Unknown
255,6,443,Encrypted
256,6,54518,Unknown
257,6,443,Encrypted
258,6,54508,Unknown
259,6,443,Encrypted
260,6,54506,Unknown
