frame_no,ip_proto,dstport,encrypted
1,6,853,Unknown
2,17,,Unknown
3,17,,Unknown
4,6,443,Encrypted
5,6,54676,Unknown
6,6,443,Encrypted
7,6,443,Encrypted
8,6,443,Encrypted
9,6,54676,Unknown
10,6,54676,Unknown
11,6,443,Encrypted
12,6,54676,Unknown
13,6,443,Encrypted
14,6,443,Encrypted
15,6,54676,Unknown
16,6,54676,Unknown
17,6,443,Encrypted
18,6,54676,Unknown
19,6,54676,Unknown
20,6,443,Encrypted
21,17,,Unknown
22,17,,Unknown
23,6,443,Encrypted
24,17,,Unknown
25,17,,Unknown
26,6,443,Encrypted
27,6,40798,Unknown
28,6,443,Encrypted
29,6,443,Encrypted
30,6,40798,Unknown
31,6,443,Encrypted
32,6,40798,Unknown
33,6,40798,Unknown
34,6,443,Encrypted
35,6,40798,Unknown
36,6,443,Encrypted
37,6,443,Encrypted
38,6,40798,Unknown
39,6,443,Encrypted
40,6,40798,Unknown
41,6,58044,Unknown
42,6,443,Encrypted
43,6,443,Encrypted
44,6,58044,Unknown
45,6,443,Encrypted
46,6,443,Encrypted
47,6,54688,Unknown
48,6,443,Encrypted
49,6,443,Encrypted
50,6,443,Encrypted
51,6,54688,Unknown
52,6,54690,Unknown
53,6,443,Encrypted
54,6,443,Encrypted
55,6,443,Encrypted
56,6,54690,Unknown
57,6,54688,Unknown
58,6,443,Encrypted
59,6,54688,Unknown
60,6,443,Encrypted
61,6,443,Encrypted
62,6,54688,Unknown
63,6,54690,Unknown
64,6,443,Encrypted
65,6,443,Encrypted
66,6,54690,Unknown
67,6,54688,Unknown
68,6,443,Encrypted
69,6,54688,Unknown
70,6,443,Encrypted
71,6,54688,Unknown
72,6,443,Encrypted
73,6,54688,Unknown
74,6,443,Encrypted
75,6,54688,Unknown
76,6,54690,Unknown
77,6,443,Encrypted
78,6,54690,Unknown
79,6,443,Encrypted
80,6,54690,Unknown
81,6,443,Encrypted
82,6,54688,Unknown
83,6,54690,Unknown
84,6,54688,Unknown
85,6,443,Encrypted
86,6,54690,Unknown
87,6,443,Encrypted
88,6,443,Encrypted
89,6,54688,Unknown
90,6,54688,Unknown
91,6,54690,Unknown
92,6,54690,Unknown
93,6,443,Encrypted
94,6,443,Encrypted
95,6,54690,Unknown
96,6,443,Encrypted
97,6,58044,Unknown
98,6,443,Encrypted
99,6,443,Encrypted
100,6,58044,Unknown
101,6,58044,Unknown
102,6,443,Encrypted
103,6,58044,Unknown
104,17,,Unknown
105,17,,Unknown
106,6,443,Encrypted
107,6,443,Encrypted
108,6,54696,Unknown
109,6,443,Encrypted
110,6,443,Encrypted
111,6,54696,Unknown
112,6,443,Encrypted
113,6,54696,Unknown
114,6,54700,Unknown
115,6,443,Encrypted
116,6,443,Encrypted
117,6,443,Encrypted
118,6,54700,Unknown
119,6,54696,Unknown
120,6,443,Encrypted
121,6,54696,Unknown
122,6,443,Encrypted
123,6,54700,Unknown
124,6,443,Encrypted
125,6,54700,Unknown
126,6,443,Encrypted
127,6,443,Encrypted
128,6,54696,Unknown
129,6,443,Encrypted
130,6,54700,Unknown
131,6,54696,Unknown
132,6,443,Encrypted
133,6,54696,Unknown
134,6,443,Encrypted
135,6,54696,Unknown
136,6,443,Encrypted
137,6,54696,Unknown
138,6,443,Encrypted
139,6,54696,Unknown
140,6,54700,Unknown
141,6,443,Encrypted
142,6,54700,Unknown
143,6,443,Encrypted
144,6,54700,Unknown
145,6,443,Encrypted
146,6,54700,Unknown
147,6,443,Encrypted
148,6,54700,Unknown
149,6,54696,Unknown
150,6,443,Encrypted
151,6,54696,Unknown
152,6,54696,Unknown
153,6,54696,Unknown
154,6,443,Encrypted
155,6,54696,Unknown
156,6,54696,Unknown
157,6,443,Encrypted
158,6,54696,Unknown
159,6,54700,Unknown
160,6,54696,Unknown
161,6,443,Encrypted
162,6,54696,Unknown
163,6,443,Encrypted
164,6,54700,Unknown
165,6,54700,Unknown
166,6,54696,Unknown
167,6,443,Encrypted
168,6,54696,Unknown
169,6,54696,Unknown
170,6,443,Encrypted
171,6,54696,Unknown
172,6,54696,Unknown
173,6,443,Encrypted
174,6,54696,Unknown
175,6,54696,Unknown
176,6,443,Encrypted
177,6,54696,Unknown
178,6,54696,Unknown
179,6,443,Encrypted
180,6,54696,Unknown
181,6,54696,Unknown
182,6,443,Encrypted
183,6,54696,Unknown
184,6,54696,Unknown
185,6,443,Encrypted
186,6,54696,Unknown
187,6,54696,Unknown
188,6,443,Encrypted
189,6,54696,Unknown
190,6,54696,Unknown
191,6,443,Encrypted
192,6,54696,Unknown
193,6,443,Encrypted
194,6,54696,Unknown
195,6,54696,Unknown
196,6,443,Encrypted
197,6,54696,Unknown
198,6,443,Encrypted
199,6,54696,Unknown
200,6,54696,Unknown
201,6,54696,Unknown
202,6,54696,Unknown
203,6,54696,Unknown
204,6,443,Encrypted
205,6,54696,Unknown
206,6,443,Encrypted
207,6,54696,Unknown
208,6,54696,Unknown
209,6,443,Encrypted
210,6,54696,Unknown
211,6,54696,Unknown
212,6,443,Encrypted
213,6,54696,Unknown
214,6,54696,Unknown
215,6,443,Encrypted
216,6,54696,Unknown
217,6,54696,Unknown
218,6,443,Encrypted
219,6,54696,Unknown
220,6,54696,Unknown
221,6,443,Encrypted
222,6,54696,Unknown
223,6,54696,Unknown
224,6,443,Encrypted
225,6,54696,Unknown
226,6,54696,Unknown
227,6,443,Encrypted
228,6,54696,Unknown
229,6,54696,Unknown
230,6,443,Encrypted
231,6,54696,Unknown
232,6,54696,Unknown
233,6,443,Encrypted
234,6,54696,Unknown
235,6,54696,Unknown
236,6,443,Encrypted
237,6,54696,Unknown
238,6,54696,Unknown
239,6,443,Encrypted
240,6,54696,Unknown
241,6,54696,Unknown
242,6,443,Encrypted
243,6,54696,Unknown
244,6,54696,Unknown
245,6,443,Encrypted
246,6,54696,Unknown
247,6,54696,Unknown
248,6,443,Encrypted
249,6,54696,Unknown
250,6,54696,Unknown
251,6,443,Encrypted
252,6,54696,Unknown
253,6,54696,Unknown
254,6,443,Encrypted
255,6,54696,Unknown
256,6,54696,Unknown
257,6,443,Encrypted
258,6,54696,Unknown
259,6,54696,Unknown
260,6,443,Encrypted
