frame_no,ip,domain
10,44.238.208.26,m1.tuyaus.com
10,44.239.154.208,m1.tuyaus.com
10,44.241.48.186,m1.tuyaus.com
11,44.238.208.26,m1.tuyaus.com
11,44.239.154.208,m1.tuyaus.com
11,44.241.48.186,m1.tuyaus.com
78,47.254.95.248,v2.sense-u.com
79,47.254.95.248,v2.sense-u.com
119,172.217.12.106,firebaselogging-pa.googleapis.com
119,142.250.189.234,firebaselogging-pa.googleapis.com
119,172.217.164.106,firebaselogging-pa.googleapis.com
119,142.250.191.42,firebaselogging-pa.googleapis.com
119,142.251.46.202,firebaselogging-pa.googleapis.com
119,142.251.32.42,firebaselogging-pa.googleapis.com
119,142.251.214.138,firebaselogging-pa.googleapis.com
119,142.250.189.202,firebaselogging-pa.googleapis.com
120,172.217.12.106,firebaselogging-pa.googleapis.com
120,142.250.189.234,firebaselogging-pa.googleapis.com
120,172.217.164.106,firebaselogging-pa.googleapis.com
120,142.250.191.42,firebaselogging-pa.googleapis.com
120,142.251.46.202,firebaselogging-pa.googleapis.com
120,142.251.32.42,firebaselogging-pa.googleapis.com
120,142.251.214.138,firebaselogging-pa.googleapis.com
120,142.250.189.202,firebaselogging-pa.googleapis.com
