frame_no,ip,domain
6,59.82.29.249,offmsg.umeng.com
11,44.238.208.26,m1.tuyaus.com
11,44.239.154.208,m1.tuyaus.com
11,44.241.48.186,m1.tuyaus.com
20,47.246.109.108,ulogs.umeng.com
20,47.246.109.109,ulogs.umeng.com
21,44.238.208.26,m1.tuyaus.com
21,44.239.154.208,m1.tuyaus.com
21,44.241.48.186,m1.tuyaus.com
77,47.246.109.108,ulogs.umeng.com
77,47.246.109.109,ulogs.umeng.com
83,47.254.95.248,v2.sense-u.com
84,47.254.95.248,v2.sense-u.com
89,59.82.29.249,offmsg.umeng.com
259,129.226.103.217,android.bugly.qq.com
259,129.226.103.12,android.bugly.qq.com
260,129.226.103.217,android.bugly.qq.com
260,129.226.103.12,android.bugly.qq.com
272,203.119.205.153,amdcopen.m.taobao.com
276,203.119.205.153,amdcopen.m.taobao.com
281,59.82.112.156,umengjmacs.m.taobao.com
282,59.82.112.156,umengjmacs.m.taobao.com
283,59.82.112.156,umengjmacs.m.taobao.com
284,59.82.112.156,umengjmacs.m.taobao.com
305,203.119.205.153,amdcopen.m.taobao.com
306,203.119.205.153,amdcopen.m.taobao.com
319,142.250.191.42,firebaselogging-pa.googleapis.com
319,142.251.46.202,firebaselogging-pa.googleapis.com
319,172.217.164.106,firebaselogging-pa.googleapis.com
319,172.217.12.106,firebaselogging-pa.googleapis.com
319,142.250.189.202,firebaselogging-pa.googleapis.com
319,142.250.189.234,firebaselogging-pa.googleapis.com
319,142.251.214.138,firebaselogging-pa.googleapis.com
319,142.251.32.42,firebaselogging-pa.googleapis.com
320,142.250.191.42,firebaselogging-pa.googleapis.com
320,142.251.46.202,firebaselogging-pa.googleapis.com
320,172.217.164.106,firebaselogging-pa.googleapis.com
320,172.217.12.106,firebaselogging-pa.googleapis.com
320,142.250.189.202,firebaselogging-pa.googleapis.com
320,142.250.189.234,firebaselogging-pa.googleapis.com
320,142.251.214.138,firebaselogging-pa.googleapis.com
320,142.251.32.42,firebaselogging-pa.googleapis.com
