packet_no,packet_size,protocol,source_port,destination_port,source_host,destination_host,traffic_direction_type
1,72,dns,31385,53,10.215.173.1,10.215.173.2,inbound
2,69,dns,27851,53,10.215.173.1,10.215.173.2,inbound
3,163,dns,53,31385,10.215.173.2,10.215.173.1,inbound
4,197,dns,53,27851,10.215.173.2,10.215.173.1,inbound
5,60,tcp,59196,443,10.215.173.1,104.16.66.50,inbound
6,60,tcp,59198,443,10.215.173.1,104.16.66.50,inbound
7,60,tcp,59200,443,10.215.173.1,104.16.66.50,inbound
8,60,tcp,59202,443,10.215.173.1,104.16.66.50,inbound
9,60,tcp,41398,443,10.215.173.1,142.250.191.74,outbound
10,48,tcp,443,59196,104.16.66.50,10.215.173.1,inbound
11,48,tcp,443,59198,104.16.66.50,10.215.173.1,inbound
12,40,tcp,59196,443,10.215.173.1,104.16.66.50,inbound
13,40,tcp,59198,443,10.215.173.1,104.16.66.50,inbound
14,48,tcp,443,59200,104.16.66.50,10.215.173.1,inbound
15,40,tcp,59200,443,10.215.173.1,104.16.66.50,inbound
16,60,tcp,59216,443,10.215.173.1,104.16.66.50,inbound
17,552,tls,59196,443,10.215.173.1,104.16.66.50,inbound
18,45,tls,59196,443,10.215.173.1,104.16.66.50,inbound
19,552,tls,59200,443,10.215.173.1,104.16.66.50,inbound
20,45,tls,59200,443,10.215.173.1,104.16.66.50,inbound
21,552,tls,59198,443,10.215.173.1,104.16.66.50,inbound
22,45,tls,59198,443,10.215.173.1,104.16.66.50,inbound
23,40,tcp,443,59196,104.16.66.50,10.215.173.1,inbound
24,40,tcp,443,59198,104.16.66.50,10.215.173.1,inbound
25,40,tcp,443,59200,104.16.66.50,10.215.173.1,inbound
26,48,tcp,443,59202,104.16.66.50,10.215.173.1,inbound
27,40,tcp,59202,443,10.215.173.1,104.16.66.50,inbound
28,48,tcp,443,41398,142.250.191.74,10.215.173.1,inbound
29,552,tls,59202,443,10.215.173.1,104.16.66.50,inbound
30,45,tls,59202,443,10.215.173.1,104.16.66.50,inbound
31,40,tcp,41398,443,10.215.173.1,142.250.191.74,outbound
32,40,tcp,443,59202,104.16.66.50,10.215.173.1,inbound
33,552,tls,41398,443,10.215.173.1,142.250.191.74,outbound
34,40,tcp,443,41398,142.250.191.74,10.215.173.1,inbound
35,45,tls,41398,443,10.215.173.1,142.250.191.74,outbound
36,40,tcp,443,41398,142.250.191.74,10.215.173.1,inbound
37,48,tcp,443,59216,104.16.66.50,10.215.173.1,inbound
38,40,tcp,59216,443,10.215.173.1,104.16.66.50,inbound
39,552,tls,59216,443,10.215.173.1,104.16.66.50,inbound
40,40,tcp,443,59216,104.16.66.50,10.215.173.1,inbound
41,45,tls,59216,443,10.215.173.1,104.16.66.50,inbound
42,40,tcp,443,59216,104.16.66.50,10.215.173.1,inbound
43,5217,tls,443,59198,104.16.66.50,10.215.173.1,inbound
44,40,tcp,59198,443,10.215.173.1,104.16.66.50,inbound
45,5217,tls,443,59196,104.16.66.50,10.215.173.1,inbound
46,5217,tls,443,59200,104.16.66.50,10.215.173.1,inbound
47,5217,tls,443,59202,104.16.66.50,10.215.173.1,inbound
48,40,tcp,59196,443,10.215.173.1,104.16.66.50,inbound
49,104,tls,59198,443,10.215.173.1,104.16.66.50,inbound
50,40,tcp,59200,443,10.215.173.1,104.16.66.50,inbound
51,40,tcp,59202,443,10.215.173.1,104.16.66.50,inbound
52,40,tcp,443,59198,104.16.66.50,10.215.173.1,inbound
53,710,tls,59198,443,10.215.173.1,104.16.66.50,inbound
54,40,tcp,443,59198,104.16.66.50,10.215.173.1,inbound
55,196,tls,443,41398,142.250.191.74,10.215.173.1,inbound
56,40,tcp,41398,443,10.215.173.1,142.250.191.74,outbound
57,91,tls,41398,443,10.215.173.1,142.250.191.74,outbound
58,108,tls,41398,443,10.215.173.1,142.250.191.74,outbound
59,40,tcp,443,41398,142.250.191.74,10.215.173.1,inbound
60,5217,tls,443,59216,104.16.66.50,10.215.173.1,inbound
61,40,tcp,59216,443,10.215.173.1,104.16.66.50,inbound
62,104,tls,59200,443,10.215.173.1,104.16.66.50,inbound
63,40,tcp,443,59200,104.16.66.50,10.215.173.1,inbound
64,182,tls,59200,443,10.215.173.1,104.16.66.50,inbound
65,40,tcp,443,59200,104.16.66.50,10.215.173.1,inbound
66,150,tls,59198,443,10.215.173.1,104.16.66.50,inbound
67,40,tcp,443,59198,104.16.66.50,10.215.173.1,inbound
68,133,tls,443,59198,104.16.66.50,10.215.173.1,inbound
69,71,tls,59198,443,10.215.173.1,104.16.66.50,inbound
70,40,tcp,443,59198,104.16.66.50,10.215.173.1,inbound
71,104,tls,59196,443,10.215.173.1,104.16.66.50,inbound
72,104,tls,59202,443,10.215.173.1,104.16.66.50,inbound
73,182,tls,59202,443,10.215.173.1,104.16.66.50,inbound
74,40,tcp,443,59202,104.16.66.50,10.215.173.1,inbound
75,182,tls,59196,443,10.215.173.1,104.16.66.50,inbound
76,40,tcp,443,59196,104.16.66.50,10.215.173.1,inbound
77,140,tls,59198,443,10.215.173.1,104.16.66.50,inbound
78,40,tcp,443,59196,104.16.66.50,10.215.173.1,inbound
79,40,tcp,443,59198,104.16.66.50,10.215.173.1,inbound
80,40,tcp,443,59202,104.16.66.50,10.215.173.1,inbound
81,127,tls,59198,443,10.215.173.1,104.16.66.50,inbound
82,40,tcp,443,59198,104.16.66.50,10.215.173.1,inbound
83,104,tls,59216,443,10.215.173.1,104.16.66.50,inbound
84,182,tls,59216,443,10.215.173.1,104.16.66.50,inbound
85,40,tcp,443,59216,104.16.66.50,10.215.173.1,inbound
86,159,tls,59198,443,10.215.173.1,104.16.66.50,inbound
87,40,tcp,443,59198,104.16.66.50,10.215.173.1,inbound
88,40,tcp,443,59216,104.16.66.50,10.215.173.1,inbound
89,40,tcp,443,59200,104.16.66.50,10.215.173.1,inbound
90,147,tls,443,41398,142.250.191.74,10.215.173.1,inbound
91,625,tls,41398,443,10.215.173.1,142.250.191.74,outbound
92,40,tcp,443,41398,142.250.191.74,10.215.173.1,inbound
93,260,tls,41398,443,10.215.173.1,142.250.191.74,outbound
94,78,tls,41398,443,10.215.173.1,142.250.191.74,outbound
95,40,tcp,443,41398,142.250.191.74,10.215.173.1,inbound
96,103,tls,59198,443,10.215.173.1,104.16.66.50,inbound
97,40,tcp,443,59198,104.16.66.50,10.215.173.1,inbound
98,155,tls,59198,443,10.215.173.1,104.16.66.50,inbound
99,40,tcp,443,59198,104.16.66.50,10.215.173.1,inbound
100,238,tls,443,59198,104.16.66.50,10.215.173.1,inbound
101,120,tls,443,59198,104.16.66.50,10.215.173.1,inbound
102,40,tcp,59198,443,10.215.173.1,104.16.66.50,inbound
103,1111,tls,443,59198,104.16.66.50,10.215.173.1,inbound
104,71,tls,443,59198,104.16.66.50,10.215.173.1,inbound
105,40,tcp,59198,443,10.215.173.1,104.16.66.50,inbound
106,573,tls,443,59198,104.16.66.50,10.215.173.1,inbound
107,71,tls,443,59198,104.16.66.50,10.215.173.1,inbound
108,40,tcp,59198,443,10.215.173.1,104.16.66.50,inbound
109,364,tls,443,41398,142.250.191.74,10.215.173.1,inbound
110,86,tls,41398,443,10.215.173.1,142.250.191.74,outbound
111,40,tcp,443,41398,142.250.191.74,10.215.173.1,inbound
112,106,tls,443,59198,104.16.66.50,10.215.173.1,inbound
113,86,tls,41398,443,10.215.173.1,142.250.191.74,outbound
114,71,tls,41398,443,10.215.173.1,142.250.191.74,outbound
115,40,tcp,443,41398,142.250.191.74,10.215.173.1,inbound
116,40,tcp,41398,443,10.215.173.1,142.250.191.74,outbound
117,40,tcp,443,41398,142.250.191.74,10.215.173.1,inbound
118,68,dns,28590,53,10.215.173.1,10.215.173.2,inbound
119,136,tls,59198,443,10.215.173.1,104.16.66.50,inbound
120,40,tcp,443,59198,104.16.66.50,10.215.173.1,inbound
