packet_no,packet_size,protocol,source_port,destination_port,source_host,destination_host,traffic_direction_type
1,72,dns,9817,53,10.215.173.1,10.215.173.2,inbound
2,163,dns,53,9817,10.215.173.2,10.215.173.1,inbound
3,60,tcp,58792,443,10.215.173.1,104.16.66.50,inbound
4,60,tcp,58794,443,10.215.173.1,104.16.66.50,inbound
5,60,tcp,58796,443,10.215.173.1,104.16.66.50,inbound
6,48,tcp,443,58792,104.16.66.50,10.215.173.1,inbound
7,40,tcp,58792,443,10.215.173.1,104.16.66.50,inbound
8,552,tls,58792,443,10.215.173.1,104.16.66.50,inbound
9,45,tls,58792,443,10.215.173.1,104.16.66.50,inbound
10,40,tcp,443,58792,104.16.66.50,10.215.173.1,inbound
11,48,tcp,443,58794,104.16.66.50,10.215.173.1,inbound
12,40,tcp,58794,443,10.215.173.1,104.16.66.50,inbound
13,48,tcp,443,58796,104.16.66.50,10.215.173.1,inbound
14,40,tcp,58796,443,10.215.173.1,104.16.66.50,inbound
15,552,tls,58794,443,10.215.173.1,104.16.66.50,inbound
16,45,tls,58794,443,10.215.173.1,104.16.66.50,inbound
17,552,tls,58796,443,10.215.173.1,104.16.66.50,inbound
18,45,tls,58796,443,10.215.173.1,104.16.66.50,inbound
19,40,tcp,443,58794,104.16.66.50,10.215.173.1,inbound
20,40,tcp,443,58796,104.16.66.50,10.215.173.1,inbound
21,60,tcp,58804,443,10.215.173.1,104.16.66.50,inbound
22,69,dns,61101,53,10.215.173.1,10.215.173.2,inbound
23,5217,tls,443,58792,104.16.66.50,10.215.173.1,inbound
24,5217,tls,443,58794,104.16.66.50,10.215.173.1,inbound
25,5217,tls,443,58796,104.16.66.50,10.215.173.1,inbound
26,40,tcp,58792,443,10.215.173.1,104.16.66.50,inbound
27,104,tls,58792,443,10.215.173.1,104.16.66.50,inbound
28,40,tcp,58794,443,10.215.173.1,104.16.66.50,inbound
29,40,tcp,58796,443,10.215.173.1,104.16.66.50,inbound
30,40,tcp,443,58792,104.16.66.50,10.215.173.1,inbound
31,48,tcp,443,58804,104.16.66.50,10.215.173.1,inbound
32,197,dns,53,61101,10.215.173.2,10.215.173.1,inbound
33,729,tls,58792,443,10.215.173.1,104.16.66.50,inbound
34,40,tcp,58804,443,10.215.173.1,104.16.66.50,inbound
35,40,tcp,443,58792,104.16.66.50,10.215.173.1,inbound
36,552,tls,58804,443,10.215.173.1,104.16.66.50,inbound
37,45,tls,58804,443,10.215.173.1,104.16.66.50,inbound
38,40,tcp,443,58804,104.16.66.50,10.215.173.1,inbound
39,104,tls,58796,443,10.215.173.1,104.16.66.50,inbound
40,182,tls,58796,443,10.215.173.1,104.16.66.50,inbound
41,40,tcp,443,58796,104.16.66.50,10.215.173.1,inbound
42,140,tls,58792,443,10.215.173.1,104.16.66.50,inbound
43,40,tcp,443,58792,104.16.66.50,10.215.173.1,inbound
44,40,tcp,443,58796,104.16.66.50,10.215.173.1,inbound
45,104,tls,58794,443,10.215.173.1,104.16.66.50,inbound
46,40,tcp,443,58794,104.16.66.50,10.215.173.1,inbound
47,182,tls,58794,443,10.215.173.1,104.16.66.50,inbound
48,40,tcp,443,58794,104.16.66.50,10.215.173.1,inbound
49,110,tls,58792,443,10.215.173.1,104.16.66.50,inbound
50,40,tcp,443,58792,104.16.66.50,10.215.173.1,inbound
51,111,tls,443,58792,104.16.66.50,10.215.173.1,inbound
52,60,tcp,53984,443,10.215.173.1,142.250.189.202,outbound
53,71,tls,58792,443,10.215.173.1,104.16.66.50,inbound
54,40,tcp,443,58792,104.16.66.50,10.215.173.1,inbound
