packet_no,packet_size,protocol,source_port,destination_port,source_host,destination_host,traffic_direction_type
1,72,dns,2103,53,10.215.173.1,10.215.173.2,inbound
2,163,dns,53,2103,10.215.173.2,10.215.173.1,inbound
3,60,tcp,41904,443,10.215.173.1,104.16.65.50,inbound
4,60,tcp,41906,443,10.215.173.1,104.16.65.50,inbound
5,60,tcp,41908,443,10.215.173.1,104.16.65.50,inbound
6,60,tcp,41912,443,10.215.173.1,104.16.65.50,inbound
7,69,dns,60423,53,10.215.173.1,10.215.173.2,inbound
8,48,tcp,443,41904,104.16.65.50,10.215.173.1,inbound
9,48,tcp,443,41906,104.16.65.50,10.215.173.1,inbound
10,40,tcp,41904,443,10.215.173.1,104.16.65.50,inbound
11,40,tcp,41906,443,10.215.173.1,104.16.65.50,inbound
12,552,tls,41906,443,10.215.173.1,104.16.65.50,inbound
13,45,tls,41906,443,10.215.173.1,104.16.65.50,inbound
14,40,tcp,443,41906,104.16.65.50,10.215.173.1,inbound
15,552,tls,41904,443,10.215.173.1,104.16.65.50,inbound
16,45,tls,41904,443,10.215.173.1,104.16.65.50,inbound
17,40,tcp,443,41904,104.16.65.50,10.215.173.1,inbound
18,197,dns,53,60423,10.215.173.2,10.215.173.1,inbound
19,48,tcp,443,41908,104.16.65.50,10.215.173.1,inbound
20,48,tcp,443,41912,104.16.65.50,10.215.173.1,inbound
21,40,tcp,41908,443,10.215.173.1,104.16.65.50,inbound
22,40,tcp,41912,443,10.215.173.1,104.16.65.50,inbound
23,552,tls,41912,443,10.215.173.1,104.16.65.50,inbound
24,552,tls,41908,443,10.215.173.1,104.16.65.50,inbound
25,45,tls,41908,443,10.215.173.1,104.16.65.50,inbound
26,45,tls,41912,443,10.215.173.1,104.16.65.50,inbound
27,60,tcp,42298,443,10.215.173.1,142.251.46.202,outbound
28,40,tcp,443,41908,104.16.65.50,10.215.173.1,inbound
29,40,tcp,443,41912,104.16.65.50,10.215.173.1,inbound
30,5217,tls,443,41906,104.16.65.50,10.215.173.1,inbound
31,40,tcp,41906,443,10.215.173.1,104.16.65.50,inbound
32,104,tls,41906,443,10.215.173.1,104.16.65.50,inbound
33,5217,tls,443,41904,104.16.65.50,10.215.173.1,inbound
34,40,tcp,443,41906,104.16.65.50,10.215.173.1,inbound
35,48,tcp,443,42298,142.251.46.202,10.215.173.1,inbound
36,40,tcp,41904,443,10.215.173.1,104.16.65.50,inbound
37,104,tls,41904,443,10.215.173.1,104.16.65.50,inbound
38,729,tls,41906,443,10.215.173.1,104.16.65.50,inbound
39,40,tcp,42298,443,10.215.173.1,142.251.46.202,outbound
40,40,tcp,443,41904,104.16.65.50,10.215.173.1,inbound
41,40,tcp,443,41906,104.16.65.50,10.215.173.1,inbound
42,5217,tls,443,41908,104.16.65.50,10.215.173.1,inbound
43,5217,tls,443,41912,104.16.65.50,10.215.173.1,inbound
44,182,tls,41904,443,10.215.173.1,104.16.65.50,inbound
45,40,tcp,443,41904,104.16.65.50,10.215.173.1,inbound
46,40,tcp,41908,443,10.215.173.1,104.16.65.50,inbound
47,140,tls,41906,443,10.215.173.1,104.16.65.50,inbound
48,552,tls,42298,443,10.215.173.1,142.251.46.202,outbound
49,45,tls,42298,443,10.215.173.1,142.251.46.202,outbound
50,104,tls,41908,443,10.215.173.1,104.16.65.50,inbound
51,182,tls,41908,443,10.215.173.1,104.16.65.50,inbound
52,40,tcp,443,41908,104.16.65.50,10.215.173.1,inbound
53,40,tcp,41912,443,10.215.173.1,104.16.65.50,inbound
54,40,tcp,443,41906,104.16.65.50,10.215.173.1,inbound
55,40,tcp,443,41908,104.16.65.50,10.215.173.1,inbound
56,40,tcp,443,42298,142.251.46.202,10.215.173.1,inbound
57,110,tls,41906,443,10.215.173.1,104.16.65.50,inbound
58,40,tcp,443,41906,104.16.65.50,10.215.173.1,inbound
59,104,tls,41912,443,10.215.173.1,104.16.65.50,inbound
60,40,tcp,443,41912,104.16.65.50,10.215.173.1,inbound
61,86,tls,41912,443,10.215.173.1,104.16.65.50,inbound
62,40,tcp,443,41912,104.16.65.50,10.215.173.1,inbound
63,77,tls,41912,443,10.215.173.1,104.16.65.50,inbound
64,40,tcp,443,41912,104.16.65.50,10.215.173.1,inbound
65,75,tls,41912,443,10.215.173.1,104.16.65.50,inbound
66,40,tcp,443,41912,104.16.65.50,10.215.173.1,inbound
67,40,tcp,41912,443,10.215.173.1,104.16.65.50,inbound
68,40,tcp,443,41912,104.16.65.50,10.215.173.1,inbound
69,148,tls,41906,443,10.215.173.1,104.16.65.50,inbound
70,40,tcp,443,41906,104.16.65.50,10.215.173.1,inbound
71,159,tls,41906,443,10.215.173.1,104.16.65.50,inbound
72,40,tcp,443,41906,104.16.65.50,10.215.173.1,inbound
73,40,tcp,443,41904,104.16.65.50,10.215.173.1,inbound
74,111,tls,443,41906,104.16.65.50,10.215.173.1,inbound
75,40,tcp,443,41912,104.16.65.50,10.215.173.1,inbound
76,71,tls,41906,443,10.215.173.1,104.16.65.50,inbound
77,40,tcp,443,41906,104.16.65.50,10.215.173.1,inbound
78,196,tls,443,42298,142.251.46.202,10.215.173.1,inbound
79,40,tcp,42298,443,10.215.173.1,142.251.46.202,outbound
80,91,tls,42298,443,10.215.173.1,142.251.46.202,outbound
81,108,tls,42298,443,10.215.173.1,142.251.46.202,outbound
82,40,tcp,443,42298,142.251.46.202,10.215.173.1,inbound
83,109,tls,443,42298,142.251.46.202,10.215.173.1,inbound
84,625,tls,42298,443,10.215.173.1,142.251.46.202,outbound
85,78,tls,443,42298,142.251.46.202,10.215.173.1,inbound
86,40,tcp,443,42298,142.251.46.202,10.215.173.1,inbound
87,260,tls,42298,443,10.215.173.1,142.251.46.202,outbound
88,78,tls,42298,443,10.215.173.1,142.251.46.202,outbound
89,40,tcp,443,42298,142.251.46.202,10.215.173.1,inbound
90,103,tls,41906,443,10.215.173.1,104.16.65.50,inbound
91,40,tcp,443,41906,104.16.65.50,10.215.173.1,inbound
92,155,tls,41906,443,10.215.173.1,104.16.65.50,inbound
93,40,tcp,443,41906,104.16.65.50,10.215.173.1,inbound
94,238,tls,443,41906,104.16.65.50,10.215.173.1,inbound
95,120,tls,443,41906,104.16.65.50,10.215.173.1,inbound
96,40,tcp,41906,443,10.215.173.1,104.16.65.50,inbound
97,1080,tls,443,41906,104.16.65.50,10.215.173.1,inbound
98,71,tls,443,41906,104.16.65.50,10.215.173.1,inbound
99,40,tcp,41906,443,10.215.173.1,104.16.65.50,inbound
100,144,tls,443,41906,104.16.65.50,10.215.173.1,inbound
101,71,tls,443,41906,104.16.65.50,10.215.173.1,inbound
102,40,tcp,41906,443,10.215.173.1,104.16.65.50,inbound
103,204,tls,443,42298,142.251.46.202,10.215.173.1,inbound
104,200,tls,443,42298,142.251.46.202,10.215.173.1,inbound
105,40,tcp,42298,443,10.215.173.1,142.251.46.202,outbound
106,86,tls,42298,443,10.215.173.1,142.251.46.202,outbound
107,40,tcp,443,42298,142.251.46.202,10.215.173.1,inbound
108,86,tls,42298,443,10.215.173.1,142.251.46.202,outbound
109,71,tls,42298,443,10.215.173.1,142.251.46.202,outbound
110,40,tcp,443,42298,142.251.46.202,10.215.173.1,inbound
111,40,tcp,42298,443,10.215.173.1,142.251.46.202,outbound
112,40,tcp,443,42298,142.251.46.202,10.215.173.1,inbound
113,40,tcp,443,42298,142.251.46.202,10.215.173.1,inbound
114,106,tls,443,41906,104.16.65.50,10.215.173.1,inbound
115,136,tls,41906,443,10.215.173.1,104.16.65.50,inbound
116,40,tcp,443,41906,104.16.65.50,10.215.173.1,inbound
117,68,dns,13865,53,10.215.173.1,10.215.173.2,inbound
