packet_no,packet_size,protocol,source_port,destination_port,source_host,destination_host,traffic_direction_type
1,68,dns,50928,53,10.215.173.1,10.215.173.2,inbound
2,155,dns,53,50928,10.215.173.2,10.215.173.1,inbound
3,60,tcp,58764,443,10.215.173.1,104.16.66.50,inbound
4,48,tcp,443,58764,104.16.66.50,10.215.173.1,inbound
5,40,tcp,58764,443,10.215.173.1,104.16.66.50,inbound
6,552,tls,58764,443,10.215.173.1,104.16.66.50,inbound
7,40,tcp,443,58764,104.16.66.50,10.215.173.1,inbound
8,45,tls,58764,443,10.215.173.1,104.16.66.50,inbound
9,40,tcp,443,58764,104.16.66.50,10.215.173.1,inbound
10,2936,tls,443,58764,104.16.66.50,10.215.173.1,inbound
11,40,tcp,58764,443,10.215.173.1,104.16.66.50,inbound
12,2321,tls,443,58764,104.16.66.50,10.215.173.1,inbound
13,40,tcp,58764,443,10.215.173.1,104.16.66.50,inbound
14,104,tls,58764,443,10.215.173.1,104.16.66.50,inbound
15,40,tcp,443,58764,104.16.66.50,10.215.173.1,inbound
16,86,tls,58764,443,10.215.173.1,104.16.66.50,inbound
17,40,tcp,443,58764,104.16.66.50,10.215.173.1,inbound
18,77,tls,58764,443,10.215.173.1,104.16.66.50,inbound
19,40,tcp,443,58764,104.16.66.50,10.215.173.1,inbound
20,75,tls,58764,443,10.215.173.1,104.16.66.50,inbound
21,40,tcp,443,58764,104.16.66.50,10.215.173.1,inbound
22,567,tls,58764,443,10.215.173.1,104.16.66.50,inbound
23,40,tcp,443,58764,104.16.66.50,10.215.173.1,inbound
24,102,tls,443,58764,104.16.66.50,10.215.173.1,inbound
25,71,tls,443,58764,104.16.66.50,10.215.173.1,inbound
26,40,tcp,58764,443,10.215.173.1,104.16.66.50,inbound
27,71,tls,58764,443,10.215.173.1,104.16.66.50,inbound
28,40,tcp,443,58764,104.16.66.50,10.215.173.1,inbound
29,1170,tls,443,58764,104.16.66.50,10.215.173.1,inbound
30,72,dns,65060,53,10.215.173.1,10.215.173.2,inbound
31,40,tcp,58764,443,10.215.173.1,104.16.66.50,inbound
32,487,dns,53,65060,10.215.173.2,10.215.173.1,inbound
33,167,tls,58764,443,10.215.173.1,104.16.66.50,inbound
34,40,tcp,443,58764,104.16.66.50,10.215.173.1,inbound
35,191,tls,58764,443,10.215.173.1,104.16.66.50,inbound
36,40,tcp,443,58764,104.16.66.50,10.215.173.1,inbound
37,121,tls,58764,443,10.215.173.1,104.16.66.50,inbound
38,40,tcp,443,58764,104.16.66.50,10.215.173.1,inbound
39,103,tls,58764,443,10.215.173.1,104.16.66.50,inbound
40,40,tcp,443,58764,104.16.66.50,10.215.173.1,inbound
41,104,tls,58764,443,10.215.173.1,104.16.66.50,inbound
42,40,tcp,443,58764,104.16.66.50,10.215.173.1,inbound
43,99,tls,58764,443,10.215.173.1,104.16.66.50,inbound
44,40,tcp,443,58764,104.16.66.50,10.215.173.1,inbound
45,60,dns,43999,53,10.215.173.1,10.215.173.2,inbound
46,373,dns,53,43999,10.215.173.2,10.215.173.1,inbound
47,60,tcp,56598,443,10.215.173.1,34.102.155.183,outbound
48,999,tls,443,58764,104.16.66.50,10.215.173.1,inbound
49,40,tcp,58764,443,10.215.173.1,104.16.66.50,inbound
50,185,tls,443,58764,104.16.66.50,10.215.173.1,inbound
51,40,tcp,58764,443,10.215.173.1,104.16.66.50,inbound
52,48,tcp,443,56598,34.102.155.183,10.215.173.1,inbound
53,40,tcp,56598,443,10.215.173.1,34.102.155.183,outbound
54,552,tls,56598,443,10.215.173.1,34.102.155.183,outbound
55,45,tls,56598,443,10.215.173.1,34.102.155.183,outbound
56,1278,tls,443,58764,104.16.66.50,10.215.173.1,inbound
57,40,tcp,443,56598,34.102.155.183,10.215.173.1,inbound
58,40,tcp,58764,443,10.215.173.1,104.16.66.50,inbound
59,150,tls,58764,443,10.215.173.1,104.16.66.50,inbound
60,40,tcp,443,58764,104.16.66.50,10.215.173.1,inbound
