packet_no,packet_size,protocol,source_port,destination_port,source_host,destination_host,traffic_direction_type
1,48,tcp,443,47538,142.251.46.202,10.215.173.1,inbound
2,40,tcp,47538,443,10.215.173.1,142.251.46.202,outbound
3,552,tls,47538,443,10.215.173.1,142.251.46.202,outbound
4,45,tls,47538,443,10.215.173.1,142.251.46.202,outbound
5,40,tcp,443,47538,142.251.46.202,10.215.173.1,inbound
6,2840,tls,443,47538,142.251.46.202,10.215.173.1,inbound
7,40,tcp,47538,443,10.215.173.1,142.251.46.202,outbound
8,1440,tcp,443,47538,142.251.46.202,10.215.173.1,inbound
9,40,tcp,47538,443,10.215.173.1,142.251.46.202,outbound
10,528,tls,443,47538,142.251.46.202,10.215.173.1,inbound
11,40,tcp,47538,443,10.215.173.1,142.251.46.202,outbound
12,104,tls,47538,443,10.215.173.1,142.251.46.202,outbound
13,40,tcp,443,47538,142.251.46.202,10.215.173.1,inbound
14,1825,tls,47538,443,10.215.173.1,142.251.46.202,outbound
15,40,tcp,443,47538,142.251.46.202,10.215.173.1,inbound
16,1137,tls,443,47538,142.251.46.202,10.215.173.1,inbound
17,67,tls,443,47538,142.251.46.202,10.215.173.1,inbound
18,40,tcp,47538,443,10.215.173.1,142.251.46.202,outbound
19,60,tcp,39006,853,192.168.1.129,10.215.173.2,inbound
20,66,dns,57884,53,10.215.173.1,10.215.173.2,inbound
21,82,dns,53,57884,10.215.173.2,10.215.173.1,inbound
22,60,tcp,58000,443,10.215.173.1,89.30.121.170,outbound
23,48,tcp,443,58000,89.30.121.170,10.215.173.1,inbound
24,40,tcp,58000,443,10.215.173.1,89.30.121.170,outbound
25,197,tls,58000,443,10.215.173.1,89.30.121.170,outbound
26,40,tcp,443,58000,89.30.121.170,10.215.173.1,inbound
27,75,dns,38151,53,10.215.173.1,10.215.173.2,inbound
28,91,dns,53,38151,10.215.173.2,10.215.173.1,inbound
29,60,tcp,51910,443,10.215.173.1,34.111.202.166,outbound
30,48,tcp,443,51910,34.111.202.166,10.215.173.1,inbound
31,40,tcp,51910,443,10.215.173.1,34.111.202.166,outbound
32,552,tls,51910,443,10.215.173.1,34.111.202.166,outbound
33,40,tcp,443,51910,34.111.202.166,10.215.173.1,inbound
34,45,tls,51910,443,10.215.173.1,34.111.202.166,outbound
35,40,tcp,443,51910,34.111.202.166,10.215.173.1,inbound
36,2840,tls,443,51910,34.111.202.166,10.215.173.1,inbound
37,40,tcp,51910,443,10.215.173.1,34.111.202.166,outbound
38,4073,tls,443,58000,89.30.121.170,10.215.173.1,inbound
39,387,tls,443,51910,34.111.202.166,10.215.173.1,inbound
40,40,tcp,58000,443,10.215.173.1,89.30.121.170,outbound
41,40,tcp,51910,443,10.215.173.1,34.111.202.166,outbound
42,133,tls,58000,443,10.215.173.1,89.30.121.170,outbound
43,40,tcp,443,58000,89.30.121.170,10.215.173.1,inbound
44,104,tls,51910,443,10.215.173.1,34.111.202.166,outbound
45,40,tcp,443,51910,34.111.202.166,10.215.173.1,inbound
46,412,tls,51910,443,10.215.173.1,34.111.202.166,outbound
47,40,tcp,443,51910,34.111.202.166,10.215.173.1,inbound
48,8254,tls,51910,443,10.215.173.1,34.111.202.166,outbound
49,40,tcp,443,51910,34.111.202.166,10.215.173.1,inbound
50,8254,tls,51910,443,10.215.173.1,34.111.202.166,outbound
51,40,tcp,443,51910,34.111.202.166,10.215.173.1,inbound
52,8254,tls,51910,443,10.215.173.1,34.111.202.166,outbound
53,40,tcp,443,51910,34.111.202.166,10.215.173.1,inbound
54,6843,tls,51910,443,10.215.173.1,34.111.202.166,outbound
55,40,tcp,443,51910,34.111.202.166,10.215.173.1,inbound
56,61,dns,2880,53,10.215.173.1,10.215.173.2,inbound
57,65,dns,29017,53,10.215.173.1,10.215.173.2,inbound
58,91,tls,443,58000,89.30.121.170,10.215.173.1,inbound
59,264,dns,53,2880,10.215.173.2,10.215.173.1,inbound
60,122,dns,53,29017,10.215.173.2,10.215.173.1,inbound
61,804,tls,443,51910,34.111.202.166,10.215.173.1,inbound
62,60,tcp,54644,443,10.215.173.1,151.101.42.217,outbound
63,60,tcp,54646,443,10.215.173.1,151.101.42.217,outbound
64,399,tls,58000,443,10.215.173.1,89.30.121.170,outbound
65,40,tcp,443,58000,89.30.121.170,10.215.173.1,inbound
66,48,tcp,443,54644,151.101.42.217,10.215.173.1,inbound
67,40,tcp,54644,443,10.215.173.1,151.101.42.217,outbound
68,552,tls,54644,443,10.215.173.1,151.101.42.217,outbound
69,45,tls,54644,443,10.215.173.1,151.101.42.217,outbound
70,40,tcp,443,54644,151.101.42.217,10.215.173.1,inbound
71,48,tcp,443,54646,151.101.42.217,10.215.173.1,inbound
72,40,tcp,54646,443,10.215.173.1,151.101.42.217,outbound
73,552,tls,54646,443,10.215.173.1,151.101.42.217,outbound
74,45,tls,54646,443,10.215.173.1,151.101.42.217,outbound
75,40,tcp,443,54646,151.101.42.217,10.215.173.1,inbound
76,2928,tls,443,54644,151.101.42.217,10.215.173.1,inbound
77,40,tcp,54644,443,10.215.173.1,151.101.42.217,outbound
78,1853,tls,443,54644,151.101.42.217,10.215.173.1,inbound
79,40,tcp,54644,443,10.215.173.1,151.101.42.217,outbound
80,2928,tls,443,54646,151.101.42.217,10.215.173.1,inbound
81,40,tcp,54646,443,10.215.173.1,151.101.42.217,outbound
82,1853,tls,443,54646,151.101.42.217,10.215.173.1,inbound
83,40,tcp,54646,443,10.215.173.1,151.101.42.217,outbound
84,133,tls,54644,443,10.215.173.1,151.101.42.217,outbound
85,40,tcp,443,54644,151.101.42.217,10.215.173.1,inbound
86,40,tcp,51910,443,10.215.173.1,34.111.202.166,outbound
87,133,tls,54646,443,10.215.173.1,151.101.42.217,outbound
88,40,tcp,443,54646,151.101.42.217,10.215.173.1,inbound
89,298,tls,443,54644,151.101.42.217,10.215.173.1,inbound
90,298,tls,443,54646,151.101.42.217,10.215.173.1,inbound
91,93,tls,54646,443,10.215.173.1,151.101.42.217,outbound
92,93,tls,54644,443,10.215.173.1,151.101.42.217,outbound
93,40,tcp,443,54644,151.101.42.217,10.215.173.1,inbound
94,40,tcp,443,54646,151.101.42.217,10.215.173.1,inbound
95,126,tls,54644,443,10.215.173.1,151.101.42.217,outbound
96,40,tcp,443,54644,151.101.42.217,10.215.173.1,inbound
97,84,tls,54646,443,10.215.173.1,151.101.42.217,outbound
98,40,tcp,443,54646,151.101.42.217,10.215.173.1,inbound
99,82,tls,54646,443,10.215.173.1,151.101.42.217,outbound
100,40,tcp,443,54646,151.101.42.217,10.215.173.1,inbound
101,146,tls,54644,443,10.215.173.1,151.101.42.217,outbound
102,40,tcp,443,54644,151.101.42.217,10.215.173.1,inbound
103,207,tls,54646,443,10.215.173.1,151.101.42.217,outbound
104,40,tcp,443,54646,151.101.42.217,10.215.173.1,inbound
105,97,tls,443,54646,151.101.42.217,10.215.173.1,inbound
