packet_no,packet_size,protocol,source_port,destination_port,source_host,destination_host,traffic_direction_type
1,60,tcp,38920,853,192.168.1.129,10.215.173.2,inbound
2,65,dns,46509,53,10.215.173.1,10.215.173.2,inbound
3,268,dns,53,46509,10.215.173.2,10.215.173.1,inbound
4,60,tcp,54546,443,10.215.173.1,151.101.42.217,outbound
5,48,tcp,443,54546,151.101.42.217,10.215.173.1,inbound
6,40,tcp,54546,443,10.215.173.1,151.101.42.217,outbound
7,552,tls,54546,443,10.215.173.1,151.101.42.217,outbound
8,40,tcp,443,54546,151.101.42.217,10.215.173.1,inbound
9,45,tls,54546,443,10.215.173.1,151.101.42.217,outbound
10,40,tcp,443,54546,151.101.42.217,10.215.173.1,inbound
11,4747,tls,443,54546,151.101.42.217,10.215.173.1,inbound
12,40,tcp,54546,443,10.215.173.1,151.101.42.217,outbound
13,133,tls,54546,443,10.215.173.1,151.101.42.217,outbound
14,40,tcp,443,54546,151.101.42.217,10.215.173.1,inbound
15,314,tls,443,54546,151.101.42.217,10.215.173.1,inbound
16,377,tls,54546,443,10.215.173.1,151.101.42.217,outbound
17,40,tcp,443,54546,151.101.42.217,10.215.173.1,inbound
18,872,tls,443,54546,151.101.42.217,10.215.173.1,inbound
19,40,tcp,54546,443,10.215.173.1,151.101.42.217,outbound
20,66,dns,34023,53,10.215.173.1,10.215.173.2,inbound
21,82,dns,53,34023,10.215.173.2,10.215.173.1,inbound
22,60,tcp,57914,443,10.215.173.1,89.30.121.170,outbound
23,60,tcp,54554,443,10.215.173.1,151.101.42.217,outbound
24,60,tcp,54556,443,10.215.173.1,151.101.42.217,outbound
25,48,tcp,443,54554,151.101.42.217,10.215.173.1,inbound
26,40,tcp,54554,443,10.215.173.1,151.101.42.217,outbound
27,552,tls,54554,443,10.215.173.1,151.101.42.217,outbound
28,45,tls,54554,443,10.215.173.1,151.101.42.217,outbound
29,40,tcp,443,54554,151.101.42.217,10.215.173.1,inbound
30,48,tcp,443,54556,151.101.42.217,10.215.173.1,inbound
31,40,tcp,54556,443,10.215.173.1,151.101.42.217,outbound
32,552,tls,54556,443,10.215.173.1,151.101.42.217,outbound
33,45,tls,54556,443,10.215.173.1,151.101.42.217,outbound
34,40,tcp,443,54556,151.101.42.217,10.215.173.1,inbound
35,4741,tls,443,54554,151.101.42.217,10.215.173.1,inbound
36,40,tcp,54554,443,10.215.173.1,151.101.42.217,outbound
37,4741,tls,443,54556,151.101.42.217,10.215.173.1,inbound
38,40,tcp,54556,443,10.215.173.1,151.101.42.217,outbound
39,133,tls,54554,443,10.215.173.1,151.101.42.217,outbound
40,40,tcp,443,54554,151.101.42.217,10.215.173.1,inbound
41,133,tls,54556,443,10.215.173.1,151.101.42.217,outbound
42,40,tcp,443,54556,151.101.42.217,10.215.173.1,inbound
43,298,tls,443,54554,151.101.42.217,10.215.173.1,inbound
44,93,tls,54554,443,10.215.173.1,151.101.42.217,outbound
45,40,tcp,443,54554,151.101.42.217,10.215.173.1,inbound
46,84,tls,54554,443,10.215.173.1,151.101.42.217,outbound
47,40,tcp,443,54554,151.101.42.217,10.215.173.1,inbound
48,82,tls,54554,443,10.215.173.1,151.101.42.217,outbound
49,40,tcp,443,54554,151.101.42.217,10.215.173.1,inbound
50,146,tls,54554,443,10.215.173.1,151.101.42.217,outbound
51,40,tcp,443,54554,151.101.42.217,10.215.173.1,inbound
52,106,tls,443,54554,151.101.42.217,10.215.173.1,inbound
53,1157,tls,443,54554,151.101.42.217,10.215.173.1,inbound
54,40,tcp,54554,443,10.215.173.1,151.101.42.217,outbound
55,298,tls,443,54556,151.101.42.217,10.215.173.1,inbound
56,93,tls,54556,443,10.215.173.1,151.101.42.217,outbound
57,40,tcp,443,54556,151.101.42.217,10.215.173.1,inbound
58,126,tls,54556,443,10.215.173.1,151.101.42.217,outbound
59,40,tcp,443,54556,151.101.42.217,10.215.173.1,inbound
60,78,tls,54554,443,10.215.173.1,151.101.42.217,outbound
61,40,tcp,443,54554,151.101.42.217,10.215.173.1,inbound
62,146,tls,54556,443,10.215.173.1,151.101.42.217,outbound
63,40,tcp,443,54556,151.101.42.217,10.215.173.1,inbound
64,97,tls,443,54556,151.101.42.217,10.215.173.1,inbound
65,78,tls,54556,443,10.215.173.1,151.101.42.217,outbound
66,40,tcp,443,54556,151.101.42.217,10.215.173.1,inbound
67,78,tls,443,54556,151.101.42.217,10.215.173.1,inbound
68,1156,tls,443,54556,151.101.42.217,10.215.173.1,inbound
69,40,tcp,54556,443,10.215.173.1,151.101.42.217,outbound
70,48,tcp,443,57914,89.30.121.170,10.215.173.1,inbound
71,40,tcp,57914,443,10.215.173.1,89.30.121.170,outbound
72,197,tls,57914,443,10.215.173.1,89.30.121.170,outbound
73,40,tcp,443,57914,89.30.121.170,10.215.173.1,inbound
74,2960,tls,443,57914,89.30.121.170,10.215.173.1,inbound
75,40,tcp,57914,443,10.215.173.1,89.30.121.170,outbound
76,1153,tls,443,57914,89.30.121.170,10.215.173.1,inbound
77,40,tcp,57914,443,10.215.173.1,89.30.121.170,outbound
78,133,tls,57914,443,10.215.173.1,89.30.121.170,outbound
79,40,tcp,443,57914,89.30.121.170,10.215.173.1,inbound
