packet_no,packet_size,protocol,source_port,destination_port,source_host,destination_host,traffic_direction_type
1,60,tcp,57204,853,192.168.1.129,10.215.173.2,inbound
2,60,tcp,57204,853,192.168.1.129,10.215.173.2,inbound
3,75,dns,63498,53,10.215.173.1,10.215.173.2,inbound
4,91,dns,53,63498,10.215.173.2,10.215.173.1,inbound
5,60,tcp,52118,443,10.215.173.1,34.111.202.166,outbound
6,48,tcp,443,52118,34.111.202.166,10.215.173.1,inbound
7,40,tcp,52118,443,10.215.173.1,34.111.202.166,outbound
8,552,tls,52118,443,10.215.173.1,34.111.202.166,outbound
9,104,tls,52118,443,10.215.173.1,34.111.202.166,outbound
10,40,tcp,443,52118,34.111.202.166,10.215.173.1,inbound
11,258,tls,443,52118,34.111.202.166,10.215.173.1,inbound
12,40,tcp,52118,443,10.215.173.1,34.111.202.166,outbound
13,104,tls,52118,443,10.215.173.1,34.111.202.166,outbound
14,10000,tls,52118,443,10.215.173.1,34.111.202.166,outbound
15,40,tcp,443,52118,34.111.202.166,10.215.173.1,inbound
16,2085,tls,52118,443,10.215.173.1,34.111.202.166,outbound
17,40,tcp,443,52118,34.111.202.166,10.215.173.1,inbound
18,804,tls,443,52118,34.111.202.166,10.215.173.1,inbound
19,40,tcp,52118,443,10.215.173.1,34.111.202.166,outbound
