packet_no,packet_size,protocol,source_port,destination_port,source_host,destination_host,traffic_direction_type
1,60,tcp,38872,853,192.168.1.129,10.215.173.2,inbound
2,65,dns,51242,53,10.215.173.1,10.215.173.2,inbound
3,268,dns,53,51242,10.215.173.2,10.215.173.1,inbound
4,60,tcp,54498,443,10.215.173.1,151.101.42.217,outbound
5,48,tcp,443,54498,151.101.42.217,10.215.173.1,inbound
6,40,tcp,54498,443,10.215.173.1,151.101.42.217,outbound
7,552,tls,54498,443,10.215.173.1,151.101.42.217,outbound
8,40,tcp,443,54498,151.101.42.217,10.215.173.1,inbound
9,45,tls,54498,443,10.215.173.1,151.101.42.217,outbound
10,40,tcp,443,54498,151.101.42.217,10.215.173.1,inbound
11,4372,tls,443,54498,151.101.42.217,10.215.173.1,inbound
12,40,tcp,54498,443,10.215.173.1,151.101.42.217,outbound
13,415,tls,443,54498,151.101.42.217,10.215.173.1,inbound
14,40,tcp,54498,443,10.215.173.1,151.101.42.217,outbound
15,133,tls,54498,443,10.215.173.1,151.101.42.217,outbound
16,40,tcp,443,54498,151.101.42.217,10.215.173.1,inbound
17,314,tls,443,54498,151.101.42.217,10.215.173.1,inbound
18,377,tls,54498,443,10.215.173.1,151.101.42.217,outbound
19,40,tcp,443,54498,151.101.42.217,10.215.173.1,inbound
20,872,tls,443,54498,151.101.42.217,10.215.173.1,inbound
21,40,tcp,54498,443,10.215.173.1,151.101.42.217,outbound
22,66,dns,63374,53,10.215.173.1,10.215.173.2,inbound
23,82,dns,53,63374,10.215.173.2,10.215.173.1,inbound
24,60,tcp,57866,443,10.215.173.1,89.30.121.170,outbound
25,60,tcp,54506,443,10.215.173.1,151.101.42.217,outbound
26,60,tcp,54508,443,10.215.173.1,151.101.42.217,outbound
27,48,tcp,443,57866,89.30.121.170,10.215.173.1,inbound
28,40,tcp,57866,443,10.215.173.1,89.30.121.170,outbound
29,197,tls,57866,443,10.215.173.1,89.30.121.170,outbound
30,40,tcp,443,57866,89.30.121.170,10.215.173.1,inbound
31,48,tcp,443,54506,151.101.42.217,10.215.173.1,inbound
32,40,tcp,54506,443,10.215.173.1,151.101.42.217,outbound
33,552,tls,54506,443,10.215.173.1,151.101.42.217,outbound
34,45,tls,54506,443,10.215.173.1,151.101.42.217,outbound
35,40,tcp,443,54506,151.101.42.217,10.215.173.1,inbound
36,48,tcp,443,54508,151.101.42.217,10.215.173.1,inbound
37,40,tcp,54508,443,10.215.173.1,151.101.42.217,outbound
38,552,tls,54508,443,10.215.173.1,151.101.42.217,outbound
39,45,tls,54508,443,10.215.173.1,151.101.42.217,outbound
40,40,tcp,443,54508,151.101.42.217,10.215.173.1,inbound
41,4741,tls,443,54506,151.101.42.217,10.215.173.1,inbound
42,4741,tls,443,54508,151.101.42.217,10.215.173.1,inbound
43,40,tcp,54506,443,10.215.173.1,151.101.42.217,outbound
44,40,tcp,54508,443,10.215.173.1,151.101.42.217,outbound
45,133,tls,54506,443,10.215.173.1,151.101.42.217,outbound
46,40,tcp,443,54506,151.101.42.217,10.215.173.1,inbound
47,133,tls,54508,443,10.215.173.1,151.101.42.217,outbound
48,40,tcp,443,54508,151.101.42.217,10.215.173.1,inbound
49,298,tls,443,54506,151.101.42.217,10.215.173.1,inbound
50,298,tls,443,54508,151.101.42.217,10.215.173.1,inbound
51,93,tls,54506,443,10.215.173.1,151.101.42.217,outbound
52,40,tcp,443,54506,151.101.42.217,10.215.173.1,inbound
53,84,tls,54506,443,10.215.173.1,151.101.42.217,outbound
54,93,tls,54508,443,10.215.173.1,151.101.42.217,outbound
55,40,tcp,443,54506,151.101.42.217,10.215.173.1,inbound
56,40,tcp,443,54508,151.101.42.217,10.215.173.1,inbound
57,84,tls,54508,443,10.215.173.1,151.101.42.217,outbound
58,82,tls,54506,443,10.215.173.1,151.101.42.217,outbound
59,40,tcp,443,54506,151.101.42.217,10.215.173.1,inbound
60,40,tcp,443,54508,151.101.42.217,10.215.173.1,inbound
