packet_no,packet_size,protocol,source_port,destination_port,source_host,destination_host,traffic_direction_type
1,262,dns,53,46732,10.215.173.2,10.215.173.1,inbound
2,60,tcp,59750,443,10.215.173.1,3.20.21.231,outbound
3,48,tcp,443,59750,3.20.21.231,10.215.173.1,inbound
4,40,tcp,59750,443,10.215.173.1,3.20.21.231,outbound
5,552,tls,59750,443,10.215.173.1,3.20.21.231,outbound
6,45,tls,59750,443,10.215.173.1,3.20.21.231,outbound
7,40,tcp,443,59750,3.20.21.231,10.215.173.1,inbound
8,140,tls,443,59750,3.20.21.231,10.215.173.1,inbound
9,40,tcp,59750,443,10.215.173.1,3.20.21.231,outbound
10,2936,tls,443,59750,3.20.21.231,10.215.173.1,inbound
11,40,tcp,59750,443,10.215.173.1,3.20.21.231,outbound
12,2436,tls,443,59750,3.20.21.231,10.215.173.1,inbound
13,40,tcp,59750,443,10.215.173.1,3.20.21.231,outbound
14,49,tls,443,59750,3.20.21.231,10.215.173.1,inbound
15,40,tcp,59750,443,10.215.173.1,3.20.21.231,outbound
16,166,tls,59750,443,10.215.173.1,3.20.21.231,outbound
17,40,tcp,443,59750,3.20.21.231,10.215.173.1,inbound
18,91,tls,443,59750,3.20.21.231,10.215.173.1,inbound
19,293,tls,59750,443,10.215.173.1,3.20.21.231,outbound
20,40,tcp,443,59750,3.20.21.231,10.215.173.1,inbound
21,235,tls,443,59750,3.20.21.231,10.215.173.1,inbound
22,154,tls,443,59750,3.20.21.231,10.215.173.1,inbound
23,40,tcp,59750,443,10.215.173.1,3.20.21.231,outbound
24,67,dns,64633,53,10.215.173.1,10.215.173.2,inbound
25,83,dns,53,64633,10.215.173.2,10.215.173.1,inbound
26,60,tcp,54630,443,10.215.173.1,20.109.35.196,outbound
27,60,tcp,54632,443,10.215.173.1,20.109.35.196,outbound
28,60,tcp,54636,443,10.215.173.1,20.109.35.196,outbound
29,48,tcp,443,54630,20.109.35.196,10.215.173.1,inbound
30,40,tcp,54630,443,10.215.173.1,20.109.35.196,outbound
31,205,tls,54630,443,10.215.173.1,20.109.35.196,outbound
32,40,tcp,443,54630,20.109.35.196,10.215.173.1,inbound
33,48,tcp,443,54636,20.109.35.196,10.215.173.1,inbound
34,40,tcp,54636,443,10.215.173.1,20.109.35.196,outbound
35,205,tls,54636,443,10.215.173.1,20.109.35.196,outbound
36,40,tcp,443,54636,20.109.35.196,10.215.173.1,inbound
37,48,tcp,443,54632,20.109.35.196,10.215.173.1,inbound
38,40,tcp,54632,443,10.215.173.1,20.109.35.196,outbound
39,205,tls,54632,443,10.215.173.1,20.109.35.196,outbound
40,40,tcp,443,54632,20.109.35.196,10.215.173.1,inbound
41,2936,tls,443,54630,20.109.35.196,10.215.173.1,inbound
42,40,tcp,54630,443,10.215.173.1,20.109.35.196,outbound
43,2714,tls,443,54630,20.109.35.196,10.215.173.1,inbound
44,40,tcp,54630,443,10.215.173.1,20.109.35.196,outbound
45,2936,tls,443,54636,20.109.35.196,10.215.173.1,inbound
46,40,tcp,54636,443,10.215.173.1,20.109.35.196,outbound
47,2714,tls,443,54636,20.109.35.196,10.215.173.1,inbound
48,40,tcp,54636,443,10.215.173.1,20.109.35.196,outbound
49,166,tls,54630,443,10.215.173.1,20.109.35.196,outbound
50,40,tcp,443,54630,20.109.35.196,10.215.173.1,inbound
51,166,tls,54636,443,10.215.173.1,20.109.35.196,outbound
52,40,tcp,443,54636,20.109.35.196,10.215.173.1,inbound
53,2936,tls,443,54632,20.109.35.196,10.215.173.1,inbound
54,40,tcp,54632,443,10.215.173.1,20.109.35.196,outbound
55,2714,tls,443,54632,20.109.35.196,10.215.173.1,inbound
