packet_no,packet_size,protocol,source_port,destination_port,source_host,destination_host,traffic_direction_type
1,63,dns,37007,53,10.215.173.1,10.215.173.2,inbound
2,262,dns,53,37007,10.215.173.2,10.215.173.1,inbound
3,60,tcp,33602,443,10.215.173.1,13.59.212.206,outbound
4,48,tcp,443,33602,13.59.212.206,10.215.173.1,inbound
5,40,tcp,33602,443,10.215.173.1,13.59.212.206,outbound
6,552,tls,33602,443,10.215.173.1,13.59.212.206,outbound
7,40,tcp,443,33602,13.59.212.206,10.215.173.1,inbound
8,45,tls,33602,443,10.215.173.1,13.59.212.206,outbound
9,40,tcp,443,33602,13.59.212.206,10.215.173.1,inbound
10,140,tls,443,33602,13.59.212.206,10.215.173.1,inbound
11,40,tcp,33602,443,10.215.173.1,13.59.212.206,outbound
12,2936,tls,443,33602,13.59.212.206,10.215.173.1,inbound
13,40,tcp,33602,443,10.215.173.1,13.59.212.206,outbound
14,2098,tls,443,33602,13.59.212.206,10.215.173.1,inbound
15,40,tcp,33602,443,10.215.173.1,13.59.212.206,outbound
16,387,tls,443,33602,13.59.212.206,10.215.173.1,inbound
17,40,tcp,33602,443,10.215.173.1,13.59.212.206,outbound
18,166,tls,33602,443,10.215.173.1,13.59.212.206,outbound
19,40,tcp,443,33602,13.59.212.206,10.215.173.1,inbound
20,91,tls,443,33602,13.59.212.206,10.215.173.1,inbound
21,293,tls,33602,443,10.215.173.1,13.59.212.206,outbound
22,40,tcp,443,33602,13.59.212.206,10.215.173.1,inbound
23,349,tls,443,33602,13.59.212.206,10.215.173.1,inbound
24,40,tcp,33602,443,10.215.173.1,13.59.212.206,outbound
25,67,dns,11217,53,10.215.173.1,10.215.173.2,inbound
26,83,dns,53,11217,10.215.173.2,10.215.173.1,inbound
27,60,tcp,52488,443,10.215.173.1,20.109.35.196,outbound
28,48,tcp,443,52488,20.109.35.196,10.215.173.1,inbound
29,40,tcp,52488,443,10.215.173.1,20.109.35.196,outbound
30,205,tls,52488,443,10.215.173.1,20.109.35.196,outbound
31,40,tcp,443,52488,20.109.35.196,10.215.173.1,inbound
32,5610,tls,443,52488,20.109.35.196,10.215.173.1,inbound
33,40,tcp,52488,443,10.215.173.1,20.109.35.196,outbound
34,166,tls,52488,443,10.215.173.1,20.109.35.196,outbound
35,40,tcp,443,52488,20.109.35.196,10.215.173.1,inbound
36,314,tls,443,52488,20.109.35.196,10.215.173.1,inbound
37,478,tls,52488,443,10.215.173.1,20.109.35.196,outbound
38,40,tcp,443,52488,20.109.35.196,10.215.173.1,inbound
39,10000,tls,443,52488,20.109.35.196,10.215.173.1,inbound
