frame_no,ip_proto,dstport,encrypted
1,6,41808,Unknown
2,6,443,Encrypted
3,6,853,Unknown
4,6,443,Encrypted
5,6,443,Encrypted
6,6,443,Encrypted
7,17,,Unknown
8,17,,Unknown
9,17,,Unknown
10,17,,Unknown
11,6,443,Encrypted
12,6,37154,Unknown
13,6,37164,Unknown
14,6,443,Encrypted
15,6,443,Encrypted
16,6,443,Encrypted
17,6,443,Encrypted
18,6,37154,Unknown
19,6,37164,Unknown
20,17,,Unknown
21,6,8883,Unknown
22,17,,Unknown
23,6,443,Encrypted
24,6,37154,Unknown
25,6,443,Encrypted
26,6,37154,Unknown
27,6,37164,Unknown
28,6,443,Encrypted
29,6,443,Encrypted
30,6,47500,Unknown
31,6,8883,Unknown
32,6,8883,Unknown
33,6,47500,Unknown
34,6,443,Encrypted
35,6,37154,Unknown
36,6,443,Encrypted
37,6,37154,Unknown
38,6,443,Encrypted
39,6,37154,Unknown
40,6,443,Encrypted
41,6,37164,Unknown
42,6,443,Encrypted
43,6,37164,Unknown
44,6,443,Encrypted
45,6,37154,Unknown
46,6,48342,Unknown
47,6,443,Encrypted
48,6,443,Encrypted
49,6,48342,Unknown
50,6,47500,Unknown
51,6,8883,Unknown
52,6,47500,Unknown
53,6,8883,Unknown
54,6,47500,Unknown
55,6,8883,Unknown
56,6,44494,Unknown
57,6,443,Encrypted
58,6,443,Encrypted
59,6,44494,Unknown
60,6,8883,Unknown
61,6,47500,Unknown
62,6,37154,Unknown
63,6,37164,Unknown
64,6,37218,Unknown
65,6,443,Encrypted
66,6,443,Encrypted
67,6,443,Encrypted
68,6,37154,Unknown
69,6,37218,Unknown
70,6,37154,Unknown
71,6,443,Encrypted
72,6,443,Encrypted
73,6,37154,Unknown
74,6,443,Encrypted
75,6,37154,Unknown
76,6,47500,Unknown
77,6,443,Encrypted
78,6,8883,Unknown
79,6,47500,Unknown
80,6,443,Encrypted
81,6,37154,Unknown
82,6,44494,Unknown
83,6,443,Encrypted
84,6,47500,Unknown
85,6,37218,Unknown
86,6,443,Encrypted
87,6,37154,Unknown
88,6,44494,Unknown
89,6,443,Encrypted
90,6,443,Encrypted
91,6,37218,Unknown
92,6,443,Encrypted
93,6,37218,Unknown
94,6,8883,Unknown
95,6,47500,Unknown
96,6,8883,Unknown
97,6,47500,Unknown
98,6,443,Encrypted
99,6,443,Encrypted
100,6,44494,Unknown
101,6,443,Encrypted
102,6,37154,Unknown
103,17,,Unknown
104,17,,Unknown
105,6,80,Unencrypted
106,6,41480,Unknown
107,6,80,Unencrypted
108,6,47500,Unknown
109,6,80,Unencrypted
110,6,41480,Unknown
111,6,37154,Unknown
112,6,8883,Unknown
113,6,443,Encrypted
114,6,37154,Unknown
115,6,443,Encrypted
116,6,443,Encrypted
117,6,37154,Unknown
118,6,443,Encrypted
119,6,37154,Unknown
120,6,443,Encrypted
121,6,443,Encrypted
122,6,37154,Unknown
123,6,443,Encrypted
124,6,443,Encrypted
125,6,37154,Unknown
126,6,37218,Unknown
127,6,37218,Unknown
128,6,443,Encrypted
129,6,37218,Unknown
130,6,443,Encrypted
131,6,443,Encrypted
132,6,37154,Unknown
133,6,37154,Unknown
134,6,37154,Unknown
135,6,44494,Unknown
136,6,443,Encrypted
137,6,37154,Unknown
138,6,37154,Unknown
139,6,443,Encrypted
140,6,443,Encrypted
141,6,37154,Unknown
142,6,41480,Unknown
143,6,80,Unencrypted
144,6,37154,Unknown
145,6,37234,Unknown
146,6,443,Encrypted
147,6,443,Encrypted
148,6,443,Encrypted
149,6,37234,Unknown
150,6,80,Unencrypted
151,6,41480,Unknown
152,6,853,Unknown
153,6,41480,Unknown
154,6,80,Unencrypted
155,6,41480,Unknown
156,6,37234,Unknown
157,6,443,Encrypted
158,6,443,Encrypted
159,6,37234,Unknown
160,6,443,Encrypted
161,6,37234,Unknown
162,6,41480,Unknown
163,6,80,Unencrypted
164,6,41480,Unknown
165,6,41480,Unknown
166,6,80,Unencrypted
167,6,41480,Unknown
168,6,41480,Unknown
169,6,37234,Unknown
170,6,37234,Unknown
171,6,37234,Unknown
172,6,443,Encrypted
173,6,37234,Unknown
174,6,443,Encrypted
175,6,80,Unencrypted
176,6,41480,Unknown
177,6,80,Unencrypted
178,6,80,Unencrypted
179,6,80,Unencrypted
180,6,41480,Unknown
181,6,80,Unencrypted
182,6,41480,Unknown
183,6,80,Unencrypted
184,6,443,Encrypted
185,6,37154,Unknown
186,6,443,Encrypted
187,6,37154,Unknown
188,6,41488,Unknown
189,6,80,Unencrypted
190,6,80,Unencrypted
191,6,41488,Unknown
192,6,41490,Unknown
193,6,80,Unencrypted
194,6,41494,Unknown
195,6,80,Unencrypted
196,6,80,Unencrypted
197,6,80,Unencrypted
198,6,41490,Unknown
199,6,41494,Unknown
200,6,41480,Unknown
201,6,80,Unencrypted
202,6,41480,Unknown
203,6,41508,Unknown
204,6,80,Unencrypted
205,6,80,Unencrypted
206,6,41508,Unknown
207,6,41488,Unknown
208,6,80,Unencrypted
209,6,80,Unencrypted
210,6,41488,Unknown
211,6,37154,Unknown
212,6,37154,Unknown
213,6,443,Encrypted
214,6,37154,Unknown
215,6,41480,Unknown
216,6,41494,Unknown
217,6,80,Unencrypted
218,6,80,Unencrypted
219,6,41480,Unknown
220,6,41508,Unknown
221,6,80,Unencrypted
222,6,443,Encrypted
223,6,41488,Unknown
224,6,41490,Unknown
225,6,80,Unencrypted
226,6,41480,Unknown
227,6,80,Unencrypted
228,6,80,Unencrypted
229,6,443,Encrypted
230,6,37164,Unknown
231,17,,Unknown
232,17,,Unknown
233,6,443,Encrypted
234,6,80,Unencrypted
235,6,41480,Unknown
236,6,41480,Unknown
237,6,80,Unencrypted
238,6,443,Encrypted
239,6,443,Encrypted
240,6,37154,Unknown
241,6,443,Encrypted
242,6,37154,Unknown
243,6,37154,Unknown
244,6,443,Encrypted
245,6,37154,Unknown
246,6,443,Encrypted
247,6,443,Encrypted
248,6,37154,Unknown
249,6,37154,Unknown
250,6,80,Unencrypted
251,6,41480,Unknown
252,6,443,Encrypted
253,6,37154,Unknown
254,6,37154,Unknown
255,6,443,Encrypted
256,6,443,Encrypted
257,6,443,Encrypted
258,6,37154,Unknown
259,6,443,Encrypted
260,6,37154,Unknown
261,6,443,Encrypted
262,6,37154,Unknown
263,6,443,Encrypted
264,6,443,Encrypted
265,6,443,Encrypted
266,6,37154,Unknown
267,6,443,Encrypted
268,6,37154,Unknown
269,6,37154,Unknown
270,6,443,Encrypted
271,6,37154,Unknown
272,6,443,Encrypted
273,6,37154,Unknown
274,6,443,Encrypted
275,6,37154,Unknown
276,6,41480,Unknown
277,6,443,Encrypted
278,6,80,Unencrypted
279,6,37154,Unknown
280,6,443,Encrypted
281,6,80,Unencrypted
282,6,41480,Unknown
283,6,41480,Unknown
284,6,80,Unencrypted
285,6,41480,Unknown
286,6,41480,Unknown
287,6,80,Unencrypted
