frame_no,ip_proto,dstport,encrypted
1,6,443,Encrypted
2,6,43426,Unknown
3,6,443,Encrypted
4,6,443,Encrypted
5,6,43426,Unknown
6,6,853,Unknown
7,6,43426,Unknown
8,6,443,Encrypted
9,6,443,Encrypted
10,6,443,Encrypted
11,6,43426,Unknown
12,6,43426,Unknown
13,6,443,Encrypted
14,17,,Unknown
15,17,,Unknown
16,17,,Unknown
17,6,80,Unencrypted
18,6,80,Unencrypted
19,17,,Unknown
20,6,8883,Unknown
21,6,49008,Unknown
22,6,80,Unencrypted
23,6,80,Unencrypted
24,6,49008,Unknown
25,6,49014,Unknown
26,6,80,Unencrypted
27,6,80,Unencrypted
28,6,49014,Unknown
29,6,42532,Unknown
30,6,8883,Unknown
31,6,8883,Unknown
32,6,42532,Unknown
33,6,49008,Unknown
34,6,80,Unencrypted
35,6,49014,Unknown
36,6,80,Unencrypted
37,6,42532,Unknown
38,6,8883,Unknown
39,6,42532,Unknown
40,6,8883,Unknown
41,6,42532,Unknown
42,6,8883,Unknown
43,6,8883,Unknown
44,6,42532,Unknown
45,6,42532,Unknown
46,6,8883,Unknown
47,6,42532,Unknown
48,6,42532,Unknown
49,6,8883,Unknown
50,6,42532,Unknown
51,6,8883,Unknown
52,6,42532,Unknown
53,6,42532,Unknown
54,6,8883,Unknown
55,6,80,Unencrypted
56,6,49008,Unknown
57,6,49008,Unknown
58,6,80,Unencrypted
59,6,80,Unencrypted
60,6,49008,Unknown
61,6,49008,Unknown
62,6,80,Unencrypted
63,6,80,Unencrypted
64,6,49008,Unknown
65,6,49008,Unknown
66,6,80,Unencrypted
67,6,853,Unknown
68,6,80,Unencrypted
69,6,49008,Unknown
70,6,49008,Unknown
71,6,80,Unencrypted
72,6,80,Unencrypted
73,6,49008,Unknown
74,6,49008,Unknown
75,6,80,Unencrypted
76,6,80,Unencrypted
77,6,49008,Unknown
78,6,49008,Unknown
79,6,80,Unencrypted
80,6,80,Unencrypted
81,6,49008,Unknown
82,6,49008,Unknown
83,6,80,Unencrypted
84,6,80,Unencrypted
85,6,49008,Unknown
86,6,49008,Unknown
87,6,80,Unencrypted
88,6,80,Unencrypted
89,6,49008,Unknown
90,6,49008,Unknown
91,6,80,Unencrypted
92,6,80,Unencrypted
93,6,49008,Unknown
94,6,49008,Unknown
95,6,80,Unencrypted
96,6,80,Unencrypted
97,6,49008,Unknown
98,6,49008,Unknown
99,6,80,Unencrypted
100,6,80,Unencrypted
101,6,49008,Unknown
102,6,49008,Unknown
103,6,80,Unencrypted
104,6,853,Unknown
