frame_no,ip_proto,dstport,encrypted
1,6,853,Unknown
2,17,,Unknown
3,17,,Unknown
4,17,,Unknown
5,17,,Unknown
6,6,80,Unencrypted
7,6,80,Unencrypted
8,6,8883,Unknown
9,6,42532,Unknown
10,6,80,Unencrypted
11,6,80,Unencrypted
12,6,42532,Unknown
13,6,42540,Unknown
14,6,80,Unencrypted
15,6,80,Unencrypted
16,6,42540,Unknown
17,6,42962,Unknown
18,6,8883,Unknown
19,6,8883,Unknown
20,6,42962,Unknown
21,6,42532,Unknown
22,6,80,Unencrypted
23,6,42540,Unknown
24,6,80,Unencrypted
25,6,42962,Unknown
26,6,8883,Unknown
27,6,8883,Unknown
28,6,42962,Unknown
29,6,42962,Unknown
30,6,8883,Unknown
31,6,42962,Unknown
32,6,42962,Unknown
33,6,8883,Unknown
34,6,42962,Unknown
35,6,8883,Unknown
36,6,42962,Unknown
37,6,42962,Unknown
38,6,8883,Unknown
39,6,853,Unknown
40,6,80,Unencrypted
41,6,42532,Unknown
42,6,42532,Unknown
43,6,80,Unencrypted
44,6,80,Unencrypted
45,6,42532,Unknown
46,6,42532,Unknown
47,6,80,Unencrypted
48,6,80,Unencrypted
49,6,42532,Unknown
50,6,42532,Unknown
51,6,80,Unencrypted
52,6,443,Encrypted
53,6,80,Unencrypted
54,6,42532,Unknown
55,6,42532,Unknown
56,6,80,Unencrypted
57,6,48274,Unknown
58,6,443,Encrypted
59,6,443,Encrypted
60,6,48274,Unknown
61,6,80,Unencrypted
62,6,42532,Unknown
63,6,42532,Unknown
64,6,80,Unencrypted
65,6,48274,Unknown
66,6,443,Encrypted
67,6,48274,Unknown
68,6,443,Encrypted
69,6,443,Encrypted
70,6,443,Encrypted
71,6,48274,Unknown
72,6,80,Unencrypted
73,6,42532,Unknown
74,6,48274,Unknown
75,6,42532,Unknown
76,6,80,Unencrypted
77,6,443,Encrypted
78,6,853,Unknown
79,6,80,Unencrypted
80,6,42532,Unknown
81,6,42532,Unknown
82,6,80,Unencrypted
83,6,80,Unencrypted
84,6,42532,Unknown
85,6,42532,Unknown
86,6,80,Unencrypted
87,6,80,Unencrypted
88,6,42532,Unknown
89,6,42532,Unknown
90,6,80,Unencrypted
91,17,,Unknown
92,17,,Unknown
93,6,443,Encrypted
94,6,80,Unencrypted
95,6,42532,Unknown
96,6,42532,Unknown
97,6,80,Unencrypted
98,6,443,Encrypted
99,6,80,Unencrypted
100,6,42532,Unknown
101,6,42532,Unknown
102,6,80,Unencrypted
103,6,80,Unencrypted
104,6,42532,Unknown
105,6,42532,Unknown
106,6,80,Unencrypted
107,6,80,Unencrypted
108,6,42532,Unknown
109,6,42532,Unknown
110,6,80,Unencrypted
111,6,443,Encrypted
