frame_no,ip_proto,dstport,encrypted
1,6,853,Unknown
2,6,443,Encrypted
3,6,443,Encrypted
4,6,48068,Unknown
5,6,443,Encrypted
6,6,443,Encrypted
7,6,443,Encrypted
8,6,48068,Unknown
9,17,,Unknown
10,17,,Unknown
11,6,8883,Unknown
12,6,48080,Unknown
13,6,443,Encrypted
14,6,443,Encrypted
15,6,48080,Unknown
16,6,48068,Unknown
17,6,443,Encrypted
18,6,443,Encrypted
19,6,48068,Unknown
20,6,38002,Unknown
21,6,8883,Unknown
22,6,8883,Unknown
23,6,38002,Unknown
24,6,48080,Unknown
25,6,443,Encrypted
26,6,443,Encrypted
27,6,48080,Unknown
28,6,48068,Unknown
29,6,443,Encrypted
30,6,48068,Unknown
31,6,443,Encrypted
32,6,48068,Unknown
33,6,443,Encrypted
34,6,48068,Unknown
35,6,443,Encrypted
36,6,48068,Unknown
37,6,38002,Unknown
38,6,8883,Unknown
39,6,38002,Unknown
40,6,8883,Unknown
41,6,8883,Unknown
42,6,38002,Unknown
43,6,48080,Unknown
44,6,443,Encrypted
45,6,48080,Unknown
46,6,443,Encrypted
47,6,48080,Unknown
48,6,443,Encrypted
49,6,48080,Unknown
50,6,443,Encrypted
51,6,48080,Unknown
52,6,443,Encrypted
53,6,48068,Unknown
54,6,48068,Unknown
55,6,48068,Unknown
56,6,38002,Unknown
57,6,443,Encrypted
58,6,8883,Unknown
59,6,38002,Unknown
60,6,48068,Unknown
61,6,38002,Unknown
62,6,8883,Unknown
63,6,443,Encrypted
64,6,48068,Unknown
65,6,38002,Unknown
66,6,8883,Unknown
67,6,38002,Unknown
68,6,38002,Unknown
69,6,8883,Unknown
70,6,48068,Unknown
71,6,48068,Unknown
72,6,443,Encrypted
73,6,443,Encrypted
74,6,48068,Unknown
75,17,,Unknown
76,17,,Unknown
77,6,80,Unencrypted
78,6,48068,Unknown
79,6,46806,Unknown
80,6,80,Unencrypted
81,6,80,Unencrypted
82,6,46806,Unknown
83,6,48080,Unknown
84,6,443,Encrypted
85,6,48068,Unknown
86,6,443,Encrypted
87,6,443,Encrypted
88,6,443,Encrypted
89,6,443,Encrypted
90,6,48068,Unknown
91,6,443,Encrypted
92,6,443,Encrypted
93,6,48068,Unknown
94,6,48068,Unknown
95,6,443,Encrypted
96,6,48068,Unknown
97,6,48068,Unknown
98,6,443,Encrypted
99,6,48068,Unknown
100,6,443,Encrypted
101,6,48068,Unknown
102,6,443,Encrypted
103,6,48068,Unknown
104,6,443,Encrypted
105,6,48068,Unknown
106,6,443,Encrypted
107,6,80,Unencrypted
108,6,46820,Unknown
109,6,80,Unencrypted
110,6,80,Unencrypted
111,6,46820,Unknown
112,6,46820,Unknown
113,6,80,Unencrypted
114,6,80,Unencrypted
115,6,46820,Unknown
116,6,46806,Unknown
117,6,80,Unencrypted
118,6,46820,Unknown
119,6,80,Unencrypted
120,6,46806,Unknown
121,6,80,Unencrypted
122,6,46806,Unknown
123,6,80,Unencrypted
124,6,46806,Unknown
125,6,46806,Unknown
126,6,80,Unencrypted
127,6,46806,Unknown
128,6,80,Unencrypted
129,6,46820,Unknown
130,6,80,Unencrypted
131,6,853,Unknown
132,6,80,Unencrypted
133,6,46806,Unknown
134,6,80,Unencrypted
135,6,80,Unencrypted
136,6,46806,Unknown
137,6,443,Encrypted
138,6,48068,Unknown
139,6,443,Encrypted
140,6,48068,Unknown
141,6,46832,Unknown
142,6,80,Unencrypted
143,6,46820,Unknown
144,6,80,Unencrypted
145,6,80,Unencrypted
146,6,46832,Unknown
147,6,80,Unencrypted
148,6,46820,Unknown
149,6,46842,Unknown
150,6,80,Unencrypted
151,6,80,Unencrypted
152,6,46842,Unknown
153,6,46848,Unknown
154,6,80,Unencrypted
155,6,80,Unencrypted
156,6,46848,Unknown
157,6,46806,Unknown
158,6,80,Unencrypted
159,6,46806,Unknown
160,6,48068,Unknown
161,6,443,Encrypted
162,6,48068,Unknown
163,6,443,Encrypted
164,17,,Unknown
165,17,,Unknown
166,6,46820,Unknown
167,6,46842,Unknown
168,17,,Unknown
169,17,,Unknown
170,6,80,Unencrypted
171,6,80,Unencrypted
172,6,46820,Unknown
173,6,46848,Unknown
174,6,80,Unencrypted
175,6,443,Encrypted
176,6,46806,Unknown
177,6,46832,Unknown
178,6,80,Unencrypted
179,6,443,Encrypted
180,6,46820,Unknown
181,6,80,Unencrypted
182,6,46806,Unknown
183,6,80,Unencrypted
184,6,46806,Unknown
185,6,80,Unencrypted
186,6,46806,Unknown
187,6,80,Unencrypted
188,6,46820,Unknown
189,6,46806,Unknown
190,6,46820,Unknown
191,6,80,Unencrypted
192,6,80,Unencrypted
193,6,49408,Unknown
194,6,443,Encrypted
195,6,443,Encrypted
196,6,49408,Unknown
197,6,43768,Unknown
198,6,443,Encrypted
199,6,443,Encrypted
200,6,43768,Unknown
201,6,49408,Unknown
202,6,443,Encrypted
203,6,49408,Unknown
204,6,443,Encrypted
205,6,80,Unencrypted
206,6,46806,Unknown
207,6,46806,Unknown
208,6,80,Unencrypted
209,17,,Unknown
210,17,,Unknown
211,6,443,Encrypted
212,6,443,Encrypted
213,6,853,Unknown
214,6,443,Encrypted
215,6,43768,Unknown
216,6,443,Encrypted
217,6,443,Encrypted
218,6,443,Encrypted
219,6,43768,Unknown
220,6,443,Encrypted
221,6,43768,Unknown
222,6,443,Encrypted
223,6,443,Encrypted
224,6,80,Unencrypted
225,6,46806,Unknown
226,6,80,Unencrypted
227,6,46820,Unknown
228,6,46820,Unknown
229,6,80,Unencrypted
230,6,46806,Unknown
231,6,80,Unencrypted
232,6,443,Encrypted
233,6,80,Unencrypted
234,6,46806,Unknown
235,6,46806,Unknown
236,6,80,Unencrypted
237,6,443,Encrypted
238,6,443,Encrypted
239,6,853,Unknown
