frame_no,ip_proto,dstport,encrypted
1,17,,Unknown
2,17,,Unknown
3,6,443,Encrypted
4,6,59232,Unknown
5,6,443,Encrypted
6,6,443,Encrypted
7,6,443,Encrypted
8,6,59232,Unknown
9,6,59232,Unknown
10,6,443,Encrypted
11,6,443,Encrypted
12,6,59232,Unknown
13,6,59232,Unknown
14,6,443,Encrypted
15,6,59232,Unknown
16,6,59232,Unknown
17,6,443,Encrypted
18,17,,Unknown
19,17,,Unknown
20,6,443,Encrypted
21,6,443,Encrypted
22,6,443,Encrypted
23,6,54356,Unknown
24,6,443,Encrypted
25,6,54354,Unknown
26,6,443,Encrypted
27,6,54358,Unknown
28,6,443,Encrypted
29,6,443,Encrypted
30,6,443,Encrypted
31,6,443,Encrypted
32,6,54354,Unknown
33,6,54356,Unknown
34,6,54358,Unknown
35,6,54354,Unknown
36,6,443,Encrypted
37,6,54354,Unknown
38,6,54358,Unknown
39,6,443,Encrypted
40,6,443,Encrypted
41,6,54356,Unknown
42,6,443,Encrypted
43,6,443,Encrypted
44,6,54354,Unknown
45,6,443,Encrypted
46,6,54358,Unknown
47,6,443,Encrypted
48,6,54356,Unknown
49,6,54354,Unknown
50,6,54358,Unknown
51,6,54356,Unknown
52,6,443,Encrypted
53,6,443,Encrypted
54,6,443,Encrypted
55,6,54354,Unknown
56,6,54356,Unknown
57,6,54358,Unknown
58,6,54356,Unknown
59,6,54356,Unknown
60,6,443,Encrypted
61,6,54356,Unknown
62,6,443,Encrypted
63,6,54358,Unknown
64,6,443,Encrypted
65,6,443,Encrypted
66,6,54356,Unknown
67,6,54356,Unknown
68,6,54354,Unknown
69,6,443,Encrypted
70,6,443,Encrypted
71,6,54358,Unknown
72,6,54358,Unknown
73,6,443,Encrypted
74,6,54354,Unknown
75,6,54354,Unknown
76,17,,Unknown
77,17,,Unknown
78,6,443,Encrypted
79,6,443,Encrypted
80,6,443,Encrypted
81,6,45454,Unknown
82,6,443,Encrypted
83,6,443,Encrypted
84,6,443,Encrypted
85,6,45454,Unknown
86,6,45456,Unknown
87,6,443,Encrypted
88,6,45460,Unknown
89,6,443,Encrypted
90,6,443,Encrypted
91,6,443,Encrypted
92,6,443,Encrypted
93,6,443,Encrypted
94,6,45456,Unknown
95,6,45460,Unknown
96,6,45454,Unknown
97,6,443,Encrypted
98,6,443,Encrypted
99,6,45454,Unknown
100,6,443,Encrypted
101,6,443,Encrypted
102,6,443,Encrypted
103,6,443,Encrypted
104,6,443,Encrypted
105,6,45454,Unknown
106,6,45456,Unknown
107,6,45460,Unknown
108,6,443,Encrypted
109,6,443,Encrypted
110,6,443,Encrypted
111,6,45456,Unknown
112,6,443,Encrypted
113,6,45460,Unknown
114,6,443,Encrypted
115,6,45460,Unknown
116,6,443,Encrypted
117,6,45456,Unknown
118,6,45456,Unknown
119,6,443,Encrypted
120,6,45456,Unknown
121,6,54378,Unknown
122,6,443,Encrypted
123,6,443,Encrypted
124,6,54378,Unknown
125,6,54380,Unknown
126,6,443,Encrypted
127,6,54384,Unknown
128,6,443,Encrypted
129,6,443,Encrypted
130,6,443,Encrypted
131,6,54380,Unknown
132,6,54384,Unknown
133,6,54388,Unknown
134,6,443,Encrypted
135,6,443,Encrypted
136,6,54388,Unknown
137,6,45456,Unknown
138,6,443,Encrypted
139,6,45460,Unknown
140,6,54378,Unknown
141,6,443,Encrypted
142,6,443,Encrypted
143,6,54378,Unknown
144,6,54384,Unknown
145,6,443,Encrypted
146,6,54380,Unknown
147,6,443,Encrypted
148,6,443,Encrypted
149,6,54384,Unknown
150,6,54380,Unknown
151,6,443,Encrypted
152,6,45454,Unknown
153,6,443,Encrypted
154,6,54380,Unknown
155,6,54388,Unknown
156,6,443,Encrypted
157,6,443,Encrypted
158,6,54388,Unknown
159,6,443,Encrypted
160,6,443,Encrypted
161,6,54378,Unknown
162,6,443,Encrypted
163,6,54378,Unknown
164,6,54384,Unknown
165,6,443,Encrypted
166,6,54384,Unknown
167,6,54380,Unknown
168,6,443,Encrypted
169,6,54380,Unknown
170,6,54388,Unknown
171,6,443,Encrypted
172,6,54388,Unknown
173,6,54378,Unknown
174,6,54378,Unknown
175,6,443,Encrypted
