frame_no,ip_proto,dstport,encrypted
1,17,,Unknown
2,6,443,Encrypted
3,6,44520,Unknown
4,6,443,Encrypted
5,6,443,Encrypted
6,6,443,Encrypted
7,6,44520,Unknown
8,6,44520,Unknown
9,6,443,Encrypted
10,6,44520,Unknown
11,6,443,Encrypted
12,6,44520,Unknown
13,6,443,Encrypted
14,6,44520,Unknown
15,6,443,Encrypted
16,6,443,Encrypted
17,6,44520,Unknown
18,6,44520,Unknown
19,6,443,Encrypted
20,6,44520,Unknown
21,6,44520,Unknown
22,6,44520,Unknown
23,6,443,Encrypted
24,17,,Unknown
25,17,,Unknown
26,6,443,Encrypted
27,6,443,Encrypted
28,6,443,Encrypted
29,6,53092,Unknown
30,6,443,Encrypted
31,6,53090,Unknown
32,6,443,Encrypted
33,6,443,Encrypted
34,6,53092,Unknown
35,6,443,Encrypted
36,6,53090,Unknown
37,6,53096,Unknown
38,6,443,Encrypted
39,6,443,Encrypted
40,6,53096,Unknown
41,6,53092,Unknown
42,6,443,Encrypted
43,6,53092,Unknown
44,6,443,Encrypted
45,6,443,Encrypted
46,6,53092,Unknown
47,6,53090,Unknown
48,6,443,Encrypted
49,6,53090,Unknown
50,6,443,Encrypted
51,6,443,Encrypted
52,6,53090,Unknown
53,6,53096,Unknown
54,6,443,Encrypted
55,6,53096,Unknown
56,6,443,Encrypted
57,6,443,Encrypted
58,6,53096,Unknown
59,6,53092,Unknown
60,6,443,Encrypted
61,6,53092,Unknown
62,6,53090,Unknown
63,6,443,Encrypted
64,6,53090,Unknown
65,6,53096,Unknown
66,6,443,Encrypted
67,6,53096,Unknown
68,6,53090,Unknown
69,6,53090,Unknown
70,6,443,Encrypted
71,6,53090,Unknown
72,6,443,Encrypted
73,6,53090,Unknown
74,6,443,Encrypted
75,6,53102,Unknown
76,6,443,Encrypted
77,6,443,Encrypted
78,6,53102,Unknown
79,6,53102,Unknown
80,6,443,Encrypted
81,6,53102,Unknown
82,6,443,Encrypted
83,6,443,Encrypted
84,6,53102,Unknown
85,6,53102,Unknown
86,6,443,Encrypted
87,6,53102,Unknown
88,6,443,Encrypted
89,6,443,Encrypted
90,6,53106,Unknown
91,6,53108,Unknown
92,6,443,Encrypted
93,6,443,Encrypted
94,6,443,Encrypted
95,6,53106,Unknown
96,6,443,Encrypted
97,6,53108,Unknown
98,6,53108,Unknown
99,6,443,Encrypted
100,6,53108,Unknown
101,6,443,Encrypted
102,6,53106,Unknown
103,6,443,Encrypted
104,6,53106,Unknown
105,6,443,Encrypted
106,6,53106,Unknown
107,6,443,Encrypted
108,6,443,Encrypted
109,6,53108,Unknown
110,6,443,Encrypted
111,6,53106,Unknown
112,6,53106,Unknown
113,6,53108,Unknown
114,6,443,Encrypted
115,6,53106,Unknown
116,6,443,Encrypted
117,6,53108,Unknown
118,6,443,Encrypted
119,6,53114,Unknown
120,6,443,Encrypted
121,6,443,Encrypted
122,6,53114,Unknown
123,6,53106,Unknown
124,6,53114,Unknown
125,6,443,Encrypted
126,6,53114,Unknown
127,6,443,Encrypted
128,6,443,Encrypted
129,6,53114,Unknown
130,6,443,Encrypted
131,6,53114,Unknown
132,6,443,Encrypted
133,6,53114,Unknown
134,6,443,Encrypted
135,6,53106,Unknown
136,6,443,Encrypted
137,6,443,Encrypted
138,6,443,Encrypted
139,6,53108,Unknown
140,6,53120,Unknown
141,6,443,Encrypted
142,6,53118,Unknown
143,6,443,Encrypted
144,6,443,Encrypted
145,6,53120,Unknown
146,6,53122,Unknown
147,6,443,Encrypted
148,6,443,Encrypted
149,6,53118,Unknown
150,6,443,Encrypted
151,6,443,Encrypted
152,6,53122,Unknown
153,6,53118,Unknown
154,6,53120,Unknown
155,6,443,Encrypted
156,6,443,Encrypted
157,6,53122,Unknown
158,6,443,Encrypted
159,6,53122,Unknown
160,6,443,Encrypted
161,6,443,Encrypted
162,6,53118,Unknown
163,6,443,Encrypted
164,6,53120,Unknown
165,6,443,Encrypted
166,6,53122,Unknown
167,6,53118,Unknown
168,6,53120,Unknown
169,6,53122,Unknown
170,6,443,Encrypted
171,6,53118,Unknown
172,6,443,Encrypted
173,6,53120,Unknown
174,6,443,Encrypted
175,6,53122,Unknown
176,6,53092,Unknown
177,6,53092,Unknown
178,6,443,Encrypted
179,6,53120,Unknown
180,6,53120,Unknown
181,6,443,Encrypted
182,17,,Unknown
183,17,,Unknown
184,6,443,Encrypted
185,6,443,Encrypted
186,6,45822,Unknown
187,6,443,Encrypted
188,6,443,Encrypted
189,6,443,Encrypted
190,6,45822,Unknown
191,6,45824,Unknown
192,6,443,Encrypted
193,6,443,Encrypted
194,6,443,Encrypted
195,6,443,Encrypted
196,6,45824,Unknown
197,6,45830,Unknown
198,6,443,Encrypted
199,6,443,Encrypted
200,6,443,Encrypted
201,6,45830,Unknown
202,6,45822,Unknown
203,6,443,Encrypted
204,6,443,Encrypted
205,6,45822,Unknown
206,6,45824,Unknown
207,6,443,Encrypted
208,6,443,Encrypted
209,6,45824,Unknown
210,6,443,Encrypted
211,6,45822,Unknown
212,6,443,Encrypted
213,6,45824,Unknown
214,6,45830,Unknown
215,6,443,Encrypted
216,6,443,Encrypted
217,6,53120,Unknown
218,6,443,Encrypted
219,6,443,Encrypted
220,6,53108,Unknown
221,6,45830,Unknown
222,6,443,Encrypted
223,6,443,Encrypted
224,6,53092,Unknown
225,6,45830,Unknown
226,6,53090,Unknown
227,6,443,Encrypted
228,6,45824,Unknown
229,6,443,Encrypted
230,6,443,Encrypted
231,6,45824,Unknown
232,6,53142,Unknown
233,6,443,Encrypted
234,6,443,Encrypted
235,6,53142,Unknown
236,6,45824,Unknown
237,6,45824,Unknown
238,6,443,Encrypted
239,6,53120,Unknown
240,6,53120,Unknown
241,6,443,Encrypted
242,6,53120,Unknown
243,6,53120,Unknown
244,6,443,Encrypted
245,6,45822,Unknown
246,6,443,Encrypted
247,6,45830,Unknown
248,6,53142,Unknown
249,6,443,Encrypted
250,6,53142,Unknown
251,6,443,Encrypted
252,6,443,Encrypted
253,6,53142,Unknown
254,6,443,Encrypted
255,6,53142,Unknown
256,6,443,Encrypted
