frame_no,ip_proto,dstport,encrypted
1,17,,Unknown
2,17,,Unknown
3,6,443,Encrypted
4,6,52764,Unknown
5,6,443,Encrypted
6,6,443,Encrypted
7,6,52764,Unknown
8,6,52764,Unknown
9,6,443,Encrypted
10,6,443,Encrypted
11,6,52764,Unknown
12,6,52764,Unknown
13,6,443,Encrypted
14,6,52764,Unknown
15,6,52764,Unknown
16,6,52764,Unknown
17,6,443,Encrypted
18,6,52764,Unknown
19,6,52764,Unknown
20,6,443,Encrypted
21,6,52764,Unknown
22,6,52764,Unknown
23,6,443,Encrypted
24,6,52764,Unknown
25,6,443,Encrypted
26,6,443,Encrypted
27,6,52764,Unknown
28,6,443,Encrypted
29,6,52764,Unknown
30,6,52764,Unknown
31,6,443,Encrypted
32,6,443,Encrypted
33,6,52764,Unknown
34,6,443,Encrypted
35,6,443,Encrypted
36,6,52768,Unknown
37,6,443,Encrypted
38,6,443,Encrypted
39,6,52768,Unknown
40,6,52770,Unknown
41,6,443,Encrypted
42,6,443,Encrypted
43,6,52770,Unknown
44,6,52764,Unknown
45,6,443,Encrypted
46,6,52764,Unknown
47,6,443,Encrypted
48,6,52768,Unknown
49,6,443,Encrypted
50,6,52768,Unknown
51,6,443,Encrypted
52,6,443,Encrypted
53,6,52768,Unknown
54,6,52770,Unknown
55,6,443,Encrypted
56,6,52770,Unknown
57,6,443,Encrypted
58,6,443,Encrypted
59,6,52770,Unknown
60,6,52768,Unknown
61,6,443,Encrypted
62,6,52768,Unknown
63,6,52770,Unknown
64,6,443,Encrypted
65,6,52770,Unknown
66,6,52768,Unknown
67,6,443,Encrypted
68,6,52770,Unknown
69,6,443,Encrypted
70,6,443,Encrypted
71,6,52768,Unknown
72,6,443,Encrypted
73,6,52768,Unknown
74,6,443,Encrypted
75,6,52764,Unknown
76,6,52764,Unknown
77,6,443,Encrypted
78,6,52770,Unknown
79,6,52770,Unknown
80,6,52768,Unknown
81,6,443,Encrypted
82,6,52768,Unknown
83,6,443,Encrypted
84,6,52768,Unknown
85,6,443,Encrypted
86,6,52768,Unknown
87,6,443,Encrypted
88,6,443,Encrypted
89,6,52768,Unknown
90,6,52768,Unknown
91,6,443,Encrypted
92,17,,Unknown
93,17,,Unknown
94,6,443,Encrypted
95,6,443,Encrypted
96,6,57660,Unknown
97,6,443,Encrypted
98,6,443,Encrypted
99,6,443,Encrypted
100,6,57660,Unknown
101,6,52776,Unknown
102,6,443,Encrypted
103,6,443,Encrypted
104,6,52776,Unknown
105,6,57660,Unknown
106,6,443,Encrypted
107,6,57660,Unknown
108,6,443,Encrypted
109,6,443,Encrypted
110,6,57660,Unknown
111,6,52776,Unknown
112,6,443,Encrypted
113,6,52776,Unknown
114,6,443,Encrypted
115,6,443,Encrypted
116,6,52776,Unknown
117,6,57660,Unknown
118,6,443,Encrypted
119,6,57660,Unknown
120,6,52776,Unknown
121,6,443,Encrypted
122,6,52776,Unknown
123,17,,Unknown
124,17,,Unknown
125,6,443,Encrypted
126,6,57660,Unknown
127,6,43874,Unknown
128,6,443,Encrypted
129,6,443,Encrypted
130,6,443,Encrypted
131,6,43874,Unknown
132,6,52776,Unknown
