frame_no,ip_proto,dstport,encrypted
1,17,,Unknown
2,17,,Unknown
3,6,443,Encrypted
4,6,56662,Unknown
5,6,443,Encrypted
6,6,443,Encrypted
7,6,56662,Unknown
8,6,443,Encrypted
9,6,56662,Unknown
10,6,56662,Unknown
11,6,443,Encrypted
12,6,443,Encrypted
13,6,56662,Unknown
14,6,56662,Unknown
15,6,443,Encrypted
16,6,56662,Unknown
17,6,56662,Unknown
18,6,56662,Unknown
19,6,443,Encrypted
20,17,,Unknown
21,17,,Unknown
22,6,443,Encrypted
23,6,443,Encrypted
24,6,443,Encrypted
25,6,54308,Unknown
26,6,443,Encrypted
27,6,54310,Unknown
28,6,443,Encrypted
29,6,443,Encrypted
30,6,54308,Unknown
31,6,54312,Unknown
32,6,443,Encrypted
33,6,443,Encrypted
34,6,54310,Unknown
35,6,443,Encrypted
36,6,54312,Unknown
37,6,54310,Unknown
38,6,443,Encrypted
39,6,54310,Unknown
40,6,443,Encrypted
41,6,54312,Unknown
42,6,443,Encrypted
43,6,54312,Unknown
44,6,443,Encrypted
45,6,54308,Unknown
46,6,443,Encrypted
47,6,54308,Unknown
48,6,443,Encrypted
49,6,443,Encrypted
50,6,54310,Unknown
51,6,443,Encrypted
52,6,54312,Unknown
53,6,443,Encrypted
54,6,54308,Unknown
55,6,54312,Unknown
56,6,54310,Unknown
57,6,443,Encrypted
58,6,54312,Unknown
59,6,443,Encrypted
60,6,54310,Unknown
61,6,54308,Unknown
62,6,443,Encrypted
63,6,54308,Unknown
64,6,54310,Unknown
65,6,54310,Unknown
66,6,443,Encrypted
67,6,54310,Unknown
68,6,443,Encrypted
69,6,54308,Unknown
70,6,443,Encrypted
71,6,443,Encrypted
72,6,54310,Unknown
73,6,54310,Unknown
74,6,54312,Unknown
75,6,443,Encrypted
76,6,443,Encrypted
77,6,54308,Unknown
78,6,54308,Unknown
79,6,443,Encrypted
80,6,54312,Unknown
81,6,54312,Unknown
82,17,,Unknown
83,17,,Unknown
84,6,443,Encrypted
85,6,443,Encrypted
86,6,443,Encrypted
87,6,443,Encrypted
88,6,443,Encrypted
89,6,443,Encrypted
90,6,443,Encrypted
91,6,45408,Unknown
92,6,45410,Unknown
93,6,443,Encrypted
94,6,443,Encrypted
95,6,45414,Unknown
96,6,443,Encrypted
97,6,443,Encrypted
98,6,443,Encrypted
99,6,443,Encrypted
100,6,443,Encrypted
101,6,45410,Unknown
102,6,45414,Unknown
103,6,443,Encrypted
104,6,443,Encrypted
105,6,45408,Unknown
106,6,45410,Unknown
107,6,443,Encrypted
108,6,45414,Unknown
109,6,443,Encrypted
110,6,443,Encrypted
111,6,45410,Unknown
112,6,45408,Unknown
113,6,443,Encrypted
114,6,443,Encrypted
115,6,45410,Unknown
116,6,443,Encrypted
117,6,45414,Unknown
118,6,443,Encrypted
119,6,45414,Unknown
120,6,443,Encrypted
121,6,45408,Unknown
122,6,443,Encrypted
123,6,45408,Unknown
124,6,54330,Unknown
125,6,443,Encrypted
126,6,54324,Unknown
127,6,443,Encrypted
128,6,54336,Unknown
129,6,443,Encrypted
130,6,443,Encrypted
131,6,443,Encrypted
132,6,443,Encrypted
133,6,54324,Unknown
134,6,54330,Unknown
135,6,54336,Unknown
136,6,54338,Unknown
137,6,443,Encrypted
138,6,443,Encrypted
139,6,54338,Unknown
140,6,45414,Unknown
141,6,443,Encrypted
142,6,45414,Unknown
143,6,45414,Unknown
144,6,54336,Unknown
145,6,443,Encrypted
146,6,54336,Unknown
147,6,443,Encrypted
148,6,54324,Unknown
149,6,54330,Unknown
150,6,443,Encrypted
151,6,443,Encrypted
152,6,443,Encrypted
153,6,54336,Unknown
154,6,54324,Unknown
155,6,443,Encrypted
156,6,443,Encrypted
157,6,54330,Unknown
158,6,54338,Unknown
159,6,443,Encrypted
160,6,443,Encrypted
161,6,54324,Unknown
162,6,45408,Unknown
163,6,45408,Unknown
164,6,443,Encrypted
165,6,443,Encrypted
166,6,54338,Unknown
167,6,443,Encrypted
168,6,45410,Unknown
169,6,45410,Unknown
170,6,443,Encrypted
171,6,54336,Unknown
172,6,54330,Unknown
173,6,443,Encrypted
174,6,54336,Unknown
175,6,443,Encrypted
176,6,54330,Unknown
177,6,54324,Unknown
178,6,443,Encrypted
179,6,54324,Unknown
180,6,54338,Unknown
181,6,443,Encrypted
182,6,54338,Unknown
183,6,54324,Unknown
184,6,54324,Unknown
185,6,443,Encrypted
186,6,54324,Unknown
187,6,54324,Unknown
188,6,443,Encrypted
189,6,54324,Unknown
190,6,443,Encrypted
