frame_no,ip_proto,dstport,encrypted
1,17,,Unknown
2,6,443,Encrypted
3,6,40570,Unknown
4,6,443,Encrypted
5,6,443,Encrypted
6,6,443,Encrypted
7,6,40570,Unknown
8,6,40570,Unknown
9,6,443,Encrypted
10,6,40570,Unknown
11,6,443,Encrypted
12,6,443,Encrypted
13,6,40570,Unknown
14,6,40570,Unknown
15,6,443,Encrypted
16,6,40570,Unknown
17,6,40570,Unknown
18,6,443,Encrypted
19,17,,Unknown
20,17,,Unknown
21,6,443,Encrypted
22,6,59316,Unknown
23,6,443,Encrypted
24,6,443,Encrypted
25,6,59316,Unknown
26,6,59316,Unknown
27,6,443,Encrypted
28,6,59316,Unknown
29,6,443,Encrypted
30,6,443,Encrypted
31,6,59316,Unknown
32,6,59316,Unknown
33,6,443,Encrypted
34,6,59316,Unknown
35,6,59316,Unknown
36,6,443,Encrypted
