status,country,countryCode,region,regionName,city,zip,lat,lon,timezone,isp,org,as,query
fail,,,,,,,,,,,,,10.215.173.1
fail,,,,,,,,,,,,,10.215.173.2
success,United States,US,OH,Ohio,Dublin,43017,40.0992,-83.1141,America/New_York,"Amazon.com, Inc.",AWS EC2 (us-east-2),"AS16509 Amazon.com, Inc.",13.59.212.206
success,United States,US,CA,California,San Francisco,94119,37.7749,-122.419,America/Los_Angeles,Google LLC,Google LLC,AS15169 Google LLC,142.250.189.170
success,United States,US,IL,Illinois,Streamwood,60107,42.0221,-88.1705,America/Chicago,Google LLC,Google LLC,AS15169 Google LLC,142.250.191.42
success,United States,US,TX,Texas,Manchaca,78652,30.1285,-97.8376,America/Chicago,Google LLC,Google LLC,AS15169 Google LLC,142.251.46.174
success,United States,US,TX,Texas,Manchaca,78652,30.1285,-97.8376,America/Chicago,Google LLC,Google LLC,AS15169 Google LLC,142.251.46.234
success,United States,US,TX,Texas,Manchaca,78652,30.1285,-97.8376,America/Chicago,Google LLC,Google LLC,AS15169 Google LLC,142.251.46.238
success,United States,US,TN,Tennessee,Mount Juliet,37122,36.1868,-86.5067,America/Chicago,Google LLC,Google LLC,AS15169 Google LLC,172.217.12.106
success,United States,US,OH,Ohio,Dublin,43017,40.0992,-83.1141,America/New_York,"Amazon.com, Inc.",AWS EC2 (us-east-2),"AS16509 Amazon.com, Inc.",18.216.126.12
success,United States,US,OH,Ohio,Dublin,43017,40.0992,-83.1141,America/New_York,"Amazon.com, Inc.",AWS EC2 (us-east-2),"AS16509 Amazon.com, Inc.",18.224.247.9
success,United States,US,VA,Virginia,Boydton,23917,36.677696,-78.37471,America/New_York,Microsoft Corporation,Microsoft Azure Cloud (eastus2),AS8075 Microsoft Corporation,20.109.35.196
success,United States,US,OH,Ohio,Dublin,43017,40.0992,-83.1141,America/New_York,"Amazon.com, Inc.",AWS EC2 (us-east-2),"AS16509 Amazon.com, Inc.",3.136.24.113
success,United States,US,OH,Ohio,Dublin,43017,40.0992,-83.1141,America/New_York,"Amazon.com, Inc.",AWS EC2 (us-east-2),"AS16509 Amazon.com, Inc.",3.140.39.80
success,United States,US,OH,Ohio,Dublin,43017,40.0992,-83.1141,America/New_York,"Amazon.com, Inc.",AWS EC2 (us-east-2),"AS16509 Amazon.com, Inc.",3.16.62.71
success,United States,US,OH,Ohio,Dublin,43017,40.0992,-83.1141,America/New_York,"Amazon.com, Inc.",AWS EC2 (us-east-2),"AS16509 Amazon.com, Inc.",3.16.93.113
success,United States,US,OH,Ohio,Dublin,43017,40.0992,-83.1141,America/New_York,"Amazon.com, Inc.",AWS EC2 (us-east-2),"AS16509 Amazon.com, Inc.",3.18.79.247
success,United States,US,OH,Ohio,Dublin,43017,40.0992,-83.1141,America/New_York,"Amazon.com, Inc.",AWS EC2 (us-east-2),"AS16509 Amazon.com, Inc.",3.20.21.231
success,United States,US,OH,Ohio,Dublin,43017,40.0992,-83.1141,America/New_York,"Amazon.com, Inc.",AWS EC2 (us-east-2),"AS16509 Amazon.com, Inc.",3.21.144.98
success,United States,US,OH,Ohio,Dublin,43017,40.0992,-83.1141,America/New_York,"Amazon.com, Inc.",AWS EC2 (us-east-2),"AS16509 Amazon.com, Inc.",52.14.60.18
success,United States,US,OH,Ohio,Dublin,43017,40.0992,-83.1141,America/New_York,"Amazon.com, Inc.",AWS EC2 (us-east-2),"AS16509 Amazon.com, Inc.",52.14.98.81
