packet_no,packet_size,protocol,source_port,destination_port,source_host,destination_host,traffic_direction_type
1,60,tcp,41584,853,192.168.1.122,10.215.173.2,inbound
2,72,dns,23009,53,10.215.173.1,10.215.173.2,inbound
3,79,dns,48317,53,10.215.173.1,10.215.173.2,inbound
4,61,dns,61794,53,10.215.173.1,10.215.173.2,inbound
5,201,dns,53,23009,10.215.173.2,10.215.173.1,inbound
6,219,dns,53,48317,10.215.173.2,10.215.173.1,inbound
7,265,dns,53,61794,10.215.173.2,10.215.173.1,inbound
8,60,tcp,49772,443,10.215.173.1,35.166.252.7,outbound
9,60,tcp,48240,443,10.215.173.1,52.43.148.200,outbound
10,60,tcp,43334,443,10.215.173.1,54.201.244.114,outbound
11,74,dns,2870,53,10.215.173.1,10.215.173.2,inbound
12,60,tcp,48248,443,10.215.173.1,52.43.148.200,outbound
13,60,tcp,48250,443,10.215.173.1,52.43.148.200,outbound
14,60,tcp,48262,443,10.215.173.1,52.43.148.200,outbound
15,60,tcp,43348,443,10.215.173.1,54.201.244.114,outbound
16,48,tcp,443,49772,35.166.252.7,10.215.173.1,inbound
17,185,dns,53,2870,10.215.173.2,10.215.173.1,inbound
18,40,tcp,49772,443,10.215.173.1,35.166.252.7,outbound
19,557,tls,49772,443,10.215.173.1,35.166.252.7,outbound
20,40,tcp,443,49772,35.166.252.7,10.215.173.1,inbound
21,60,tcp,37132,443,10.215.173.1,54.200.94.135,outbound
22,48,tcp,443,48240,52.43.148.200,10.215.173.1,inbound
23,48,tcp,443,43334,54.201.244.114,10.215.173.1,inbound
24,40,tcp,48240,443,10.215.173.1,52.43.148.200,outbound
25,40,tcp,43334,443,10.215.173.1,54.201.244.114,outbound
26,557,tls,48240,443,10.215.173.1,52.43.148.200,outbound
27,40,tcp,443,48240,52.43.148.200,10.215.173.1,inbound
28,557,tls,43334,443,10.215.173.1,54.201.244.114,outbound
29,40,tcp,443,43334,54.201.244.114,10.215.173.1,inbound
30,48,tcp,443,48248,52.43.148.200,10.215.173.1,inbound
31,40,tcp,48248,443,10.215.173.1,52.43.148.200,outbound
32,557,tls,48248,443,10.215.173.1,52.43.148.200,outbound
33,40,tcp,443,48248,52.43.148.200,10.215.173.1,inbound
34,66,dns,17187,53,10.215.173.1,10.215.173.2,inbound
35,48,tcp,443,48250,52.43.148.200,10.215.173.1,inbound
36,40,tcp,48250,443,10.215.173.1,52.43.148.200,outbound
37,557,tls,48250,443,10.215.173.1,52.43.148.200,outbound
38,40,tcp,443,48250,52.43.148.200,10.215.173.1,inbound
39,48,tcp,443,48262,52.43.148.200,10.215.173.1,inbound
40,40,tcp,48262,443,10.215.173.1,52.43.148.200,outbound
41,557,tls,48262,443,10.215.173.1,52.43.148.200,outbound
42,40,tcp,443,48262,52.43.148.200,10.215.173.1,inbound
43,48,tcp,443,43348,54.201.244.114,10.215.173.1,inbound
44,40,tcp,43348,443,10.215.173.1,54.201.244.114,outbound
45,557,tls,43348,443,10.215.173.1,54.201.244.114,outbound
46,40,tcp,443,43348,54.201.244.114,10.215.173.1,inbound
47,48,tcp,443,37132,54.200.94.135,10.215.173.1,inbound
48,40,tcp,37132,443,10.215.173.1,54.200.94.135,outbound
49,557,tls,37132,443,10.215.173.1,54.200.94.135,outbound
50,3462,tls,443,49772,35.166.252.7,10.215.173.1,inbound
51,40,tcp,443,37132,54.200.94.135,10.215.173.1,inbound
52,40,tcp,49772,443,10.215.173.1,35.166.252.7,outbound
53,166,tls,49772,443,10.215.173.1,35.166.252.7,outbound
54,40,tcp,443,49772,35.166.252.7,10.215.173.1,inbound
55,3462,tls,443,48240,52.43.148.200,10.215.173.1,inbound
56,3453,tls,443,43334,54.201.244.114,10.215.173.1,inbound
57,40,tcp,48240,443,10.215.173.1,52.43.148.200,outbound
58,40,tcp,43334,443,10.215.173.1,54.201.244.114,outbound
59,166,tls,48240,443,10.215.173.1,52.43.148.200,outbound
60,40,tcp,443,48240,52.43.148.200,10.215.173.1,inbound
61,269,dns,53,17187,10.215.173.2,10.215.173.1,inbound
62,166,tls,43334,443,10.215.173.1,54.201.244.114,outbound
63,40,tcp,443,43334,54.201.244.114,10.215.173.1,inbound
64,60,tcp,46598,443,10.215.173.1,151.101.41.208,outbound
65,48,tcp,443,46598,151.101.41.208,10.215.173.1,inbound
66,40,tcp,46598,443,10.215.173.1,151.101.41.208,outbound
67,3115,tls,443,48248,52.43.148.200,10.215.173.1,inbound
68,40,tcp,48248,443,10.215.173.1,52.43.148.200,outbound
69,378,tls,443,48248,52.43.148.200,10.215.173.1,inbound
70,40,tcp,48248,443,10.215.173.1,52.43.148.200,outbound
71,49,tls,443,48248,52.43.148.200,10.215.173.1,inbound
72,40,tcp,48248,443,10.215.173.1,52.43.148.200,outbound
73,557,tls,46598,443,10.215.173.1,151.101.41.208,outbound
74,40,tcp,443,46598,151.101.41.208,10.215.173.1,inbound
75,3462,tls,443,48250,52.43.148.200,10.215.173.1,inbound
76,40,tcp,48250,443,10.215.173.1,52.43.148.200,outbound
77,166,tls,48248,443,10.215.173.1,52.43.148.200,outbound
78,40,tcp,443,48248,52.43.148.200,10.215.173.1,inbound
79,196,tls,443,46598,151.101.41.208,10.215.173.1,inbound
80,40,tcp,46598,443,10.215.173.1,151.101.41.208,outbound
81,1601,tls,443,48262,52.43.148.200,10.215.173.1,inbound
82,40,tcp,48262,443,10.215.173.1,52.43.148.200,outbound
83,1488,tcp,443,48262,52.43.148.200,10.215.173.1,inbound
84,40,tcp,48262,443,10.215.173.1,52.43.148.200,outbound
85,444,tls,443,48262,52.43.148.200,10.215.173.1,inbound
86,40,tcp,48262,443,10.215.173.1,52.43.148.200,outbound
87,49,tls,443,48262,52.43.148.200,10.215.173.1,inbound
88,40,tcp,48262,443,10.215.173.1,52.43.148.200,outbound
89,91,tls,46598,443,10.215.173.1,151.101.41.208,outbound
90,40,tcp,443,46598,151.101.41.208,10.215.173.1,inbound
91,1074,tls,46598,443,10.215.173.1,151.101.41.208,outbound
92,3106,tls,443,43348,54.201.244.114,10.215.173.1,inbound
93,40,tcp,443,46598,151.101.41.208,10.215.173.1,inbound
94,40,tcp,43348,443,10.215.173.1,54.201.244.114,outbound
95,387,tls,443,43348,54.201.244.114,10.215.173.1,inbound
96,40,tcp,43348,443,10.215.173.1,54.201.244.114,outbound
97,166,tls,48250,443,10.215.173.1,52.43.148.200,outbound
98,40,tcp,443,48250,52.43.148.200,10.215.173.1,inbound
99,166,tls,48262,443,10.215.173.1,52.43.148.200,outbound
100,40,tcp,443,48262,52.43.148.200,10.215.173.1,inbound
101,3115,tls,443,37132,54.200.94.135,10.215.173.1,inbound
102,40,tcp,37132,443,10.215.173.1,54.200.94.135,outbound
103,387,tls,443,37132,54.200.94.135,10.215.173.1,inbound
104,40,tcp,37132,443,10.215.173.1,54.200.94.135,outbound
105,166,tls,43348,443,10.215.173.1,54.201.244.114,outbound
106,40,tcp,443,43348,54.201.244.114,10.215.173.1,inbound
107,280,tls,443,48240,52.43.148.200,10.215.173.1,inbound
108,211,tls,443,43334,54.201.244.114,10.215.173.1,inbound
109,93,tls,48240,443,10.215.173.1,52.43.148.200,outbound
110,166,tls,37132,443,10.215.173.1,54.200.94.135,outbound
111,872,tls,43334,443,10.215.173.1,54.201.244.114,outbound
112,40,tcp,443,48240,52.43.148.200,10.215.173.1,inbound
113,40,tcp,443,43334,54.201.244.114,10.215.173.1,inbound
114,40,tcp,443,37132,54.200.94.135,10.215.173.1,inbound
115,126,tls,48240,443,10.215.173.1,52.43.148.200,outbound
116,40,tcp,443,48240,52.43.148.200,10.215.173.1,inbound
117,707,tls,48240,443,10.215.173.1,52.43.148.200,outbound
118,40,tcp,443,48240,52.43.148.200,10.215.173.1,inbound
119,160,tls,443,49772,35.166.252.7,10.215.173.1,inbound
120,160,tls,443,49772,35.166.252.7,10.215.173.1,inbound
121,40,tcp,49772,443,10.215.173.1,35.166.252.7,outbound
122,93,tls,49772,443,10.215.173.1,35.166.252.7,outbound
123,40,tcp,443,49772,35.166.252.7,10.215.173.1,inbound
124,126,tls,49772,443,10.215.173.1,35.166.252.7,outbound
125,40,tcp,443,49772,35.166.252.7,10.215.173.1,inbound
126,554,tls,49772,443,10.215.173.1,35.166.252.7,outbound
127,40,tcp,443,49772,35.166.252.7,10.215.173.1,inbound
128,78,tls,49772,443,10.215.173.1,35.166.252.7,outbound
129,40,tcp,443,49772,35.166.252.7,10.215.173.1,inbound
130,280,tls,443,48248,52.43.148.200,10.215.173.1,inbound
131,93,tls,48248,443,10.215.173.1,52.43.148.200,outbound
132,40,tcp,443,48248,52.43.148.200,10.215.173.1,inbound
133,126,tls,48248,443,10.215.173.1,52.43.148.200,outbound
134,40,tcp,443,48248,52.43.148.200,10.215.173.1,inbound
135,71,tls,48248,443,10.215.173.1,52.43.148.200,outbound
136,40,tcp,443,48248,52.43.148.200,10.215.173.1,inbound
137,40,tcp,48248,443,10.215.173.1,52.43.148.200,outbound
138,40,tcp,443,48248,52.43.148.200,10.215.173.1,inbound
139,210,tls,48240,443,10.215.173.1,52.43.148.200,outbound
140,40,tcp,443,48240,52.43.148.200,10.215.173.1,inbound
141,280,tls,443,48250,52.43.148.200,10.215.173.1,inbound
142,93,tls,48250,443,10.215.173.1,52.43.148.200,outbound
143,40,tcp,443,48250,52.43.148.200,10.215.173.1,inbound
144,126,tls,48250,443,10.215.173.1,52.43.148.200,outbound
145,40,tcp,443,48250,52.43.148.200,10.215.173.1,inbound
146,280,tls,443,48262,52.43.148.200,10.215.173.1,inbound
147,71,tls,48250,443,10.215.173.1,52.43.148.200,outbound
148,40,tcp,443,48250,52.43.148.200,10.215.173.1,inbound
149,181,tls,48240,443,10.215.173.1,52.43.148.200,outbound
150,40,tcp,443,48240,52.43.148.200,10.215.173.1,inbound
151,93,tls,48262,443,10.215.173.1,52.43.148.200,outbound
152,40,tcp,443,48262,52.43.148.200,10.215.173.1,inbound
153,157,tls,48262,443,10.215.173.1,52.43.148.200,outbound
154,40,tcp,48262,443,10.215.173.1,52.43.148.200,outbound
155,40,tcp,443,48262,52.43.148.200,10.215.173.1,inbound
156,40,tcp,443,48262,52.43.148.200,10.215.173.1,inbound
157,181,tls,48240,443,10.215.173.1,52.43.148.200,outbound
158,40,tcp,443,48240,52.43.148.200,10.215.173.1,inbound
159,211,tls,443,43348,54.201.244.114,10.215.173.1,inbound
160,924,tls,43348,443,10.215.173.1,54.201.244.114,outbound
161,40,tcp,443,43348,54.201.244.114,10.215.173.1,inbound
162,78,tls,443,48240,52.43.148.200,10.215.173.1,inbound
163,280,tls,443,37132,54.200.94.135,10.215.173.1,inbound
164,93,tls,37132,443,10.215.173.1,54.200.94.135,outbound
165,40,tcp,443,37132,54.200.94.135,10.215.173.1,inbound
166,126,tls,37132,443,10.215.173.1,54.200.94.135,outbound
167,40,tcp,443,37132,54.200.94.135,10.215.173.1,inbound
168,604,tls,37132,443,10.215.173.1,54.200.94.135,outbound
169,40,tcp,443,37132,54.200.94.135,10.215.173.1,inbound
170,78,tls,37132,443,10.215.173.1,54.200.94.135,outbound
171,40,tcp,443,37132,54.200.94.135,10.215.173.1,inbound
172,78,tls,443,49772,35.166.252.7,10.215.173.1,inbound
173,357,tls,443,48240,52.43.148.200,10.215.173.1,inbound
174,40,tcp,48240,443,10.215.173.1,52.43.148.200,outbound
175,40,tcp,443,48248,52.43.148.200,10.215.173.1,inbound
176,355,tls,443,48240,52.43.148.200,10.215.173.1,inbound
177,589,tls,443,49772,35.166.252.7,10.215.173.1,inbound
178,40,tcp,49772,443,10.215.173.1,35.166.252.7,outbound
179,78,tls,443,48250,52.43.148.200,10.215.173.1,inbound
180,40,tcp,48250,443,10.215.173.1,52.43.148.200,outbound
181,40,tcp,443,48250,52.43.148.200,10.215.173.1,inbound
182,357,tls,443,48240,52.43.148.200,10.215.173.1,inbound
183,40,tcp,48240,443,10.215.173.1,52.43.148.200,outbound
184,357,tls,443,48240,52.43.148.200,10.215.173.1,inbound
185,603,tls,443,43334,54.201.244.114,10.215.173.1,inbound
186,785,tls,443,46598,151.101.41.208,10.215.173.1,inbound
187,78,tls,443,37132,54.200.94.135,10.215.173.1,inbound
188,623,tls,443,43348,54.201.244.114,10.215.173.1,inbound
189,40,tcp,48240,443,10.215.173.1,52.43.148.200,outbound
190,40,tcp,46598,443,10.215.173.1,151.101.41.208,outbound
191,40,tcp,43334,443,10.215.173.1,54.201.244.114,outbound
192,393,tls,443,37132,54.200.94.135,10.215.173.1,inbound
193,40,tcp,37132,443,10.215.173.1,54.200.94.135,outbound
194,40,tcp,43348,443,10.215.173.1,54.201.244.114,outbound
195,203,tls,48240,443,10.215.173.1,52.43.148.200,outbound
196,40,tcp,443,48240,52.43.148.200,10.215.173.1,inbound
197,74,dns,33545,53,10.215.173.1,10.215.173.2,inbound
198,860,tls,43334,443,10.215.173.1,54.201.244.114,outbound
199,40,tcp,443,43334,54.201.244.114,10.215.173.1,inbound
200,90,dns,53,33545,10.215.173.2,10.215.173.1,inbound
201,60,tcp,47180,443,10.215.173.1,44.227.230.96,outbound
202,465,tls,443,48240,52.43.148.200,10.215.173.1,inbound
203,40,tcp,48240,443,10.215.173.1,52.43.148.200,outbound
204,48,tcp,443,47180,44.227.230.96,10.215.173.1,inbound
205,40,tcp,47180,443,10.215.173.1,44.227.230.96,outbound
206,557,tls,47180,443,10.215.173.1,44.227.230.96,outbound
207,40,tcp,443,47180,44.227.230.96,10.215.173.1,inbound
208,371,tls,48240,443,10.215.173.1,52.43.148.200,outbound
209,40,tcp,443,48240,52.43.148.200,10.215.173.1,inbound
210,1326,tls,443,43334,54.201.244.114,10.215.173.1,inbound
211,40,tcp,43334,443,10.215.173.1,54.201.244.114,outbound
212,3333,tls,443,47180,44.227.230.96,10.215.173.1,inbound
213,40,tcp,47180,443,10.215.173.1,44.227.230.96,outbound
214,47,tls,47180,443,10.215.173.1,44.227.230.96,outbound
215,40,tcp,443,47180,44.227.230.96,10.215.173.1,inbound
216,40,tcp,47180,443,10.215.173.1,44.227.230.96,outbound
217,40,tcp,443,47180,44.227.230.96,10.215.173.1,inbound
218,202,tls,48240,443,10.215.173.1,52.43.148.200,outbound
219,40,tcp,443,48240,52.43.148.200,10.215.173.1,inbound
220,62,dns,3137,53,10.215.173.1,10.215.173.2,inbound
221,126,dns,53,3137,10.215.173.2,10.215.173.1,inbound
222,1487,tls,443,48240,52.43.148.200,10.215.173.1,inbound
223,60,tcp,41922,443,10.215.173.1,108.139.1.67,inbound
224,48,tcp,443,41922,108.139.1.67,10.215.173.1,inbound
225,40,tcp,41922,443,10.215.173.1,108.139.1.67,inbound
226,40,tcp,443,47180,44.227.230.96,10.215.173.1,inbound
227,557,tls,41922,443,10.215.173.1,108.139.1.67,inbound
228,40,tcp,443,41922,108.139.1.67,10.215.173.1,inbound
229,2896,tls,443,41922,108.139.1.67,10.215.173.1,inbound
230,40,tcp,41922,443,10.215.173.1,108.139.1.67,inbound
231,1189,tls,443,41922,108.139.1.67,10.215.173.1,inbound
232,40,tcp,41922,443,10.215.173.1,108.139.1.67,inbound
233,104,tls,41922,443,10.215.173.1,108.139.1.67,inbound
234,40,tcp,443,41922,108.139.1.67,10.215.173.1,inbound
235,86,tls,41922,443,10.215.173.1,108.139.1.67,inbound
236,40,tcp,443,41922,108.139.1.67,10.215.173.1,inbound
237,77,tls,41922,443,10.215.173.1,108.139.1.67,inbound
238,40,tcp,443,41922,108.139.1.67,10.215.173.1,inbound
239,75,tls,41922,443,10.215.173.1,108.139.1.67,inbound
240,40,tcp,443,41922,108.139.1.67,10.215.173.1,inbound
241,345,tls,41922,443,10.215.173.1,108.139.1.67,inbound
242,40,tcp,443,41922,108.139.1.67,10.215.173.1,inbound
243,465,tls,443,48240,52.43.148.200,10.215.173.1,inbound
244,40,tcp,48240,443,10.215.173.1,52.43.148.200,outbound
245,248,tls,443,41922,108.139.1.67,10.215.173.1,inbound
246,71,tls,443,41922,108.139.1.67,10.215.173.1,inbound
247,40,tcp,41922,443,10.215.173.1,108.139.1.67,inbound
248,71,tls,41922,443,10.215.173.1,108.139.1.67,inbound
249,40,tcp,443,41922,108.139.1.67,10.215.173.1,inbound
250,278,tls,48240,443,10.215.173.1,52.43.148.200,outbound
251,40,tcp,443,48240,52.43.148.200,10.215.173.1,inbound
252,990,tls,43334,443,10.215.173.1,54.201.244.114,outbound
253,40,tcp,443,43334,54.201.244.114,10.215.173.1,inbound
254,990,tls,43348,443,10.215.173.1,54.201.244.114,outbound
255,40,tcp,443,43348,54.201.244.114,10.215.173.1,inbound
256,681,tls,443,41922,108.139.1.67,10.215.173.1,inbound
257,526,tls,443,48240,52.43.148.200,10.215.173.1,inbound
258,200,tls,37132,443,10.215.173.1,54.200.94.135,outbound
259,40,tcp,443,37132,54.200.94.135,10.215.173.1,inbound
260,40,tcp,41922,443,10.215.173.1,108.139.1.67,inbound
261,40,tcp,48240,443,10.215.173.1,52.43.148.200,outbound
262,698,tls,443,43334,54.201.244.114,10.215.173.1,inbound
263,40,tcp,43334,443,10.215.173.1,54.201.244.114,outbound
264,698,tls,443,43348,54.201.244.114,10.215.173.1,inbound
