packet_no,packet_size,protocol,source_port,destination_port,source_host,destination_host,traffic_direction_type
1,72,dns,30476,53,10.215.173.1,10.215.173.2,inbound
2,79,dns,58084,53,10.215.173.1,10.215.173.2,inbound
3,61,dns,22988,53,10.215.173.1,10.215.173.2,inbound
4,201,dns,53,30476,10.215.173.2,10.215.173.1,inbound
5,219,dns,53,58084,10.215.173.2,10.215.173.1,inbound
6,265,dns,53,22988,10.215.173.2,10.215.173.1,inbound
7,60,tcp,46154,443,10.215.173.1,44.231.241.95,outbound
8,60,tcp,44428,443,10.215.173.1,35.160.102.94,outbound
9,60,tcp,48072,443,10.215.173.1,54.188.72.200,outbound
10,60,tcp,44430,443,10.215.173.1,35.160.102.94,outbound
11,60,tcp,44440,443,10.215.173.1,35.160.102.94,outbound
12,60,tcp,44454,443,10.215.173.1,35.160.102.94,outbound
13,74,dns,59747,53,10.215.173.1,10.215.173.2,inbound
14,60,tcp,48088,443,10.215.173.1,54.188.72.200,outbound
15,60,tcp,48092,443,10.215.173.1,54.188.72.200,outbound
16,81,dns,29721,53,10.215.173.1,10.215.173.2,inbound
17,48,tcp,443,46154,44.231.241.95,10.215.173.1,inbound
18,185,dns,53,59747,10.215.173.2,10.215.173.1,inbound
19,40,tcp,46154,443,10.215.173.1,44.231.241.95,outbound
20,557,tls,46154,443,10.215.173.1,44.231.241.95,outbound
21,60,tcp,41064,443,10.215.173.1,54.200.94.135,outbound
22,40,tcp,443,46154,44.231.241.95,10.215.173.1,inbound
23,48,tcp,443,44428,35.160.102.94,10.215.173.1,inbound
24,197,dns,53,29721,10.215.173.2,10.215.173.1,inbound
25,40,tcp,44428,443,10.215.173.1,35.160.102.94,outbound
26,557,tls,44428,443,10.215.173.1,35.160.102.94,outbound
27,40,tcp,443,44428,35.160.102.94,10.215.173.1,inbound
28,60,tcp,43086,443,10.215.173.1,52.38.68.215,outbound
29,60,tcp,43092,443,10.215.173.1,52.38.68.215,outbound
30,60,tcp,43094,443,10.215.173.1,52.38.68.215,outbound
31,60,tcp,43110,443,10.215.173.1,52.38.68.215,outbound
32,48,tcp,443,48072,54.188.72.200,10.215.173.1,inbound
33,40,tcp,48072,443,10.215.173.1,54.188.72.200,outbound
34,557,tls,48072,443,10.215.173.1,54.188.72.200,outbound
35,40,tcp,443,48072,54.188.72.200,10.215.173.1,inbound
36,48,tcp,443,44430,35.160.102.94,10.215.173.1,inbound
37,40,tcp,44430,443,10.215.173.1,35.160.102.94,outbound
38,557,tls,44430,443,10.215.173.1,35.160.102.94,outbound
39,40,tcp,443,44430,35.160.102.94,10.215.173.1,inbound
40,48,tcp,443,44440,35.160.102.94,10.215.173.1,inbound
41,40,tcp,44440,443,10.215.173.1,35.160.102.94,outbound
42,557,tls,44440,443,10.215.173.1,35.160.102.94,outbound
43,40,tcp,443,44440,35.160.102.94,10.215.173.1,inbound
44,48,tcp,443,44454,35.160.102.94,10.215.173.1,inbound
45,40,tcp,44454,443,10.215.173.1,35.160.102.94,outbound
46,557,tls,44454,443,10.215.173.1,35.160.102.94,outbound
47,40,tcp,443,44454,35.160.102.94,10.215.173.1,inbound
48,48,tcp,443,48092,54.188.72.200,10.215.173.1,inbound
49,40,tcp,48092,443,10.215.173.1,54.188.72.200,outbound
50,48,tcp,443,48088,54.188.72.200,10.215.173.1,inbound
51,40,tcp,48088,443,10.215.173.1,54.188.72.200,outbound
