packet_no,packet_size,protocol,source_port,destination_port,source_host,destination_host,traffic_direction_type
1,60,tcp,42608,853,192.168.1.122,10.215.173.2,inbound
2,72,dns,47412,53,10.215.173.1,10.215.173.2,inbound
3,61,dns,41962,53,10.215.173.1,10.215.173.2,inbound
4,79,dns,56019,53,10.215.173.1,10.215.173.2,inbound
5,201,dns,53,47412,10.215.173.2,10.215.173.1,inbound
6,265,dns,53,41962,10.215.173.2,10.215.173.1,inbound
7,219,dns,53,56019,10.215.173.2,10.215.173.1,inbound
8,60,tcp,40620,443,10.215.173.1,44.231.241.95,outbound
9,60,tcp,46738,443,10.215.173.1,52.35.233.78,outbound
10,60,tcp,43590,443,10.215.173.1,35.83.59.104,outbound
11,60,tcp,43602,443,10.215.173.1,35.83.59.104,outbound
12,48,tcp,443,40620,44.231.241.95,10.215.173.1,inbound
13,48,tcp,443,46738,52.35.233.78,10.215.173.1,inbound
14,48,tcp,443,43590,35.83.59.104,10.215.173.1,inbound
15,40,tcp,40620,443,10.215.173.1,44.231.241.95,outbound
16,40,tcp,46738,443,10.215.173.1,52.35.233.78,outbound
17,40,tcp,43590,443,10.215.173.1,35.83.59.104,outbound
18,557,tls,40620,443,10.215.173.1,44.231.241.95,outbound
19,557,tls,46738,443,10.215.173.1,52.35.233.78,outbound
20,557,tls,43590,443,10.215.173.1,35.83.59.104,outbound
21,40,tcp,443,40620,44.231.241.95,10.215.173.1,inbound
22,40,tcp,443,46738,52.35.233.78,10.215.173.1,inbound
23,40,tcp,443,43590,35.83.59.104,10.215.173.1,inbound
24,60,tcp,43610,443,10.215.173.1,35.83.59.104,outbound
25,60,tcp,43616,443,10.215.173.1,35.83.59.104,outbound
26,60,tcp,46742,443,10.215.173.1,52.35.233.78,outbound
27,60,tcp,46756,443,10.215.173.1,52.35.233.78,outbound
28,81,dns,19066,53,10.215.173.1,10.215.173.2,inbound
29,197,dns,53,19066,10.215.173.2,10.215.173.1,inbound
30,60,tcp,45930,443,10.215.173.1,44.239.205.148,outbound
31,60,tcp,45946,443,10.215.173.1,44.239.205.148,outbound
