packet_no,packet_size,protocol,source_port,destination_port,source_host,destination_host,traffic_direction_type
1,60,tcp,37514,853,192.168.1.122,10.215.173.2,inbound
2,76,dns,44074,53,10.215.173.1,10.215.173.2,inbound
3,424,dns,53,44074,10.215.173.2,10.215.173.1,inbound
4,60,tcp,39734,443,10.215.173.1,52.200.116.28,outbound
5,48,tcp,443,39734,52.200.116.28,10.215.173.1,inbound
6,40,tcp,39734,443,10.215.173.1,52.200.116.28,outbound
7,557,tls,39734,443,10.215.173.1,52.200.116.28,outbound
8,40,tcp,443,39734,52.200.116.28,10.215.173.1,inbound
9,60,tcp,37514,853,192.168.1.122,10.215.173.2,inbound
10,151,tls,443,39734,52.200.116.28,10.215.173.1,inbound
11,40,tcp,39734,443,10.215.173.1,52.200.116.28,outbound
12,91,tls,443,39734,52.200.116.28,10.215.173.1,inbound
13,40,tcp,39734,443,10.215.173.1,52.200.116.28,outbound
14,91,tls,39734,443,10.215.173.1,52.200.116.28,outbound
15,40,tcp,443,39734,52.200.116.28,10.215.173.1,inbound
16,1585,tls,39734,443,10.215.173.1,52.200.116.28,outbound
17,40,tcp,443,39734,52.200.116.28,10.215.173.1,inbound
18,253,tls,443,39734,52.200.116.28,10.215.173.1,inbound
19,40,tcp,39734,443,10.215.173.1,52.200.116.28,outbound
20,79,dns,41964,53,10.215.173.1,10.215.173.2,inbound
21,72,dns,60660,53,10.215.173.1,10.215.173.2,inbound
22,61,dns,29188,53,10.215.173.1,10.215.173.2,inbound
23,219,dns,53,41964,10.215.173.2,10.215.173.1,inbound
24,201,dns,53,60660,10.215.173.2,10.215.173.1,inbound
25,265,dns,53,29188,10.215.173.2,10.215.173.1,inbound
26,60,tcp,40974,443,10.215.173.1,52.88.36.62,outbound
27,60,tcp,48454,443,10.215.173.1,52.24.47.88,outbound
28,60,tcp,38382,443,10.215.173.1,44.231.241.95,outbound
29,60,tcp,40990,443,10.215.173.1,52.88.36.62,outbound
30,74,dns,35235,53,10.215.173.1,10.215.173.2,inbound
