frame_no,ip_proto,dstport,encrypted
1,17,,Unknown
2,6,853,Unknown
3,17,,Unknown
4,6,443,Encrypted
5,17,,Unknown
6,17,,Unknown
7,17,,Unknown
8,17,,Unknown
9,6,443,Encrypted
10,6,443,Encrypted
11,6,37942,Unknown
12,6,443,Encrypted
13,6,443,Encrypted
14,6,37942,Unknown
15,6,46332,Unknown
16,6,443,Encrypted
17,6,443,Encrypted
18,6,46332,Unknown
19,6,40160,Unknown
20,6,443,Encrypted
21,6,443,Encrypted
22,6,40160,Unknown
23,17,,Unknown
24,6,443,Encrypted
25,17,,Unknown
26,6,443,Encrypted
27,6,443,Encrypted
28,6,443,Encrypted
29,6,443,Encrypted
30,17,,Unknown
31,6,443,Encrypted
32,6,37942,Unknown
33,17,,Unknown
34,6,443,Encrypted
35,6,443,Encrypted
36,6,443,Encrypted
37,6,443,Encrypted
38,6,443,Encrypted
39,6,443,Encrypted
40,6,37942,Unknown
41,6,46332,Unknown
42,6,443,Encrypted
43,6,443,Encrypted
44,6,46332,Unknown
45,6,40160,Unknown
46,6,443,Encrypted
47,6,443,Encrypted
48,6,40160,Unknown
49,6,46342,Unknown
50,6,443,Encrypted
51,6,443,Encrypted
52,6,46342,Unknown
53,6,46350,Unknown
54,6,443,Encrypted
55,6,443,Encrypted
56,6,46350,Unknown
57,6,41778,Unknown
58,6,443,Encrypted
59,6,443,Encrypted
60,6,41778,Unknown
61,17,,Unknown
62,6,46352,Unknown
63,6,40166,Unknown
64,6,40168,Unknown
65,6,443,Encrypted
66,6,443,Encrypted
67,6,443,Encrypted
68,17,,Unknown
69,6,443,Encrypted
70,6,46352,Unknown
71,6,443,Encrypted
72,6,443,Encrypted
73,6,40166,Unknown
74,6,40168,Unknown
75,6,43724,Unknown
76,6,443,Encrypted
77,6,443,Encrypted
78,6,443,Encrypted
79,6,43724,Unknown
80,6,43734,Unknown
81,6,443,Encrypted
82,6,43752,Unknown
83,6,443,Encrypted
84,6,443,Encrypted
85,6,43734,Unknown
86,6,43748,Unknown
87,6,443,Encrypted
88,6,443,Encrypted
89,6,43752,Unknown
90,6,443,Encrypted
91,6,43748,Unknown
92,6,37942,Unknown
93,6,443,Encrypted
94,6,37942,Unknown
95,6,443,Encrypted
96,6,37942,Unknown
97,6,443,Encrypted
98,6,37942,Unknown
99,6,443,Encrypted
100,6,37942,Unknown
101,6,46332,Unknown
102,6,38010,Unknown
103,6,443,Encrypted
