frame_no,ip_proto,dstport,encrypted
1,17,,Unknown
2,17,,Unknown
3,6,443,Encrypted
4,17,,Unknown
5,17,,Unknown
6,17,,Unknown
7,17,,Unknown
8,6,443,Encrypted
9,6,443,Encrypted
10,6,443,Encrypted
11,6,37818,Unknown
12,6,443,Encrypted
13,6,443,Encrypted
14,6,37818,Unknown
15,6,49070,Unknown
16,6,443,Encrypted
17,6,443,Encrypted
18,6,443,Encrypted
19,6,443,Encrypted
20,6,443,Encrypted
21,6,443,Encrypted
22,17,,Unknown
23,6,49070,Unknown
24,6,46292,Unknown
25,6,443,Encrypted
26,6,443,Encrypted
27,6,46292,Unknown
28,6,46296,Unknown
29,17,,Unknown
30,6,443,Encrypted
31,6,443,Encrypted
32,6,46296,Unknown
33,6,443,Encrypted
34,6,443,Encrypted
35,6,443,Encrypted
36,17,,Unknown
37,6,443,Encrypted
38,6,37818,Unknown
39,17,,Unknown
40,6,443,Encrypted
41,6,443,Encrypted
42,6,37818,Unknown
43,6,443,Encrypted
44,6,443,Encrypted
45,6,46306,Unknown
46,6,46316,Unknown
47,6,443,Encrypted
48,6,443,Encrypted
49,6,443,Encrypted
50,6,46306,Unknown
51,6,443,Encrypted
52,6,46316,Unknown
53,6,40438,Unknown
54,6,443,Encrypted
55,6,40454,Unknown
56,6,443,Encrypted
57,6,443,Encrypted
58,6,49086,Unknown
59,6,40438,Unknown
60,6,443,Encrypted
61,6,443,Encrypted
62,6,443,Encrypted
63,6,49086,Unknown
64,6,49094,Unknown
65,6,40454,Unknown
66,6,443,Encrypted
67,6,443,Encrypted
68,6,49070,Unknown
69,6,49094,Unknown
70,6,443,Encrypted
71,6,443,Encrypted
72,6,49070,Unknown
73,6,46292,Unknown
74,6,46296,Unknown
75,6,443,Encrypted
76,6,443,Encrypted
77,6,443,Encrypted
78,6,443,Encrypted
79,6,46292,Unknown
80,6,46296,Unknown
81,6,42910,Unknown
82,6,42916,Unknown
83,6,40438,Unknown
84,6,40454,Unknown
85,6,443,Encrypted
86,6,443,Encrypted
87,6,443,Encrypted
88,6,443,Encrypted
89,6,443,Encrypted
90,6,443,Encrypted
91,6,443,Encrypted
92,6,443,Encrypted
93,6,42910,Unknown
94,6,42916,Unknown
95,6,42928,Unknown
96,6,40438,Unknown
97,6,40454,Unknown
98,6,443,Encrypted
99,6,443,Encrypted
100,6,443,Encrypted
101,6,40438,Unknown
102,6,40454,Unknown
103,6,443,Encrypted
104,6,42928,Unknown
105,6,42940,Unknown
106,6,443,Encrypted
107,6,443,Encrypted
108,6,42940,Unknown
109,6,37818,Unknown
110,6,443,Encrypted
111,6,37818,Unknown
112,6,443,Encrypted
113,6,37818,Unknown
114,6,443,Encrypted
115,6,37818,Unknown
116,6,443,Encrypted
117,6,37818,Unknown
118,6,46306,Unknown
119,6,46316,Unknown
120,6,443,Encrypted
121,6,443,Encrypted
122,6,443,Encrypted
123,6,46306,Unknown
124,6,49086,Unknown
125,6,443,Encrypted
126,6,443,Encrypted
127,6,46316,Unknown
128,6,49070,Unknown
129,6,443,Encrypted
130,6,49070,Unknown
131,6,49094,Unknown
132,6,443,Encrypted
133,6,443,Encrypted
