frame_no,ip_proto,dstport,encrypted
1,17,,Unknown
2,17,,Unknown
3,17,,Unknown
4,17,,Unknown
5,6,443,Encrypted
6,17,,Unknown
7,6,443,Encrypted
8,17,,Unknown
9,6,443,Encrypted
10,6,443,Encrypted
11,6,853,Unknown
12,17,,Unknown
13,6,443,Encrypted
14,6,443,Encrypted
15,6,443,Encrypted
16,6,46212,Unknown
17,6,40258,Unknown
18,6,443,Encrypted
19,6,443,Encrypted
20,6,443,Encrypted
21,6,443,Encrypted
22,6,46212,Unknown
23,6,40258,Unknown
24,17,,Unknown
25,6,40266,Unknown
26,6,443,Encrypted
27,6,443,Encrypted
28,6,40266,Unknown
29,6,37246,Unknown
30,6,443,Encrypted
31,17,,Unknown
32,6,443,Encrypted
33,6,37246,Unknown
34,6,40280,Unknown
35,6,443,Encrypted
36,6,443,Encrypted
37,6,443,Encrypted
38,6,40280,Unknown
39,17,,Unknown
40,6,443,Encrypted
41,6,37256,Unknown
42,6,37958,Unknown
43,6,443,Encrypted
44,6,443,Encrypted
45,6,443,Encrypted
46,6,37256,Unknown
47,6,443,Encrypted
48,6,37958,Unknown
49,6,40288,Unknown
50,6,443,Encrypted
51,6,40258,Unknown
52,6,443,Encrypted
53,6,443,Encrypted
54,6,40288,Unknown
55,6,443,Encrypted
56,6,40258,Unknown
57,6,46212,Unknown
58,6,443,Encrypted
59,6,46212,Unknown
60,6,443,Encrypted
61,6,443,Encrypted
62,6,46212,Unknown
63,6,40258,Unknown
64,6,443,Encrypted
65,6,443,Encrypted
66,6,40258,Unknown
67,6,443,Encrypted
68,6,443,Encrypted
69,6,46212,Unknown
70,6,40258,Unknown
71,6,37958,Unknown
72,6,443,Encrypted
73,6,443,Encrypted
74,6,37958,Unknown
75,6,443,Encrypted
76,6,37958,Unknown
77,6,40266,Unknown
78,6,443,Encrypted
79,6,443,Encrypted
80,6,40266,Unknown
81,6,443,Encrypted
82,6,40266,Unknown
83,6,443,Encrypted
84,6,40266,Unknown
85,6,443,Encrypted
86,6,40266,Unknown
87,6,443,Encrypted
88,6,40266,Unknown
89,6,443,Encrypted
90,6,40258,Unknown
91,6,37246,Unknown
92,6,443,Encrypted
93,6,40280,Unknown
94,6,443,Encrypted
95,6,40280,Unknown
96,6,443,Encrypted
97,6,443,Encrypted
98,6,443,Encrypted
99,6,40280,Unknown
100,6,443,Encrypted
101,6,40258,Unknown
102,6,40280,Unknown
103,6,43020,Unknown
104,6,443,Encrypted
105,6,443,Encrypted
106,6,443,Encrypted
107,6,37246,Unknown
108,6,37256,Unknown
109,6,43020,Unknown
110,6,443,Encrypted
111,6,443,Encrypted
112,6,40258,Unknown
113,6,37256,Unknown
114,6,443,Encrypted
115,6,40258,Unknown
116,6,40288,Unknown
117,6,443,Encrypted
118,6,443,Encrypted
119,6,40288,Unknown
120,6,443,Encrypted
121,6,40288,Unknown
122,6,443,Encrypted
123,6,40288,Unknown
124,6,443,Encrypted
125,6,40288,Unknown
126,6,443,Encrypted
127,6,40258,Unknown
128,6,46212,Unknown
129,6,443,Encrypted
130,6,46212,Unknown
131,6,443,Encrypted
132,6,46212,Unknown
133,6,443,Encrypted
