frame_no,ip_proto,dstport,encrypted
1,6,43376,Unknown
2,6,443,Encrypted
3,6,443,Encrypted
4,6,43376,Unknown
5,6,43376,Unknown
6,6,443,Encrypted
7,6,43376,Unknown
8,6,443,Encrypted
9,6,443,Encrypted
10,6,43376,Unknown
11,6,443,Encrypted
12,6,43376,Unknown
13,6,443,Encrypted
14,6,43376,Unknown
15,6,43376,Unknown
16,6,43376,Unknown
17,6,443,Encrypted
18,6,43376,Unknown
19,6,43376,Unknown
20,6,443,Encrypted
21,6,443,Encrypted
22,6,49996,Unknown
23,6,443,Encrypted
24,6,443,Encrypted
25,6,49996,Unknown
26,6,49996,Unknown
27,6,443,Encrypted
28,6,443,Encrypted
29,6,49996,Unknown
30,6,443,Encrypted
31,6,49996,Unknown
32,6,443,Encrypted
33,6,49996,Unknown
34,6,49996,Unknown
35,6,443,Encrypted
36,6,49996,Unknown
37,6,49996,Unknown
38,6,49996,Unknown
39,6,443,Encrypted
40,6,443,Encrypted
41,17,,Unknown
42,17,,Unknown
43,6,48420,Unknown
44,6,443,Encrypted
45,6,443,Encrypted
46,6,48420,Unknown
47,6,48420,Unknown
48,6,443,Encrypted
49,6,443,Encrypted
50,6,48420,Unknown
51,6,48420,Unknown
52,17,,Unknown
53,17,,Unknown
54,17,,Unknown
55,17,,Unknown
56,17,,Unknown
57,17,,Unknown
58,17,,Unknown
59,17,,Unknown
60,17,,Unknown
61,17,,Unknown
62,17,,Unknown
63,17,,Unknown
64,6,443,Encrypted
65,17,,Unknown
66,17,,Unknown
67,17,,Unknown
68,17,,Unknown
69,17,,Unknown
70,17,,Unknown
71,17,,Unknown
72,17,,Unknown
73,17,,Unknown
74,17,,Unknown
75,17,,Unknown
76,17,,Unknown
77,17,,Unknown
78,17,,Unknown
79,17,,Unknown
80,17,,Unknown
81,17,,Unknown
82,17,,Unknown
83,17,,Unknown
84,17,,Unknown
85,17,,Unknown
86,17,,Unknown
87,17,,Unknown
88,17,,Unknown
89,17,,Unknown
90,17,,Unknown
91,17,,Unknown
92,17,,Unknown
93,17,,Unknown
94,17,,Unknown
95,17,,Unknown
96,17,,Unknown
97,17,,Unknown
98,17,,Unknown
99,17,,Unknown
100,17,,Unknown
101,6,443,Encrypted
102,6,48420,Unknown
103,17,,Unknown
104,17,,Unknown
105,17,,Unknown
106,17,,Unknown
107,17,,Unknown
108,17,,Unknown
109,17,,Unknown
110,17,,Unknown
111,17,,Unknown
112,17,,Unknown
113,6,48420,Unknown
114,6,443,Encrypted
115,17,,Unknown
116,17,,Unknown
117,17,,Unknown
118,17,,Unknown
119,17,,Unknown
120,17,,Unknown
121,17,,Unknown
122,17,,Unknown
123,17,,Unknown
124,6,443,Encrypted
125,6,48420,Unknown
126,6,443,Encrypted
127,6,48420,Unknown
128,6,443,Encrypted
129,6,443,Encrypted
130,6,49996,Unknown
131,6,443,Encrypted
132,6,49996,Unknown
133,6,40584,Unknown
134,6,443,Encrypted
135,6,443,Encrypted
136,6,40584,Unknown
137,6,49996,Unknown
138,6,49996,Unknown
139,6,443,Encrypted
140,6,49996,Unknown
141,6,49996,Unknown
142,6,443,Encrypted
143,6,49996,Unknown
144,6,49996,Unknown
145,6,443,Encrypted
146,6,48420,Unknown
147,6,48420,Unknown
148,6,443,Encrypted
149,6,40584,Unknown
150,6,443,Encrypted
151,6,443,Encrypted
152,6,40584,Unknown
153,6,443,Encrypted
154,6,48420,Unknown
155,6,443,Encrypted
156,6,40584,Unknown
157,6,443,Encrypted
158,6,40584,Unknown
159,6,40584,Unknown
160,6,443,Encrypted
161,6,40584,Unknown
162,6,443,Encrypted
163,6,49996,Unknown
164,6,40584,Unknown
165,6,40584,Unknown
166,6,443,Encrypted
167,6,49996,Unknown
168,6,40584,Unknown
169,6,40584,Unknown
170,6,40584,Unknown
171,6,40584,Unknown
172,6,40584,Unknown
173,6,443,Encrypted
174,6,40584,Unknown
175,6,40584,Unknown
176,6,443,Encrypted
177,6,40584,Unknown
178,6,443,Encrypted
179,6,49996,Unknown
180,6,49996,Unknown
181,6,443,Encrypted
182,6,49996,Unknown
183,6,49996,Unknown
184,6,49996,Unknown
185,6,49996,Unknown
186,6,443,Encrypted
187,6,49996,Unknown
188,6,49996,Unknown
189,6,443,Encrypted
190,6,49996,Unknown
191,6,49996,Unknown
192,6,443,Encrypted
193,6,49996,Unknown
194,6,443,Encrypted
195,6,49996,Unknown
196,6,443,Encrypted
197,6,49996,Unknown
198,6,49996,Unknown
199,6,49996,Unknown
200,6,49996,Unknown
201,6,443,Encrypted
202,6,49996,Unknown
203,6,443,Encrypted
204,6,49996,Unknown
205,6,49996,Unknown
206,6,443,Encrypted
207,6,49996,Unknown
208,6,49996,Unknown
209,6,443,Encrypted
210,6,49996,Unknown
211,6,49996,Unknown
212,6,443,Encrypted
213,6,49996,Unknown
214,17,,Unknown
215,6,443,Encrypted
216,6,443,Encrypted
217,6,49996,Unknown
218,6,49996,Unknown
219,6,443,Encrypted
220,6,49996,Unknown
221,6,443,Encrypted
222,6,49996,Unknown
223,6,443,Encrypted
224,6,49996,Unknown
225,6,443,Encrypted
226,6,49996,Unknown
227,6,443,Encrypted
228,6,49996,Unknown
229,6,443,Encrypted
230,6,49996,Unknown
231,6,443,Encrypted
232,6,49996,Unknown
233,6,443,Encrypted
234,6,49996,Unknown
235,6,443,Encrypted
236,6,443,Encrypted
237,6,49996,Unknown
238,6,49996,Unknown
239,6,49996,Unknown
240,6,49996,Unknown
241,6,443,Encrypted
242,6,49996,Unknown
243,6,443,Encrypted
244,6,49996,Unknown
245,6,49996,Unknown
246,6,443,Encrypted
247,6,49996,Unknown
248,6,49996,Unknown
249,6,443,Encrypted
250,6,443,Encrypted
251,6,49996,Unknown
252,6,49996,Unknown
253,6,49996,Unknown
254,6,443,Encrypted
255,6,49996,Unknown
256,6,443,Encrypted
257,6,49996,Unknown
258,6,49996,Unknown
259,6,49996,Unknown
260,6,443,Encrypted
261,6,49996,Unknown
262,6,49996,Unknown
263,6,443,Encrypted
264,6,49996,Unknown
265,6,49996,Unknown
266,6,443,Encrypted
267,6,49996,Unknown
268,6,49996,Unknown
269,6,49996,Unknown
270,6,443,Encrypted
271,6,443,Encrypted
272,6,443,Encrypted
273,6,443,Encrypted
274,6,443,Encrypted
275,6,49684,Unknown
276,6,443,Encrypted
277,6,443,Encrypted
278,6,49684,Unknown
279,6,42754,Unknown
280,6,443,Encrypted
281,6,443,Encrypted
282,6,42754,Unknown
283,6,40164,Unknown
