frame_no,ip,domain
1,20.109.35.196,mymedicalguardian.com
2,20.109.35.196,mymedicalguardian.com
15,142.251.46.174,clients4.google.com
16,142.251.46.174,clients4.google.com
66,3.21.144.98,ws-us2.pusher.com
66,18.224.247.9,ws-us2.pusher.com
66,3.18.79.247,ws-us2.pusher.com
66,52.14.98.81,ws-us2.pusher.com
66,3.16.62.71,ws-us2.pusher.com
66,3.140.39.80,ws-us2.pusher.com
66,13.59.212.206,ws-us2.pusher.com
66,3.16.93.113,ws-us2.pusher.com
67,3.21.144.98,ws-us2.pusher.com
67,18.224.247.9,ws-us2.pusher.com
67,3.18.79.247,ws-us2.pusher.com
67,52.14.98.81,ws-us2.pusher.com
67,3.16.62.71,ws-us2.pusher.com
67,3.140.39.80,ws-us2.pusher.com
67,13.59.212.206,ws-us2.pusher.com
67,3.16.93.113,ws-us2.pusher.com
