frame_no,ip,domain
1,20.109.35.196,mymedicalguardian.com
2,20.109.35.196,mymedicalguardian.com
26,52.14.98.81,ws-us2.pusher.com
26,52.14.60.18,ws-us2.pusher.com
26,3.18.79.247,ws-us2.pusher.com
26,3.136.24.113,ws-us2.pusher.com
26,18.224.247.9,ws-us2.pusher.com
26,18.216.126.12,ws-us2.pusher.com
26,3.21.144.98,ws-us2.pusher.com
26,13.59.212.206,ws-us2.pusher.com
28,52.14.98.81,ws-us2.pusher.com
28,52.14.60.18,ws-us2.pusher.com
28,3.18.79.247,ws-us2.pusher.com
28,3.136.24.113,ws-us2.pusher.com
28,18.224.247.9,ws-us2.pusher.com
28,18.216.126.12,ws-us2.pusher.com
28,3.21.144.98,ws-us2.pusher.com
28,13.59.212.206,ws-us2.pusher.com
55,142.251.46.174,clients4.google.com
56,142.251.46.174,clients4.google.com
