frame_no,ip,domain
1,20.109.35.196,mymedicalguardian.com
2,20.109.35.196,mymedicalguardian.com
46,3.136.24.113,ws-us2.pusher.com
46,3.18.79.247,ws-us2.pusher.com
46,3.140.39.80,ws-us2.pusher.com
46,3.16.93.113,ws-us2.pusher.com
46,18.224.247.9,ws-us2.pusher.com
46,18.216.126.12,ws-us2.pusher.com
46,13.59.212.206,ws-us2.pusher.com
46,3.20.21.231,ws-us2.pusher.com
47,3.136.24.113,ws-us2.pusher.com
47,3.18.79.247,ws-us2.pusher.com
47,3.140.39.80,ws-us2.pusher.com
47,3.16.93.113,ws-us2.pusher.com
47,18.224.247.9,ws-us2.pusher.com
47,18.216.126.12,ws-us2.pusher.com
47,13.59.212.206,ws-us2.pusher.com
47,3.20.21.231,ws-us2.pusher.com
78,142.251.46.174,clients4.google.com
79,142.251.46.174,clients4.google.com
