frame_no,ip,domain
1,20.109.35.196,mymedicalguardian.com
2,20.109.35.196,mymedicalguardian.com
24,3.16.93.113,ws-us2.pusher.com
24,3.140.39.80,ws-us2.pusher.com
24,3.21.144.98,ws-us2.pusher.com
24,3.136.24.113,ws-us2.pusher.com
24,52.14.60.18,ws-us2.pusher.com
24,52.14.98.81,ws-us2.pusher.com
24,3.18.79.247,ws-us2.pusher.com
24,3.20.21.231,ws-us2.pusher.com
26,3.16.93.113,ws-us2.pusher.com
26,3.140.39.80,ws-us2.pusher.com
26,3.21.144.98,ws-us2.pusher.com
26,3.136.24.113,ws-us2.pusher.com
26,52.14.60.18,ws-us2.pusher.com
26,52.14.98.81,ws-us2.pusher.com
26,3.18.79.247,ws-us2.pusher.com
26,3.20.21.231,ws-us2.pusher.com
37,142.251.46.174,clients4.google.com
38,142.251.46.174,clients4.google.com
