packet_no,packet_size,protocol,source_port,destination_port,source_host,destination_host,traffic_direction_type
1,59,dns,51751,53,10.215.173.1,10.215.173.2,inbound
2,503,dns,53,51751,10.215.173.2,10.215.173.1,inbound
3,60,tcp,59488,443,10.215.173.1,3.36.173.142,outbound
4,48,tcp,443,59488,3.36.173.142,10.215.173.1,inbound
5,40,tcp,59488,443,10.215.173.1,3.36.173.142,outbound
6,552,tls,59488,443,10.215.173.1,3.36.173.142,outbound
7,45,tls,59488,443,10.215.173.1,3.36.173.142,outbound
8,40,tcp,443,59488,3.36.173.142,10.215.173.1,inbound
9,5460,tls,443,59488,3.36.173.142,10.215.173.1,inbound
10,40,tcp,59488,443,10.215.173.1,3.36.173.142,outbound
11,166,tls,59488,443,10.215.173.1,3.36.173.142,outbound
12,40,tcp,443,59488,3.36.173.142,10.215.173.1,inbound
13,211,tls,443,59488,3.36.173.142,10.215.173.1,inbound
14,308,tls,59488,443,10.215.173.1,3.36.173.142,outbound
15,40,tcp,443,59488,3.36.173.142,10.215.173.1,inbound
16,859,tls,443,59488,3.36.173.142,10.215.173.1,inbound
17,87,tls,59488,443,10.215.173.1,3.36.173.142,outbound
18,40,tcp,443,59488,3.36.173.142,10.215.173.1,inbound
19,83,tls,443,59488,3.36.173.142,10.215.173.1,inbound
20,285,tls,59488,443,10.215.173.1,3.36.173.142,outbound
21,40,tcp,443,59488,3.36.173.142,10.215.173.1,inbound
22,131,tls,443,59488,3.36.173.142,10.215.173.1,inbound
23,103,tls,59488,443,10.215.173.1,3.36.173.142,outbound
24,40,tcp,443,59488,3.36.173.142,10.215.173.1,inbound
25,60,tcp,47768,443,10.215.173.1,3.33.160.75,outbound
26,48,tcp,443,47768,3.33.160.75,10.215.173.1,inbound
27,40,tcp,47768,443,10.215.173.1,3.33.160.75,outbound
28,552,tls,47768,443,10.215.173.1,3.33.160.75,outbound
29,40,tcp,443,47768,3.33.160.75,10.215.173.1,inbound
30,45,tls,47768,443,10.215.173.1,3.33.160.75,outbound
31,40,tcp,443,47768,3.33.160.75,10.215.173.1,inbound
32,196,tls,443,47768,3.33.160.75,10.215.173.1,inbound
33,40,tcp,47768,443,10.215.173.1,3.33.160.75,outbound
34,91,tls,47768,443,10.215.173.1,3.33.160.75,outbound
35,40,tcp,443,47768,3.33.160.75,10.215.173.1,inbound
36,606,tls,47768,443,10.215.173.1,3.33.160.75,outbound
37,40,tcp,443,47768,3.33.160.75,10.215.173.1,inbound
38,109,tls,443,47768,3.33.160.75,10.215.173.1,inbound
39,78,tls,443,47768,3.33.160.75,10.215.173.1,inbound
40,40,tcp,47768,443,10.215.173.1,3.33.160.75,outbound
41,78,tls,47768,443,10.215.173.1,3.33.160.75,outbound
42,40,tcp,443,47768,3.33.160.75,10.215.173.1,inbound
43,96,tls,443,59488,3.36.173.142,10.215.173.1,inbound
44,40,tcp,59488,443,10.215.173.1,3.36.173.142,outbound
45,3144,tls,443,47768,3.33.160.75,10.215.173.1,inbound
46,40,tcp,47768,443,10.215.173.1,3.33.160.75,outbound
47,71,dns,36679,53,10.215.173.1,10.215.173.2,inbound
48,160,dns,53,36679,10.215.173.2,10.215.173.1,inbound
49,60,tcp,37690,443,10.215.173.1,110.234.25.122,outbound
50,60,tcp,37692,443,10.215.173.1,110.234.25.122,outbound
51,48,tcp,443,37690,110.234.25.122,10.215.173.1,inbound
52,40,tcp,37690,443,10.215.173.1,110.234.25.122,outbound
53,48,tcp,443,37692,110.234.25.122,10.215.173.1,inbound
54,40,tcp,37692,443,10.215.173.1,110.234.25.122,outbound
55,552,tls,37692,443,10.215.173.1,110.234.25.122,outbound
56,552,tls,37690,443,10.215.173.1,110.234.25.122,outbound
57,45,tls,37690,443,10.215.173.1,110.234.25.122,outbound
58,45,tls,37692,443,10.215.173.1,110.234.25.122,outbound
59,40,tcp,443,37690,110.234.25.122,10.215.173.1,inbound
60,40,tcp,443,37692,110.234.25.122,10.215.173.1,inbound
61,177,tls,443,37692,110.234.25.122,10.215.173.1,inbound
62,40,tcp,37692,443,10.215.173.1,110.234.25.122,outbound
63,91,tls,37692,443,10.215.173.1,110.234.25.122,outbound
64,177,tls,443,37690,110.234.25.122,10.215.173.1,inbound
65,40,tcp,443,37692,110.234.25.122,10.215.173.1,inbound
66,40,tcp,37690,443,10.215.173.1,110.234.25.122,outbound
67,352,tls,37692,443,10.215.173.1,110.234.25.122,outbound
68,40,tcp,443,37692,110.234.25.122,10.215.173.1,inbound
69,91,tls,37690,443,10.215.173.1,110.234.25.122,outbound
70,40,tcp,443,37690,110.234.25.122,10.215.173.1,inbound
71,351,tls,37690,443,10.215.173.1,110.234.25.122,outbound
72,40,tcp,443,37690,110.234.25.122,10.215.173.1,inbound
73,443,tls,443,37692,110.234.25.122,10.215.173.1,inbound
74,436,tls,443,37690,110.234.25.122,10.215.173.1,inbound
75,40,tcp,37690,443,10.215.173.1,110.234.25.122,outbound
76,40,tcp,37692,443,10.215.173.1,110.234.25.122,outbound
77,40,tcp,443,37690,110.234.25.122,10.215.173.1,inbound
78,40,tcp,443,37692,110.234.25.122,10.215.173.1,inbound
79,40,tcp,37692,443,10.215.173.1,110.234.25.122,outbound
80,40,tcp,37690,443,10.215.173.1,110.234.25.122,outbound
81,60,tcp,37698,443,10.215.173.1,110.234.25.122,outbound
82,48,tcp,443,37698,110.234.25.122,10.215.173.1,inbound
83,40,tcp,37698,443,10.215.173.1,110.234.25.122,outbound
84,552,tls,37698,443,10.215.173.1,110.234.25.122,outbound
85,75,tls,37698,443,10.215.173.1,110.234.25.122,outbound
86,40,tcp,443,37698,110.234.25.122,10.215.173.1,inbound
87,177,tls,443,37698,110.234.25.122,10.215.173.1,inbound
88,40,tcp,37698,443,10.215.173.1,110.234.25.122,outbound
89,91,tls,37698,443,10.215.173.1,110.234.25.122,outbound
90,40,tcp,443,37698,110.234.25.122,10.215.173.1,inbound
91,742,tls,37698,443,10.215.173.1,110.234.25.122,outbound
92,40,tcp,443,37698,110.234.25.122,10.215.173.1,inbound
93,8728,tls,443,37698,110.234.25.122,10.215.173.1,inbound
94,5832,tcp,443,37698,110.234.25.122,10.215.173.1,inbound
95,40,tcp,37698,443,10.215.173.1,110.234.25.122,outbound
96,2936,tls,443,37698,110.234.25.122,10.215.173.1,inbound
97,10000,tcp,443,37698,110.234.25.122,10.215.173.1,inbound
98,40,tcp,37698,443,10.215.173.1,110.234.25.122,outbound
99,1664,tcp,443,37698,110.234.25.122,10.215.173.1,inbound
100,10000,tls,443,37698,110.234.25.122,10.215.173.1,inbound
101,40,tcp,37698,443,10.215.173.1,110.234.25.122,outbound
102,4560,tcp,443,37698,110.234.25.122,10.215.173.1,inbound
103,10000,tls,443,37698,110.234.25.122,10.215.173.1,inbound
104,40,tcp,37698,443,10.215.173.1,110.234.25.122,outbound
