packet_no,packet_size,protocol,source_port,destination_port,source_host,destination_host,traffic_direction_type
1,59,dns,38846,53,10.215.173.1,10.215.173.2,inbound
2,187,dns,53,38846,10.215.173.2,10.215.173.1,inbound
3,60,tcp,53576,443,10.215.173.1,43.201.128.52,outbound
4,48,tcp,443,53576,43.201.128.52,10.215.173.1,inbound
5,40,tcp,53576,443,10.215.173.1,43.201.128.52,outbound
6,552,tls,53576,443,10.215.173.1,43.201.128.52,outbound
7,45,tls,53576,443,10.215.173.1,43.201.128.52,outbound
8,40,tcp,443,53576,43.201.128.52,10.215.173.1,inbound
9,151,tls,443,53576,43.201.128.52,10.215.173.1,inbound
10,40,tcp,53576,443,10.215.173.1,43.201.128.52,outbound
11,91,tls,443,53576,43.201.128.52,10.215.173.1,inbound
12,40,tcp,53576,443,10.215.173.1,43.201.128.52,outbound
13,91,tls,53576,443,10.215.173.1,43.201.128.52,outbound
14,40,tcp,443,53576,43.201.128.52,10.215.173.1,inbound
15,308,tls,53576,443,10.215.173.1,43.201.128.52,outbound
16,40,tcp,443,53576,43.201.128.52,10.215.173.1,inbound
17,859,tls,443,53576,43.201.128.52,10.215.173.1,inbound
18,87,tls,53576,443,10.215.173.1,43.201.128.52,outbound
19,40,tcp,443,53576,43.201.128.52,10.215.173.1,inbound
20,83,tls,443,53576,43.201.128.52,10.215.173.1,inbound
21,285,tls,53576,443,10.215.173.1,43.201.128.52,outbound
22,40,tcp,443,53576,43.201.128.52,10.215.173.1,inbound
23,131,tls,443,53576,43.201.128.52,10.215.173.1,inbound
24,103,tls,53576,443,10.215.173.1,43.201.128.52,outbound
25,40,tcp,443,53576,43.201.128.52,10.215.173.1,inbound
26,60,tcp,48218,443,10.215.173.1,3.33.160.75,outbound
27,48,tcp,443,48218,3.33.160.75,10.215.173.1,inbound
28,40,tcp,48218,443,10.215.173.1,3.33.160.75,outbound
29,552,tls,48218,443,10.215.173.1,3.33.160.75,outbound
30,45,tls,48218,443,10.215.173.1,3.33.160.75,outbound
31,40,tcp,443,48218,3.33.160.75,10.215.173.1,inbound
32,196,tls,443,48218,3.33.160.75,10.215.173.1,inbound
33,40,tcp,48218,443,10.215.173.1,3.33.160.75,outbound
34,91,tls,48218,443,10.215.173.1,3.33.160.75,outbound
35,40,tcp,443,48218,3.33.160.75,10.215.173.1,inbound
36,606,tls,48218,443,10.215.173.1,3.33.160.75,outbound
37,40,tcp,443,48218,3.33.160.75,10.215.173.1,inbound
38,118,tls,443,48218,3.33.160.75,10.215.173.1,inbound
39,78,tls,48218,443,10.215.173.1,3.33.160.75,outbound
40,40,tcp,443,48218,3.33.160.75,10.215.173.1,inbound
41,96,tls,443,53576,43.201.128.52,10.215.173.1,inbound
42,40,tcp,53576,443,10.215.173.1,43.201.128.52,outbound
43,2936,tls,443,48218,3.33.160.75,10.215.173.1,inbound
44,248,tls,443,48218,3.33.160.75,10.215.173.1,inbound
45,40,tcp,48218,443,10.215.173.1,3.33.160.75,outbound
46,71,dns,22155,53,10.215.173.1,10.215.173.2,inbound
47,160,dns,53,22155,10.215.173.2,10.215.173.1,inbound
48,60,tcp,38140,443,10.215.173.1,110.234.25.122,outbound
49,48,tcp,443,38140,110.234.25.122,10.215.173.1,inbound
50,40,tcp,38140,443,10.215.173.1,110.234.25.122,outbound
51,552,tls,38140,443,10.215.173.1,110.234.25.122,outbound
52,45,tls,38140,443,10.215.173.1,110.234.25.122,outbound
53,40,tcp,443,38140,110.234.25.122,10.215.173.1,inbound
54,177,tls,443,38140,110.234.25.122,10.215.173.1,inbound
55,40,tcp,38140,443,10.215.173.1,110.234.25.122,outbound
56,91,tls,38140,443,10.215.173.1,110.234.25.122,outbound
57,40,tcp,443,38140,110.234.25.122,10.215.173.1,inbound
58,528,tls,38140,443,10.215.173.1,110.234.25.122,outbound
59,40,tcp,443,38140,110.234.25.122,10.215.173.1,inbound
60,374,tls,443,38140,110.234.25.122,10.215.173.1,inbound
61,40,tcp,38140,443,10.215.173.1,110.234.25.122,outbound
62,87,tls,53576,443,10.215.173.1,43.201.128.52,outbound
