packet_no,packet_size,protocol,source_port,destination_port,source_host,destination_host,traffic_direction_type
1,64,dns,19391,53,10.215.173.1,10.215.173.2,inbound
2,116,dns,53,19391,10.215.173.2,10.215.173.1,inbound
3,60,tcp,55208,443,10.215.173.1,31.13.70.1,outbound
4,60,tcp,55210,443,10.215.173.1,31.13.70.1,outbound
5,60,tcp,55212,443,10.215.173.1,31.13.70.1,outbound
6,48,tcp,443,55208,31.13.70.1,10.215.173.1,inbound
7,40,tcp,55208,443,10.215.173.1,31.13.70.1,outbound
8,552,tls,55208,443,10.215.173.1,31.13.70.1,outbound
9,45,tls,55208,443,10.215.173.1,31.13.70.1,outbound
10,40,tcp,443,55208,31.13.70.1,10.215.173.1,inbound
11,48,tcp,443,55210,31.13.70.1,10.215.173.1,inbound
12,40,tcp,55210,443,10.215.173.1,31.13.70.1,outbound
13,552,tls,55210,443,10.215.173.1,31.13.70.1,outbound
14,45,tls,55210,443,10.215.173.1,31.13.70.1,outbound
15,40,tcp,443,55210,31.13.70.1,10.215.173.1,inbound
16,48,tcp,443,55212,31.13.70.1,10.215.173.1,inbound
17,40,tcp,55212,443,10.215.173.1,31.13.70.1,outbound
18,552,tls,55212,443,10.215.173.1,31.13.70.1,outbound
19,45,tls,55212,443,10.215.173.1,31.13.70.1,outbound
20,40,tcp,443,55212,31.13.70.1,10.215.173.1,inbound
21,71,dns,31740,53,10.215.173.1,10.215.173.2,inbound
22,3289,tls,443,55208,31.13.70.1,10.215.173.1,inbound
23,3289,tls,443,55210,31.13.70.1,10.215.173.1,inbound
24,40,tcp,55208,443,10.215.173.1,31.13.70.1,outbound
25,40,tcp,55210,443,10.215.173.1,31.13.70.1,outbound
26,160,dns,53,31740,10.215.173.2,10.215.173.1,inbound
27,3288,tls,443,55212,31.13.70.1,10.215.173.1,inbound
28,40,tcp,55212,443,10.215.173.1,31.13.70.1,outbound
29,104,tls,55208,443,10.215.173.1,31.13.70.1,outbound
30,40,tcp,443,55208,31.13.70.1,10.215.173.1,inbound
31,749,tls,55208,443,10.215.173.1,31.13.70.1,outbound
32,40,tcp,443,55208,31.13.70.1,10.215.173.1,inbound
33,104,tls,55212,443,10.215.173.1,31.13.70.1,outbound
34,40,tcp,443,55212,31.13.70.1,10.215.173.1,inbound
35,449,tls,55212,443,10.215.173.1,31.13.70.1,outbound
36,40,tcp,443,55212,31.13.70.1,10.215.173.1,inbound
37,60,tcp,37304,443,10.215.173.1,110.234.25.122,outbound
38,104,tls,55210,443,10.215.173.1,31.13.70.1,outbound
39,40,tcp,443,55210,31.13.70.1,10.215.173.1,inbound
40,749,tls,55210,443,10.215.173.1,31.13.70.1,outbound
41,40,tcp,443,55210,31.13.70.1,10.215.173.1,inbound
42,217,tls,443,55208,31.13.70.1,10.215.173.1,inbound
43,217,tls,443,55212,31.13.70.1,10.215.173.1,inbound
44,217,tls,443,55210,31.13.70.1,10.215.173.1,inbound
45,48,tcp,443,37304,110.234.25.122,10.215.173.1,inbound
46,40,tcp,37304,443,10.215.173.1,110.234.25.122,outbound
47,552,tls,37304,443,10.215.173.1,110.234.25.122,outbound
