packet_no,packet_size,protocol,source_port,destination_port,source_host,destination_host,traffic_direction_type
1,59,dns,59725,53,10.215.173.1,10.215.173.2,inbound
2,187,dns,53,59725,10.215.173.2,10.215.173.1,inbound
3,60,tcp,60024,443,10.215.173.1,15.164.3.45,outbound
4,48,tcp,443,60024,15.164.3.45,10.215.173.1,inbound
5,40,tcp,60024,443,10.215.173.1,15.164.3.45,outbound
6,552,tls,60024,443,10.215.173.1,15.164.3.45,outbound
7,45,tls,60024,443,10.215.173.1,15.164.3.45,outbound
8,40,tcp,443,60024,15.164.3.45,10.215.173.1,inbound
9,159,tls,443,60024,15.164.3.45,10.215.173.1,inbound
10,40,tcp,60024,443,10.215.173.1,15.164.3.45,outbound
11,2936,tls,443,60024,15.164.3.45,10.215.173.1,inbound
12,40,tcp,60024,443,10.215.173.1,15.164.3.45,outbound
13,2098,tls,443,60024,15.164.3.45,10.215.173.1,inbound
14,40,tcp,60024,443,10.215.173.1,15.164.3.45,outbound
15,387,tls,443,60024,15.164.3.45,10.215.173.1,inbound
16,40,tcp,60024,443,10.215.173.1,15.164.3.45,outbound
17,166,tls,60024,443,10.215.173.1,15.164.3.45,outbound
18,40,tcp,443,60024,15.164.3.45,10.215.173.1,inbound
19,211,tls,443,60024,15.164.3.45,10.215.173.1,inbound
20,308,tls,60024,443,10.215.173.1,15.164.3.45,outbound
21,40,tcp,443,60024,15.164.3.45,10.215.173.1,inbound
22,859,tls,443,60024,15.164.3.45,10.215.173.1,inbound
23,87,tls,60024,443,10.215.173.1,15.164.3.45,outbound
24,40,tcp,443,60024,15.164.3.45,10.215.173.1,inbound
25,83,tls,443,60024,15.164.3.45,10.215.173.1,inbound
26,285,tls,60024,443,10.215.173.1,15.164.3.45,outbound
27,40,tcp,443,60024,15.164.3.45,10.215.173.1,inbound
28,131,tls,443,60024,15.164.3.45,10.215.173.1,inbound
29,103,tls,60024,443,10.215.173.1,15.164.3.45,outbound
30,40,tcp,443,60024,15.164.3.45,10.215.173.1,inbound
31,60,tcp,48274,443,10.215.173.1,3.33.160.75,outbound
32,48,tcp,443,48274,3.33.160.75,10.215.173.1,inbound
33,40,tcp,48274,443,10.215.173.1,3.33.160.75,outbound
34,552,tls,48274,443,10.215.173.1,3.33.160.75,outbound
35,45,tls,48274,443,10.215.173.1,3.33.160.75,outbound
36,40,tcp,443,48274,3.33.160.75,10.215.173.1,inbound
37,196,tls,443,48274,3.33.160.75,10.215.173.1,inbound
38,40,tcp,48274,443,10.215.173.1,3.33.160.75,outbound
39,91,tls,48274,443,10.215.173.1,3.33.160.75,outbound
40,40,tcp,443,48274,3.33.160.75,10.215.173.1,inbound
41,606,tls,48274,443,10.215.173.1,3.33.160.75,outbound
42,40,tcp,443,48274,3.33.160.75,10.215.173.1,inbound
43,118,tls,443,48274,3.33.160.75,10.215.173.1,inbound
44,78,tls,48274,443,10.215.173.1,3.33.160.75,outbound
45,40,tcp,443,48274,3.33.160.75,10.215.173.1,inbound
46,96,tls,443,60024,15.164.3.45,10.215.173.1,inbound
47,40,tcp,60024,443,10.215.173.1,15.164.3.45,outbound
48,2936,tls,443,48274,3.33.160.75,10.215.173.1,inbound
49,248,tls,443,48274,3.33.160.75,10.215.173.1,inbound
50,40,tcp,48274,443,10.215.173.1,3.33.160.75,outbound
51,71,dns,28992,53,10.215.173.1,10.215.173.2,inbound
52,160,dns,53,28992,10.215.173.2,10.215.173.1,inbound
53,60,tcp,38196,443,10.215.173.1,110.234.25.122,outbound
54,48,tcp,443,38196,110.234.25.122,10.215.173.1,inbound
55,40,tcp,38196,443,10.215.173.1,110.234.25.122,outbound
56,552,tls,38196,443,10.215.173.1,110.234.25.122,outbound
57,40,tcp,443,38196,110.234.25.122,10.215.173.1,inbound
58,45,tls,38196,443,10.215.173.1,110.234.25.122,outbound
59,40,tcp,443,38196,110.234.25.122,10.215.173.1,inbound
60,177,tls,443,38196,110.234.25.122,10.215.173.1,inbound
61,40,tcp,38196,443,10.215.173.1,110.234.25.122,outbound
62,91,tls,38196,443,10.215.173.1,110.234.25.122,outbound
63,40,tcp,443,38196,110.234.25.122,10.215.173.1,inbound
64,528,tls,38196,443,10.215.173.1,110.234.25.122,outbound
65,40,tcp,443,38196,110.234.25.122,10.215.173.1,inbound
66,374,tls,443,38196,110.234.25.122,10.215.173.1,inbound
67,40,tcp,38196,443,10.215.173.1,110.234.25.122,outbound
68,87,tls,60024,443,10.215.173.1,15.164.3.45,outbound
