packet_no,packet_size,protocol,source_port,destination_port,source_host,destination_host,traffic_direction_type
1,59,dns,51986,53,10.215.173.1,10.215.173.2,inbound
2,503,dns,53,51986,10.215.173.2,10.215.173.1,inbound
3,60,tcp,54732,443,10.215.173.1,15.165.125.158,outbound
4,48,tcp,443,54732,15.165.125.158,10.215.173.1,inbound
5,40,tcp,54732,443,10.215.173.1,15.165.125.158,outbound
6,552,tls,54732,443,10.215.173.1,15.165.125.158,outbound
7,40,tcp,443,54732,15.165.125.158,10.215.173.1,inbound
8,45,tls,54732,443,10.215.173.1,15.165.125.158,outbound
9,40,tcp,443,54732,15.165.125.158,10.215.173.1,inbound
10,159,tls,443,54732,15.165.125.158,10.215.173.1,inbound
11,40,tcp,54732,443,10.215.173.1,15.165.125.158,outbound
12,4994,tls,443,54732,15.165.125.158,10.215.173.1,inbound
13,40,tcp,54732,443,10.215.173.1,15.165.125.158,outbound
14,387,tls,443,54732,15.165.125.158,10.215.173.1,inbound
15,40,tcp,54732,443,10.215.173.1,15.165.125.158,outbound
16,166,tls,54732,443,10.215.173.1,15.165.125.158,outbound
17,40,tcp,443,54732,15.165.125.158,10.215.173.1,inbound
18,211,tls,443,54732,15.165.125.158,10.215.173.1,inbound
19,308,tls,54732,443,10.215.173.1,15.165.125.158,outbound
20,40,tcp,443,54732,15.165.125.158,10.215.173.1,inbound
21,859,tls,443,54732,15.165.125.158,10.215.173.1,inbound
22,87,tls,54732,443,10.215.173.1,15.165.125.158,outbound
23,40,tcp,443,54732,15.165.125.158,10.215.173.1,inbound
24,83,tls,443,54732,15.165.125.158,10.215.173.1,inbound
25,285,tls,54732,443,10.215.173.1,15.165.125.158,outbound
26,40,tcp,443,54732,15.165.125.158,10.215.173.1,inbound
27,131,tls,443,54732,15.165.125.158,10.215.173.1,inbound
28,103,tls,54732,443,10.215.173.1,15.165.125.158,outbound
29,40,tcp,443,54732,15.165.125.158,10.215.173.1,inbound
30,60,tcp,47696,443,10.215.173.1,3.33.160.75,outbound
31,48,tcp,443,47696,3.33.160.75,10.215.173.1,inbound
32,40,tcp,47696,443,10.215.173.1,3.33.160.75,outbound
33,552,tls,47696,443,10.215.173.1,3.33.160.75,outbound
34,45,tls,47696,443,10.215.173.1,3.33.160.75,outbound
35,40,tcp,443,47696,3.33.160.75,10.215.173.1,inbound
36,196,tls,443,47696,3.33.160.75,10.215.173.1,inbound
37,40,tcp,47696,443,10.215.173.1,3.33.160.75,outbound
38,91,tls,47696,443,10.215.173.1,3.33.160.75,outbound
39,40,tcp,443,47696,3.33.160.75,10.215.173.1,inbound
40,606,tls,47696,443,10.215.173.1,3.33.160.75,outbound
41,40,tcp,443,47696,3.33.160.75,10.215.173.1,inbound
42,118,tls,443,47696,3.33.160.75,10.215.173.1,inbound
43,78,tls,47696,443,10.215.173.1,3.33.160.75,outbound
44,40,tcp,443,47696,3.33.160.75,10.215.173.1,inbound
45,96,tls,443,54732,15.165.125.158,10.215.173.1,inbound
46,40,tcp,54732,443,10.215.173.1,15.165.125.158,outbound
47,3110,tls,443,47696,3.33.160.75,10.215.173.1,inbound
48,40,tcp,47696,443,10.215.173.1,3.33.160.75,outbound
49,71,dns,26734,53,10.215.173.1,10.215.173.2,inbound
50,160,dns,53,26734,10.215.173.2,10.215.173.1,inbound
51,60,tcp,37618,443,10.215.173.1,110.234.25.122,outbound
52,60,tcp,37620,443,10.215.173.1,110.234.25.122,outbound
53,48,tcp,443,37618,110.234.25.122,10.215.173.1,inbound
54,40,tcp,37618,443,10.215.173.1,110.234.25.122,outbound
55,48,tcp,443,37620,110.234.25.122,10.215.173.1,inbound
56,40,tcp,37620,443,10.215.173.1,110.234.25.122,outbound
57,552,tls,37618,443,10.215.173.1,110.234.25.122,outbound
58,552,tls,37620,443,10.215.173.1,110.234.25.122,outbound
59,45,tls,37620,443,10.215.173.1,110.234.25.122,outbound
60,45,tls,37618,443,10.215.173.1,110.234.25.122,outbound
61,40,tcp,443,37618,110.234.25.122,10.215.173.1,inbound
62,40,tcp,443,37620,110.234.25.122,10.215.173.1,inbound
63,177,tls,443,37620,110.234.25.122,10.215.173.1,inbound
64,40,tcp,37620,443,10.215.173.1,110.234.25.122,outbound
65,91,tls,37620,443,10.215.173.1,110.234.25.122,outbound
66,40,tcp,443,37620,110.234.25.122,10.215.173.1,inbound
67,352,tls,37620,443,10.215.173.1,110.234.25.122,outbound
68,40,tcp,443,37620,110.234.25.122,10.215.173.1,inbound
69,177,tls,443,37618,110.234.25.122,10.215.173.1,inbound
70,40,tcp,37618,443,10.215.173.1,110.234.25.122,outbound
71,91,tls,37618,443,10.215.173.1,110.234.25.122,outbound
72,40,tcp,443,37618,110.234.25.122,10.215.173.1,inbound
73,351,tls,37618,443,10.215.173.1,110.234.25.122,outbound
74,40,tcp,443,37618,110.234.25.122,10.215.173.1,inbound
75,436,tls,443,37618,110.234.25.122,10.215.173.1,inbound
76,443,tls,443,37620,110.234.25.122,10.215.173.1,inbound
77,40,tcp,37618,443,10.215.173.1,110.234.25.122,outbound
78,40,tcp,37620,443,10.215.173.1,110.234.25.122,outbound
79,40,tcp,443,37618,110.234.25.122,10.215.173.1,inbound
80,40,tcp,443,37620,110.234.25.122,10.215.173.1,inbound
81,40,tcp,37620,443,10.215.173.1,110.234.25.122,outbound
82,40,tcp,37618,443,10.215.173.1,110.234.25.122,outbound
83,60,tcp,37626,443,10.215.173.1,110.234.25.122,outbound
84,48,tcp,443,37626,110.234.25.122,10.215.173.1,inbound
85,40,tcp,37626,443,10.215.173.1,110.234.25.122,outbound
86,552,tls,37626,443,10.215.173.1,110.234.25.122,outbound
87,75,tls,37626,443,10.215.173.1,110.234.25.122,outbound
88,40,tcp,443,37626,110.234.25.122,10.215.173.1,inbound
89,177,tls,443,37626,110.234.25.122,10.215.173.1,inbound
90,40,tcp,37626,443,10.215.173.1,110.234.25.122,outbound
91,91,tls,37626,443,10.215.173.1,110.234.25.122,outbound
92,742,tls,37626,443,10.215.173.1,110.234.25.122,outbound
93,40,tcp,443,37626,110.234.25.122,10.215.173.1,inbound
94,2936,tls,443,37626,110.234.25.122,10.215.173.1,inbound
95,10000,tcp,443,37626,110.234.25.122,10.215.173.1,inbound
96,40,tcp,37626,443,10.215.173.1,110.234.25.122,outbound
97,1664,tcp,443,37626,110.234.25.122,10.215.173.1,inbound
98,10000,tls,443,37626,110.234.25.122,10.215.173.1,inbound
99,40,tcp,37626,443,10.215.173.1,110.234.25.122,outbound
100,4560,tcp,443,37626,110.234.25.122,10.215.173.1,inbound
101,2936,tcp,443,37626,110.234.25.122,10.215.173.1,inbound
102,8728,tls,443,37626,110.234.25.122,10.215.173.1,inbound
103,40,tcp,37626,443,10.215.173.1,110.234.25.122,outbound
104,2936,tcp,443,37626,110.234.25.122,10.215.173.1,inbound
105,2936,tcp,443,37626,110.234.25.122,10.215.173.1,inbound
106,40,tcp,37626,443,10.215.173.1,110.234.25.122,outbound
107,10000,tls,443,37626,110.234.25.122,10.215.173.1,inbound
108,1664,tcp,443,37626,110.234.25.122,10.215.173.1,inbound
109,40,tcp,37626,443,10.215.173.1,110.234.25.122,outbound
110,4879,tls,443,37626,110.234.25.122,10.215.173.1,inbound
111,680,tls,37626,443,10.215.173.1,110.234.25.122,outbound
112,40,tcp,443,37626,110.234.25.122,10.215.173.1,inbound
113,553,tls,443,37626,110.234.25.122,10.215.173.1,inbound
