packet_no,packet_size,protocol,source_port,destination_port,source_host,destination_host,traffic_direction_type
1,59,dns,38125,53,10.215.173.1,10.215.173.2,inbound
2,187,dns,53,38125,10.215.173.2,10.215.173.1,inbound
3,60,tcp,59764,443,10.215.173.1,15.164.3.45,outbound
4,48,tcp,443,59764,15.164.3.45,10.215.173.1,inbound
5,40,tcp,59764,443,10.215.173.1,15.164.3.45,outbound
6,552,tls,59764,443,10.215.173.1,15.164.3.45,outbound
7,45,tls,59764,443,10.215.173.1,15.164.3.45,outbound
8,40,tcp,443,59764,15.164.3.45,10.215.173.1,inbound
9,159,tls,443,59764,15.164.3.45,10.215.173.1,inbound
10,40,tcp,59764,443,10.215.173.1,15.164.3.45,outbound
11,5332,tls,443,59764,15.164.3.45,10.215.173.1,inbound
12,40,tcp,59764,443,10.215.173.1,15.164.3.45,outbound
13,49,tls,443,59764,15.164.3.45,10.215.173.1,inbound
14,40,tcp,59764,443,10.215.173.1,15.164.3.45,outbound
15,166,tls,59764,443,10.215.173.1,15.164.3.45,outbound
16,40,tcp,443,59764,15.164.3.45,10.215.173.1,inbound
17,211,tls,443,59764,15.164.3.45,10.215.173.1,inbound
18,308,tls,59764,443,10.215.173.1,15.164.3.45,outbound
19,40,tcp,443,59764,15.164.3.45,10.215.173.1,inbound
20,859,tls,443,59764,15.164.3.45,10.215.173.1,inbound
21,87,tls,59764,443,10.215.173.1,15.164.3.45,outbound
22,40,tcp,443,59764,15.164.3.45,10.215.173.1,inbound
23,83,tls,443,59764,15.164.3.45,10.215.173.1,inbound
24,285,tls,59764,443,10.215.173.1,15.164.3.45,outbound
25,40,tcp,443,59764,15.164.3.45,10.215.173.1,inbound
26,131,tls,443,59764,15.164.3.45,10.215.173.1,inbound
27,103,tls,59764,443,10.215.173.1,15.164.3.45,outbound
28,40,tcp,443,59764,15.164.3.45,10.215.173.1,inbound
29,60,tcp,48014,443,10.215.173.1,3.33.160.75,outbound
30,48,tcp,443,48014,3.33.160.75,10.215.173.1,inbound
31,40,tcp,48014,443,10.215.173.1,3.33.160.75,outbound
32,552,tls,48014,443,10.215.173.1,3.33.160.75,outbound
33,45,tls,48014,443,10.215.173.1,3.33.160.75,outbound
34,40,tcp,443,48014,3.33.160.75,10.215.173.1,inbound
35,196,tls,443,48014,3.33.160.75,10.215.173.1,inbound
36,40,tcp,48014,443,10.215.173.1,3.33.160.75,outbound
37,91,tls,48014,443,10.215.173.1,3.33.160.75,outbound
38,40,tcp,443,48014,3.33.160.75,10.215.173.1,inbound
39,606,tls,48014,443,10.215.173.1,3.33.160.75,outbound
40,40,tcp,443,48014,3.33.160.75,10.215.173.1,inbound
41,118,tls,443,48014,3.33.160.75,10.215.173.1,inbound
42,78,tls,48014,443,10.215.173.1,3.33.160.75,outbound
43,40,tcp,443,48014,3.33.160.75,10.215.173.1,inbound
44,96,tls,443,59764,15.164.3.45,10.215.173.1,inbound
45,40,tcp,59764,443,10.215.173.1,15.164.3.45,outbound
46,3144,tls,443,48014,3.33.160.75,10.215.173.1,inbound
47,40,tcp,48014,443,10.215.173.1,3.33.160.75,outbound
48,71,dns,64262,53,10.215.173.1,10.215.173.2,inbound
49,160,dns,53,64262,10.215.173.2,10.215.173.1,inbound
50,60,tcp,37936,443,10.215.173.1,110.234.25.122,outbound
51,60,tcp,37938,443,10.215.173.1,110.234.25.122,outbound
52,48,tcp,443,37936,110.234.25.122,10.215.173.1,inbound
53,40,tcp,37936,443,10.215.173.1,110.234.25.122,outbound
54,48,tcp,443,37938,110.234.25.122,10.215.173.1,inbound
55,40,tcp,37938,443,10.215.173.1,110.234.25.122,outbound
56,552,tls,37938,443,10.215.173.1,110.234.25.122,outbound
57,552,tls,37936,443,10.215.173.1,110.234.25.122,outbound
58,45,tls,37936,443,10.215.173.1,110.234.25.122,outbound
59,45,tls,37938,443,10.215.173.1,110.234.25.122,outbound
60,40,tcp,443,37936,110.234.25.122,10.215.173.1,inbound
61,40,tcp,443,37938,110.234.25.122,10.215.173.1,inbound
62,177,tls,443,37936,110.234.25.122,10.215.173.1,inbound
63,177,tls,443,37938,110.234.25.122,10.215.173.1,inbound
64,40,tcp,37936,443,10.215.173.1,110.234.25.122,outbound
65,40,tcp,37938,443,10.215.173.1,110.234.25.122,outbound
66,91,tls,37936,443,10.215.173.1,110.234.25.122,outbound
67,91,tls,37938,443,10.215.173.1,110.234.25.122,outbound
68,40,tcp,443,37936,110.234.25.122,10.215.173.1,inbound
69,40,tcp,443,37938,110.234.25.122,10.215.173.1,inbound
70,352,tls,37936,443,10.215.173.1,110.234.25.122,outbound
71,351,tls,37938,443,10.215.173.1,110.234.25.122,outbound
72,40,tcp,443,37936,110.234.25.122,10.215.173.1,inbound
73,40,tcp,443,37938,110.234.25.122,10.215.173.1,inbound
74,443,tls,443,37936,110.234.25.122,10.215.173.1,inbound
75,436,tls,443,37938,110.234.25.122,10.215.173.1,inbound
76,40,tcp,37938,443,10.215.173.1,110.234.25.122,outbound
77,40,tcp,37936,443,10.215.173.1,110.234.25.122,outbound
78,352,tls,37936,443,10.215.173.1,110.234.25.122,outbound
79,40,tcp,443,37936,110.234.25.122,10.215.173.1,inbound
80,442,tls,443,37936,110.234.25.122,10.215.173.1,inbound
81,40,tcp,37936,443,10.215.173.1,110.234.25.122,outbound
82,87,tls,59764,443,10.215.173.1,15.164.3.45,outbound
