frame_no,ip_proto,dstport,encrypted
1,17,,Unknown
2,17,,Unknown
3,17,,Unknown
4,6,443,Encrypted
5,6,443,Encrypted
6,6,443,Encrypted
7,6,443,Encrypted
8,17,,Unknown
9,6,443,Encrypted
10,6,443,Encrypted
11,6,443,Encrypted
12,6,443,Encrypted
13,6,443,Encrypted
14,6,51294,Unknown
15,6,443,Encrypted
16,6,51298,Unknown
17,6,443,Encrypted
18,6,443,Encrypted
19,6,443,Encrypted
20,6,443,Encrypted
21,6,443,Encrypted
22,6,51294,Unknown
23,6,51298,Unknown
24,6,51296,Unknown
25,6,443,Encrypted
26,6,51300,Unknown
27,6,443,Encrypted
28,6,443,Encrypted
29,6,443,Encrypted
30,6,443,Encrypted
31,6,443,Encrypted
32,6,51296,Unknown
33,6,51300,Unknown
34,6,51310,Unknown
35,6,443,Encrypted
36,6,51312,Unknown
37,6,443,Encrypted
38,6,51314,Unknown
39,6,443,Encrypted
40,6,443,Encrypted
41,6,443,Encrypted
42,6,443,Encrypted
43,6,443,Encrypted
44,6,443,Encrypted
45,6,443,Encrypted
46,6,51310,Unknown
47,6,51312,Unknown
48,6,51314,Unknown
49,6,51316,Unknown
50,6,443,Encrypted
51,6,51320,Unknown
52,6,443,Encrypted
53,6,443,Encrypted
54,6,443,Encrypted
55,6,443,Encrypted
56,6,443,Encrypted
57,6,51316,Unknown
58,6,51320,Unknown
59,6,51298,Unknown
60,6,443,Encrypted
61,6,51298,Unknown
62,6,443,Encrypted
63,6,51298,Unknown
64,6,443,Encrypted
65,6,443,Encrypted
66,6,51298,Unknown
67,6,51294,Unknown
68,6,443,Encrypted
69,6,443,Encrypted
70,6,51298,Unknown
71,6,443,Encrypted
72,6,51298,Unknown
73,6,443,Encrypted
74,6,51298,Unknown
75,6,443,Encrypted
76,6,51294,Unknown
77,6,51298,Unknown
78,6,443,Encrypted
79,6,51294,Unknown
80,6,443,Encrypted
81,6,443,Encrypted
82,6,51294,Unknown
83,6,443,Encrypted
84,6,51294,Unknown
85,6,443,Encrypted
86,6,51294,Unknown
87,6,443,Encrypted
88,6,51294,Unknown
89,6,443,Encrypted
90,6,51294,Unknown
91,6,443,Encrypted
92,6,51294,Unknown
93,6,443,Encrypted
94,6,51298,Unknown
95,6,51296,Unknown
96,6,443,Encrypted
97,6,51296,Unknown
98,6,443,Encrypted
99,6,51296,Unknown
100,6,443,Encrypted
101,6,51300,Unknown
102,6,443,Encrypted
103,6,51300,Unknown
104,6,443,Encrypted
105,6,443,Encrypted
106,6,51296,Unknown
107,6,443,Encrypted
108,6,51296,Unknown
109,6,51300,Unknown
110,6,443,Encrypted
111,6,443,Encrypted
112,6,51296,Unknown
113,6,443,Encrypted
114,6,51296,Unknown
115,6,443,Encrypted
116,6,51296,Unknown
117,6,443,Encrypted
118,6,51296,Unknown
119,6,443,Encrypted
120,6,51298,Unknown
121,6,443,Encrypted
122,6,51300,Unknown
123,6,443,Encrypted
124,6,51300,Unknown
125,6,443,Encrypted
126,6,51300,Unknown
127,6,443,Encrypted
128,6,51300,Unknown
129,6,443,Encrypted
130,6,51300,Unknown
131,6,443,Encrypted
132,6,51298,Unknown
