frame_no,ip_proto,dstport,encrypted
1,17,,Unknown
2,17,,Unknown
3,17,,Unknown
4,6,443,Encrypted
5,6,443,Encrypted
6,6,443,Encrypted
7,6,443,Encrypted
8,17,,Unknown
9,6,443,Encrypted
10,6,443,Encrypted
11,6,443,Encrypted
12,6,443,Encrypted
13,6,443,Encrypted
14,6,57746,Unknown
15,6,443,Encrypted
16,6,57748,Unknown
17,6,443,Encrypted
18,6,443,Encrypted
19,6,443,Encrypted
20,6,57746,Unknown
21,6,443,Encrypted
22,6,443,Encrypted
23,6,57748,Unknown
24,6,57752,Unknown
25,6,443,Encrypted
26,6,443,Encrypted
27,6,443,Encrypted
28,6,57752,Unknown
29,6,57754,Unknown
30,6,443,Encrypted
31,6,443,Encrypted
32,6,443,Encrypted
33,6,57754,Unknown
34,6,49924,Unknown
35,6,443,Encrypted
36,6,49922,Unknown
37,6,443,Encrypted
38,6,443,Encrypted
39,6,443,Encrypted
40,6,443,Encrypted
41,6,443,Encrypted
42,6,49922,Unknown
43,6,49924,Unknown
44,6,49926,Unknown
45,6,443,Encrypted
46,6,443,Encrypted
47,6,443,Encrypted
48,6,49926,Unknown
49,6,49928,Unknown
50,6,443,Encrypted
51,6,443,Encrypted
52,6,443,Encrypted
53,6,49928,Unknown
54,6,49930,Unknown
55,6,443,Encrypted
56,6,443,Encrypted
57,6,443,Encrypted
58,6,49930,Unknown
59,6,57748,Unknown
60,6,443,Encrypted
61,6,57746,Unknown
62,6,57748,Unknown
63,6,443,Encrypted
64,6,443,Encrypted
65,6,443,Encrypted
66,6,443,Encrypted
67,6,443,Encrypted
68,6,57748,Unknown
69,6,57746,Unknown
70,6,57748,Unknown
71,6,57752,Unknown
72,6,57754,Unknown
73,6,443,Encrypted
74,6,443,Encrypted
75,6,443,Encrypted
76,6,443,Encrypted
77,6,57752,Unknown
78,6,443,Encrypted
79,6,443,Encrypted
80,6,443,Encrypted
81,6,57754,Unknown
82,6,57746,Unknown
83,6,57752,Unknown
84,6,57754,Unknown
85,6,49922,Unknown
86,6,49924,Unknown
87,6,49926,Unknown
88,6,443,Encrypted
89,6,443,Encrypted
90,6,443,Encrypted
91,6,443,Encrypted
92,6,443,Encrypted
93,6,57746,Unknown
94,6,49922,Unknown
95,6,443,Encrypted
96,6,49922,Unknown
97,6,443,Encrypted
98,6,49924,Unknown
99,6,443,Encrypted
100,6,49926,Unknown
101,6,49928,Unknown
102,6,443,Encrypted
103,6,443,Encrypted
104,6,443,Encrypted
105,6,49924,Unknown
106,6,49926,Unknown
107,6,443,Encrypted
108,6,443,Encrypted
109,6,49924,Unknown
110,6,49926,Unknown
111,6,443,Encrypted
112,6,49926,Unknown
113,6,443,Encrypted
114,6,49924,Unknown
115,6,443,Encrypted
116,6,49924,Unknown
117,6,443,Encrypted
118,6,49926,Unknown
119,6,443,Encrypted
120,6,49922,Unknown
121,6,49928,Unknown
122,6,443,Encrypted
123,6,443,Encrypted
124,6,49922,Unknown
125,6,49928,Unknown
126,6,49930,Unknown
127,6,443,Encrypted
128,6,443,Encrypted
129,6,443,Encrypted
130,6,49928,Unknown
131,6,443,Encrypted
132,6,49928,Unknown
