frame_no,ip_proto,dstport,encrypted
1,17,,Unknown
2,17,,Unknown
3,17,,Unknown
4,17,,Unknown
5,6,443,Encrypted
6,6,443,Encrypted
7,6,443,Encrypted
8,6,443,Encrypted
9,6,443,Encrypted
10,6,443,Encrypted
11,6,443,Encrypted
12,6,443,Encrypted
13,6,443,Encrypted
14,6,59510,Unknown
15,6,443,Encrypted
16,6,443,Encrypted
17,6,443,Encrypted
18,6,59510,Unknown
19,6,59514,Unknown
20,6,443,Encrypted
21,6,443,Encrypted
22,6,443,Encrypted
23,6,59514,Unknown
24,6,59512,Unknown
25,6,443,Encrypted
26,6,59516,Unknown
27,6,443,Encrypted
28,6,59518,Unknown
29,6,443,Encrypted
30,6,443,Encrypted
31,6,443,Encrypted
32,6,443,Encrypted
33,6,443,Encrypted
34,6,443,Encrypted
35,6,443,Encrypted
36,6,59512,Unknown
37,6,59516,Unknown
38,6,59518,Unknown
39,6,59524,Unknown
40,6,443,Encrypted
41,6,59520,Unknown
42,6,443,Encrypted
43,6,443,Encrypted
44,6,443,Encrypted
45,6,443,Encrypted
46,6,443,Encrypted
47,6,59520,Unknown
48,6,59524,Unknown
49,6,59526,Unknown
50,6,443,Encrypted
51,6,443,Encrypted
52,6,443,Encrypted
53,6,59526,Unknown
54,6,59528,Unknown
55,6,443,Encrypted
56,6,443,Encrypted
57,6,443,Encrypted
58,6,59528,Unknown
59,6,59510,Unknown
60,6,443,Encrypted
61,6,59510,Unknown
62,6,443,Encrypted
63,6,443,Encrypted
64,6,59510,Unknown
65,6,443,Encrypted
66,6,59510,Unknown
67,6,443,Encrypted
68,6,59510,Unknown
69,6,443,Encrypted
70,6,59510,Unknown
71,6,443,Encrypted
72,6,59510,Unknown
73,6,59514,Unknown
74,6,443,Encrypted
75,6,59516,Unknown
76,6,443,Encrypted
77,6,59518,Unknown
78,6,443,Encrypted
79,6,59516,Unknown
80,6,443,Encrypted
81,6,59518,Unknown
82,6,443,Encrypted
83,6,443,Encrypted
84,6,443,Encrypted
85,6,443,Encrypted
86,6,59518,Unknown
87,6,59514,Unknown
88,6,59516,Unknown
89,6,59518,Unknown
90,6,59524,Unknown
91,6,443,Encrypted
92,6,443,Encrypted
93,6,443,Encrypted
94,6,443,Encrypted
95,6,443,Encrypted
96,6,59514,Unknown
97,6,443,Encrypted
98,6,443,Encrypted
99,6,443,Encrypted
100,6,59524,Unknown
101,6,59510,Unknown
102,6,59512,Unknown
103,6,59514,Unknown
104,6,59516,Unknown
105,6,59520,Unknown
106,6,59524,Unknown
107,6,443,Encrypted
108,6,443,Encrypted
109,6,443,Encrypted
110,6,443,Encrypted
111,6,443,Encrypted
112,6,59512,Unknown
113,6,59510,Unknown
114,6,59512,Unknown
115,6,443,Encrypted
116,6,59510,Unknown
117,6,59520,Unknown
118,6,443,Encrypted
119,6,443,Encrypted
120,6,59520,Unknown
121,6,59526,Unknown
122,6,443,Encrypted
123,6,443,Encrypted
124,6,59520,Unknown
125,6,443,Encrypted
126,6,59520,Unknown
127,6,443,Encrypted
128,6,59520,Unknown
129,6,443,Encrypted
130,6,59516,Unknown
131,6,59526,Unknown
132,6,443,Encrypted
