frame_no,ip_proto,dstport,encrypted
1,17,,Unknown
2,17,,Unknown
3,17,,Unknown
4,17,,Unknown
5,6,443,Encrypted
6,6,443,Encrypted
7,6,443,Encrypted
8,6,443,Encrypted
9,6,443,Encrypted
10,6,443,Encrypted
11,6,443,Encrypted
12,6,443,Encrypted
13,6,443,Encrypted
14,6,50266,Unknown
15,6,443,Encrypted
16,6,443,Encrypted
17,6,443,Encrypted
18,6,50266,Unknown
19,6,50268,Unknown
20,6,443,Encrypted
21,6,443,Encrypted
22,6,443,Encrypted
23,6,50268,Unknown
24,6,50270,Unknown
25,6,443,Encrypted
26,6,50272,Unknown
27,6,443,Encrypted
28,6,443,Encrypted
29,6,443,Encrypted
30,6,443,Encrypted
31,6,443,Encrypted
32,6,50270,Unknown
33,6,50272,Unknown
34,6,50274,Unknown
35,6,443,Encrypted
36,6,50276,Unknown
37,6,443,Encrypted
38,6,443,Encrypted
39,6,443,Encrypted
40,6,443,Encrypted
41,6,443,Encrypted
42,6,50274,Unknown
43,6,50276,Unknown
44,6,50280,Unknown
45,6,50282,Unknown
46,6,443,Encrypted
47,6,443,Encrypted
48,6,443,Encrypted
49,6,443,Encrypted
50,6,443,Encrypted
51,6,443,Encrypted
52,6,50280,Unknown
53,6,50282,Unknown
54,6,50284,Unknown
55,6,443,Encrypted
56,6,443,Encrypted
57,6,443,Encrypted
58,6,50284,Unknown
59,6,50266,Unknown
60,6,443,Encrypted
61,6,50266,Unknown
62,6,443,Encrypted
63,6,50268,Unknown
64,6,443,Encrypted
65,6,443,Encrypted
66,6,50268,Unknown
67,6,443,Encrypted
68,6,50268,Unknown
69,6,443,Encrypted
70,6,50268,Unknown
71,6,443,Encrypted
72,6,50266,Unknown
73,6,50272,Unknown
74,6,443,Encrypted
75,6,50272,Unknown
76,6,443,Encrypted
77,6,443,Encrypted
78,6,50266,Unknown
79,6,443,Encrypted
80,6,50266,Unknown
81,6,443,Encrypted
82,6,50266,Unknown
83,6,50272,Unknown
84,6,443,Encrypted
85,6,443,Encrypted
86,6,50266,Unknown
87,6,50270,Unknown
88,6,443,Encrypted
89,6,50276,Unknown
90,6,443,Encrypted
91,6,443,Encrypted
92,6,50274,Unknown
93,6,50276,Unknown
94,6,50280,Unknown
95,6,50282,Unknown
96,6,443,Encrypted
97,6,50276,Unknown
98,6,443,Encrypted
99,6,443,Encrypted
100,6,443,Encrypted
101,6,443,Encrypted
102,6,443,Encrypted
103,6,50274,Unknown
104,6,443,Encrypted
105,6,443,Encrypted
106,6,50280,Unknown
107,6,443,Encrypted
108,6,443,Encrypted
109,6,50266,Unknown
110,6,50268,Unknown
111,6,50274,Unknown
112,6,50280,Unknown
113,6,50284,Unknown
114,6,443,Encrypted
115,6,443,Encrypted
116,6,50266,Unknown
117,6,443,Encrypted
118,6,443,Encrypted
119,6,50282,Unknown
120,6,443,Encrypted
121,6,50266,Unknown
122,6,50282,Unknown
123,6,443,Encrypted
124,6,50284,Unknown
125,6,443,Encrypted
126,6,50284,Unknown
127,6,443,Encrypted
128,6,50284,Unknown
129,6,443,Encrypted
130,6,50284,Unknown
131,6,443,Encrypted
132,6,50268,Unknown
133,6,50268,Unknown
134,6,50266,Unknown
135,6,50268,Unknown
136,6,443,Encrypted
137,6,443,Encrypted
138,6,50266,Unknown
139,6,443,Encrypted
140,6,50268,Unknown
141,6,50266,Unknown
142,6,50268,Unknown
143,6,50268,Unknown
144,6,443,Encrypted
145,6,50276,Unknown
146,6,443,Encrypted
147,6,50276,Unknown
148,6,50266,Unknown
149,6,443,Encrypted
150,6,50266,Unknown
151,6,50270,Unknown
152,6,443,Encrypted
153,6,443,Encrypted
154,6,443,Encrypted
155,6,50270,Unknown
156,6,50266,Unknown
157,6,50268,Unknown
158,6,50270,Unknown
159,6,50284,Unknown
160,6,443,Encrypted
161,6,443,Encrypted
162,6,50284,Unknown
163,6,443,Encrypted
164,6,50268,Unknown
165,6,50268,Unknown
166,6,443,Encrypted
167,6,50272,Unknown
168,6,443,Encrypted
169,6,443,Encrypted
170,6,50272,Unknown
171,6,443,Encrypted
172,6,50272,Unknown
173,6,443,Encrypted
174,6,50272,Unknown
175,6,443,Encrypted
176,6,50272,Unknown
177,6,443,Encrypted
178,6,50272,Unknown
179,6,443,Encrypted
180,6,50272,Unknown
181,6,443,Encrypted
182,6,50268,Unknown
183,6,50272,Unknown
184,6,443,Encrypted
185,6,50272,Unknown
186,6,50268,Unknown
187,6,443,Encrypted
188,6,443,Encrypted
189,6,50268,Unknown
190,6,50268,Unknown
191,6,443,Encrypted
192,6,443,Encrypted
193,6,50266,Unknown
194,6,443,Encrypted
195,6,50266,Unknown
196,6,443,Encrypted
197,6,50266,Unknown
198,6,50266,Unknown
199,6,50266,Unknown
200,6,443,Encrypted
201,6,443,Encrypted
202,6,50268,Unknown
203,6,443,Encrypted
204,6,50268,Unknown
205,6,50268,Unknown
206,6,443,Encrypted
207,6,50268,Unknown
208,6,443,Encrypted
209,6,443,Encrypted
210,6,50266,Unknown
211,6,443,Encrypted
212,6,50268,Unknown
213,6,443,Encrypted
214,6,50268,Unknown
215,6,443,Encrypted
216,6,50268,Unknown
217,6,443,Encrypted
218,6,50268,Unknown
219,6,50266,Unknown
220,6,50268,Unknown
221,6,50268,Unknown
222,6,443,Encrypted
223,6,443,Encrypted
