packet_no,packet_size,protocol,source_port,destination_port,source_host,destination_host,traffic_direction_type
1,83,dns,38539,53,10.215.173.1,10.215.173.2,inbound
2,79,dns,64002,53,10.215.173.1,10.215.173.2,inbound
3,302,dns,53,38539,10.215.173.2,10.215.173.1,inbound
4,286,dns,53,64002,10.215.173.2,10.215.173.1,inbound
5,60,tcp,51890,443,10.215.173.1,3.229.68.101,outbound
6,60,tcp,51892,443,10.215.173.1,3.229.68.101,outbound
7,60,tcp,51894,443,10.215.173.1,3.229.68.101,outbound
8,60,tcp,51896,443,10.215.173.1,3.229.68.101,outbound
9,60,tcp,51898,443,10.215.173.1,3.229.68.101,outbound
10,60,tcp,51900,443,10.215.173.1,3.229.68.101,outbound
11,60,tcp,51902,443,10.215.173.1,3.229.68.101,outbound
12,60,tcp,51904,443,10.215.173.1,3.229.68.101,outbound
13,60,tcp,51906,443,10.215.173.1,3.229.68.101,outbound
14,48,tcp,443,51890,3.229.68.101,10.215.173.1,inbound
15,40,tcp,51890,443,10.215.173.1,3.229.68.101,outbound
16,552,tls,51890,443,10.215.173.1,3.229.68.101,outbound
17,45,tls,51890,443,10.215.173.1,3.229.68.101,outbound
18,40,tcp,443,51890,3.229.68.101,10.215.173.1,inbound
19,48,tcp,443,51892,3.229.68.101,10.215.173.1,inbound
20,40,tcp,51892,443,10.215.173.1,3.229.68.101,outbound
21,48,tcp,443,51894,3.229.68.101,10.215.173.1,inbound
22,40,tcp,51894,443,10.215.173.1,3.229.68.101,outbound
23,48,tcp,443,51896,3.229.68.101,10.215.173.1,inbound
24,40,tcp,51896,443,10.215.173.1,3.229.68.101,outbound
25,552,tls,51894,443,10.215.173.1,3.229.68.101,outbound
26,552,tls,51892,443,10.215.173.1,3.229.68.101,outbound
27,45,tls,51892,443,10.215.173.1,3.229.68.101,outbound
28,45,tls,51894,443,10.215.173.1,3.229.68.101,outbound
29,552,tls,51896,443,10.215.173.1,3.229.68.101,outbound
30,45,tls,51896,443,10.215.173.1,3.229.68.101,outbound
31,40,tcp,443,51892,3.229.68.101,10.215.173.1,inbound
32,40,tcp,443,51894,3.229.68.101,10.215.173.1,inbound
33,40,tcp,443,51896,3.229.68.101,10.215.173.1,inbound
34,48,tcp,443,51898,3.229.68.101,10.215.173.1,inbound
35,48,tcp,443,51900,3.229.68.101,10.215.173.1,inbound
36,40,tcp,51898,443,10.215.173.1,3.229.68.101,outbound
37,40,tcp,51900,443,10.215.173.1,3.229.68.101,outbound
38,552,tls,51898,443,10.215.173.1,3.229.68.101,outbound
39,552,tls,51900,443,10.215.173.1,3.229.68.101,outbound
40,45,tls,51900,443,10.215.173.1,3.229.68.101,outbound
41,45,tls,51898,443,10.215.173.1,3.229.68.101,outbound
42,40,tcp,443,51898,3.229.68.101,10.215.173.1,inbound
43,40,tcp,443,51900,3.229.68.101,10.215.173.1,inbound
44,48,tcp,443,51902,3.229.68.101,10.215.173.1,inbound
45,40,tcp,51902,443,10.215.173.1,3.229.68.101,outbound
