packet_no,packet_size,protocol,source_port,destination_port,source_host,destination_host,traffic_direction_type
1,83,dns,7932,53,10.215.173.1,10.215.173.2,inbound
2,79,dns,6578,53,10.215.173.1,10.215.173.2,inbound
3,302,dns,53,7932,10.215.173.2,10.215.173.1,inbound
4,286,dns,53,6578,10.215.173.2,10.215.173.1,inbound
5,60,tcp,58562,443,10.215.173.1,54.83.45.155,outbound
6,60,tcp,58564,443,10.215.173.1,54.83.45.155,outbound
7,60,tcp,58566,443,10.215.173.1,54.83.45.155,outbound
8,60,tcp,58568,443,10.215.173.1,54.83.45.155,outbound
9,60,tcp,50730,443,10.215.173.1,3.229.68.101,outbound
10,60,tcp,50732,443,10.215.173.1,3.229.68.101,outbound
11,60,tcp,50734,443,10.215.173.1,3.229.68.101,outbound
12,60,tcp,50736,443,10.215.173.1,3.229.68.101,outbound
13,60,tcp,50738,443,10.215.173.1,3.229.68.101,outbound
14,48,tcp,443,58562,54.83.45.155,10.215.173.1,inbound
15,40,tcp,58562,443,10.215.173.1,54.83.45.155,outbound
16,552,tls,58562,443,10.215.173.1,54.83.45.155,outbound
17,45,tls,58562,443,10.215.173.1,54.83.45.155,outbound
18,40,tcp,443,58562,54.83.45.155,10.215.173.1,inbound
19,48,tcp,443,58564,54.83.45.155,10.215.173.1,inbound
20,40,tcp,58564,443,10.215.173.1,54.83.45.155,outbound
21,552,tls,58564,443,10.215.173.1,54.83.45.155,outbound
22,45,tls,58564,443,10.215.173.1,54.83.45.155,outbound
23,40,tcp,443,58564,54.83.45.155,10.215.173.1,inbound
24,48,tcp,443,58566,54.83.45.155,10.215.173.1,inbound
25,40,tcp,58566,443,10.215.173.1,54.83.45.155,outbound
26,552,tls,58566,443,10.215.173.1,54.83.45.155,outbound
27,45,tls,58566,443,10.215.173.1,54.83.45.155,outbound
28,40,tcp,443,58566,54.83.45.155,10.215.173.1,inbound
29,48,tcp,443,58568,54.83.45.155,10.215.173.1,inbound
30,40,tcp,58568,443,10.215.173.1,54.83.45.155,outbound
31,552,tls,58568,443,10.215.173.1,54.83.45.155,outbound
32,45,tls,58568,443,10.215.173.1,54.83.45.155,outbound
33,40,tcp,443,58568,54.83.45.155,10.215.173.1,inbound
34,48,tcp,443,50730,3.229.68.101,10.215.173.1,inbound
35,40,tcp,50730,443,10.215.173.1,3.229.68.101,outbound
36,552,tls,50730,443,10.215.173.1,3.229.68.101,outbound
37,45,tls,50730,443,10.215.173.1,3.229.68.101,outbound
38,40,tcp,443,50730,3.229.68.101,10.215.173.1,inbound
39,48,tcp,443,50732,3.229.68.101,10.215.173.1,inbound
40,40,tcp,50732,443,10.215.173.1,3.229.68.101,outbound
41,552,tls,50732,443,10.215.173.1,3.229.68.101,outbound
42,45,tls,50732,443,10.215.173.1,3.229.68.101,outbound
43,40,tcp,443,50732,3.229.68.101,10.215.173.1,inbound
44,48,tcp,443,50734,3.229.68.101,10.215.173.1,inbound
45,40,tcp,50734,443,10.215.173.1,3.229.68.101,outbound
46,48,tcp,443,50736,3.229.68.101,10.215.173.1,inbound
47,40,tcp,50736,443,10.215.173.1,3.229.68.101,outbound
48,48,tcp,443,50738,3.229.68.101,10.215.173.1,inbound
49,40,tcp,50738,443,10.215.173.1,3.229.68.101,outbound
50,552,tls,50734,443,10.215.173.1,3.229.68.101,outbound
51,552,tls,50736,443,10.215.173.1,3.229.68.101,outbound
52,45,tls,50736,443,10.215.173.1,3.229.68.101,outbound
53,45,tls,50734,443,10.215.173.1,3.229.68.101,outbound
54,40,tcp,443,50734,3.229.68.101,10.215.173.1,inbound
55,40,tcp,443,50736,3.229.68.101,10.215.173.1,inbound
56,552,tls,50738,443,10.215.173.1,3.229.68.101,outbound
57,45,tls,50738,443,10.215.173.1,3.229.68.101,outbound
58,40,tcp,443,50738,3.229.68.101,10.215.173.1,inbound
59,4136,tls,443,58562,54.83.45.155,10.215.173.1,inbound
60,40,tcp,58562,443,10.215.173.1,54.83.45.155,outbound
61,4136,tls,443,58564,54.83.45.155,10.215.173.1,inbound
62,40,tcp,58564,443,10.215.173.1,54.83.45.155,outbound
63,573,tls,443,58562,54.83.45.155,10.215.173.1,inbound
64,40,tcp,58562,443,10.215.173.1,54.83.45.155,outbound
65,120,tls,58562,443,10.215.173.1,54.83.45.155,outbound
66,40,tcp,443,58562,54.83.45.155,10.215.173.1,inbound
67,573,tls,443,58564,54.83.45.155,10.215.173.1,inbound
68,158,tls,58562,443,10.215.173.1,54.83.45.155,outbound
69,40,tcp,58564,443,10.215.173.1,54.83.45.155,outbound
70,40,tcp,443,58562,54.83.45.155,10.215.173.1,inbound
71,4669,tls,443,58566,54.83.45.155,10.215.173.1,inbound
72,159,tls,58562,443,10.215.173.1,54.83.45.155,outbound
73,40,tcp,58566,443,10.215.173.1,54.83.45.155,outbound
74,40,tcp,443,58562,54.83.45.155,10.215.173.1,inbound
75,120,tls,58564,443,10.215.173.1,54.83.45.155,outbound
76,120,tls,58566,443,10.215.173.1,54.83.45.155,outbound
77,40,tcp,443,58564,54.83.45.155,10.215.173.1,inbound
78,40,tcp,443,58566,54.83.45.155,10.215.173.1,inbound
79,4669,tls,443,58568,54.83.45.155,10.215.173.1,inbound
80,86,tls,58566,443,10.215.173.1,54.83.45.155,outbound
81,40,tcp,58568,443,10.215.173.1,54.83.45.155,outbound
82,136,tls,58566,443,10.215.173.1,54.83.45.155,outbound
83,40,tcp,443,58566,54.83.45.155,10.215.173.1,inbound
84,210,tls,58562,443,10.215.173.1,54.83.45.155,outbound
85,40,tcp,443,58562,54.83.45.155,10.215.173.1,inbound
86,40,tcp,443,58566,54.83.45.155,10.215.173.1,inbound
87,4136,tls,443,50730,3.229.68.101,10.215.173.1,inbound
88,40,tcp,50730,443,10.215.173.1,3.229.68.101,outbound
89,86,tls,58564,443,10.215.173.1,54.83.45.155,outbound
90,136,tls,58564,443,10.215.173.1,54.83.45.155,outbound
91,40,tcp,443,58564,54.83.45.155,10.215.173.1,inbound
92,120,tls,58562,443,10.215.173.1,54.83.45.155,outbound
93,40,tcp,443,58562,54.83.45.155,10.215.173.1,inbound
94,40,tcp,443,58564,54.83.45.155,10.215.173.1,inbound
95,120,tls,58568,443,10.215.173.1,54.83.45.155,outbound
96,182,tls,58568,443,10.215.173.1,54.83.45.155,outbound
97,40,tcp,443,58568,54.83.45.155,10.215.173.1,inbound
98,116,tls,58562,443,10.215.173.1,54.83.45.155,outbound
99,40,tcp,443,58562,54.83.45.155,10.215.173.1,inbound
100,40,tcp,443,58568,54.83.45.155,10.215.173.1,inbound
