packet_no,packet_size,protocol,source_port,destination_port,source_host,destination_host,traffic_direction_type
1,62,dns,31318,53,10.215.173.1,10.215.173.2,inbound
2,126,dns,53,31318,10.215.173.2,10.215.173.1,inbound
3,60,tcp,38106,443,10.215.173.1,107.178.240.159,inbound
4,65,dns,1466,53,10.215.173.1,10.215.173.2,inbound
5,48,tcp,443,38106,107.178.240.159,10.215.173.1,inbound
6,40,tcp,38106,443,10.215.173.1,107.178.240.159,inbound
7,159,dns,53,1466,10.215.173.2,10.215.173.1,inbound
8,552,tls,38106,443,10.215.173.1,107.178.240.159,inbound
9,40,tcp,443,38106,107.178.240.159,10.215.173.1,inbound
10,45,tls,38106,443,10.215.173.1,107.178.240.159,inbound
11,40,tcp,443,38106,107.178.240.159,10.215.173.1,inbound
12,2840,tls,443,38106,107.178.240.159,10.215.173.1,inbound
13,40,tcp,38106,443,10.215.173.1,107.178.240.159,inbound
14,2117,tls,443,38106,107.178.240.159,10.215.173.1,inbound
15,40,tcp,38106,443,10.215.173.1,107.178.240.159,inbound
16,104,tls,38106,443,10.215.173.1,107.178.240.159,inbound
17,40,tcp,443,38106,107.178.240.159,10.215.173.1,inbound
18,591,tls,38106,443,10.215.173.1,107.178.240.159,inbound
19,40,tcp,443,38106,107.178.240.159,10.215.173.1,inbound
20,79,dns,51121,53,10.215.173.1,10.215.173.2,inbound
21,286,dns,53,51121,10.215.173.2,10.215.173.1,inbound
22,60,tcp,57054,443,10.215.173.1,54.83.45.155,outbound
23,48,tcp,443,57054,54.83.45.155,10.215.173.1,inbound
24,40,tcp,57054,443,10.215.173.1,54.83.45.155,outbound
25,552,tls,57054,443,10.215.173.1,54.83.45.155,outbound
26,45,tls,57054,443,10.215.173.1,54.83.45.155,outbound
27,40,tcp,443,57054,54.83.45.155,10.215.173.1,inbound
28,1077,tls,443,38106,107.178.240.159,10.215.173.1,inbound
29,40,tcp,38106,443,10.215.173.1,107.178.240.159,inbound
30,4661,tls,443,57054,54.83.45.155,10.215.173.1,inbound
31,40,tcp,57054,443,10.215.173.1,54.83.45.155,outbound
32,120,tls,57054,443,10.215.173.1,54.83.45.155,outbound
33,40,tcp,443,57054,54.83.45.155,10.215.173.1,inbound
34,86,tls,57054,443,10.215.173.1,54.83.45.155,outbound
35,40,tcp,443,57054,54.83.45.155,10.215.173.1,inbound
36,77,tls,57054,443,10.215.173.1,54.83.45.155,outbound
37,40,tcp,443,57054,54.83.45.155,10.215.173.1,inbound
38,75,tls,57054,443,10.215.173.1,54.83.45.155,outbound
39,40,tcp,443,57054,54.83.45.155,10.215.173.1,inbound
40,539,tls,57054,443,10.215.173.1,54.83.45.155,outbound
41,40,tcp,443,57054,54.83.45.155,10.215.173.1,inbound
42,119,tls,443,57054,54.83.45.155,10.215.173.1,inbound
43,181,tls,443,57054,54.83.45.155,10.215.173.1,inbound
44,106,tls,443,57054,54.83.45.155,10.215.173.1,inbound
45,40,tcp,57054,443,10.215.173.1,54.83.45.155,outbound
46,71,tls,57054,443,10.215.173.1,54.83.45.155,outbound
47,40,tcp,443,57054,54.83.45.155,10.215.173.1,inbound
48,1407,tls,443,57054,54.83.45.155,10.215.173.1,inbound
49,40,tcp,57054,443,10.215.173.1,54.83.45.155,outbound
50,62,dns,25212,53,10.215.173.1,10.215.173.2,inbound
