packet_no,packet_size,protocol,source_port,destination_port,source_host,destination_host,traffic_direction_type
1,83,dns,5619,53,10.215.173.1,10.215.173.2,inbound
2,79,dns,29048,53,10.215.173.1,10.215.173.2,inbound
3,538,dns,53,5619,10.215.173.2,10.215.173.1,inbound
4,60,tcp,51386,443,10.215.173.1,3.229.68.101,outbound
5,60,tcp,51388,443,10.215.173.1,3.229.68.101,outbound
6,60,tcp,51390,443,10.215.173.1,3.229.68.101,outbound
7,60,tcp,51392,443,10.215.173.1,3.229.68.101,outbound
8,522,dns,53,29048,10.215.173.2,10.215.173.1,inbound
9,60,tcp,59242,443,10.215.173.1,54.83.45.155,outbound
10,60,tcp,59244,443,10.215.173.1,54.83.45.155,outbound
11,60,tcp,59246,443,10.215.173.1,54.83.45.155,outbound
12,60,tcp,59248,443,10.215.173.1,54.83.45.155,outbound
13,60,tcp,59250,443,10.215.173.1,54.83.45.155,outbound
14,48,tcp,443,51386,3.229.68.101,10.215.173.1,inbound
15,40,tcp,51386,443,10.215.173.1,3.229.68.101,outbound
16,48,tcp,443,51388,3.229.68.101,10.215.173.1,inbound
17,40,tcp,51388,443,10.215.173.1,3.229.68.101,outbound
18,552,tls,51388,443,10.215.173.1,3.229.68.101,outbound
19,552,tls,51386,443,10.215.173.1,3.229.68.101,outbound
20,45,tls,51386,443,10.215.173.1,3.229.68.101,outbound
21,45,tls,51388,443,10.215.173.1,3.229.68.101,outbound
22,40,tcp,443,51386,3.229.68.101,10.215.173.1,inbound
23,40,tcp,443,51388,3.229.68.101,10.215.173.1,inbound
24,48,tcp,443,51390,3.229.68.101,10.215.173.1,inbound
25,40,tcp,51390,443,10.215.173.1,3.229.68.101,outbound
26,552,tls,51390,443,10.215.173.1,3.229.68.101,outbound
27,45,tls,51390,443,10.215.173.1,3.229.68.101,outbound
28,40,tcp,443,51390,3.229.68.101,10.215.173.1,inbound
29,48,tcp,443,51392,3.229.68.101,10.215.173.1,inbound
30,40,tcp,51392,443,10.215.173.1,3.229.68.101,outbound
31,552,tls,51392,443,10.215.173.1,3.229.68.101,outbound
32,45,tls,51392,443,10.215.173.1,3.229.68.101,outbound
33,40,tcp,443,51392,3.229.68.101,10.215.173.1,inbound
34,48,tcp,443,59242,54.83.45.155,10.215.173.1,inbound
35,40,tcp,59242,443,10.215.173.1,54.83.45.155,outbound
36,552,tls,59242,443,10.215.173.1,54.83.45.155,outbound
37,45,tls,59242,443,10.215.173.1,54.83.45.155,outbound
38,40,tcp,443,59242,54.83.45.155,10.215.173.1,inbound
39,48,tcp,443,59244,54.83.45.155,10.215.173.1,inbound
40,40,tcp,59244,443,10.215.173.1,54.83.45.155,outbound
41,552,tls,59244,443,10.215.173.1,54.83.45.155,outbound
42,45,tls,59244,443,10.215.173.1,54.83.45.155,outbound
43,40,tcp,443,59244,54.83.45.155,10.215.173.1,inbound
44,48,tcp,443,59246,54.83.45.155,10.215.173.1,inbound
45,40,tcp,59246,443,10.215.173.1,54.83.45.155,outbound
46,48,tcp,443,59248,54.83.45.155,10.215.173.1,inbound
