packet_no,packet_size,protocol,source_port,destination_port,source_host,destination_host,traffic_direction_type
1,60,tcp,48816,853,192.168.1.122,10.215.173.2,inbound
2,60,tcp,37770,443,10.215.173.1,59.82.113.90,outbound
3,60,tcp,48816,853,192.168.1.122,10.215.173.2,inbound
4,60,tcp,37770,443,10.215.173.1,59.82.113.90,outbound
5,60,tcp,44228,443,10.215.173.1,44.230.82.63,outbound
6,48,tcp,443,37770,59.82.113.90,10.215.173.1,inbound
7,40,tcp,37770,443,10.215.173.1,59.82.113.90,outbound
8,434,tls,37770,443,10.215.173.1,59.82.113.90,outbound
9,40,tcp,443,37770,59.82.113.90,10.215.173.1,inbound
10,60,tcp,44230,443,10.215.173.1,44.230.82.63,outbound
11,48,tcp,443,44228,44.230.82.63,10.215.173.1,inbound
12,40,tcp,44228,443,10.215.173.1,44.230.82.63,outbound
13,557,tls,44228,443,10.215.173.1,44.230.82.63,outbound
14,40,tcp,443,44228,44.230.82.63,10.215.173.1,inbound
15,59,dns,58830,53,10.215.173.1,10.215.173.2,inbound
16,107,dns,53,58830,10.215.173.2,10.215.173.1,inbound
17,60,tcp,42098,8883,10.215.173.1,44.241.48.186,outbound
18,48,tcp,443,44230,44.230.82.63,10.215.173.1,inbound
19,40,tcp,44230,443,10.215.173.1,44.230.82.63,outbound
20,557,tls,44230,443,10.215.173.1,44.230.82.63,outbound
21,40,tcp,443,44230,44.230.82.63,10.215.173.1,inbound
22,196,tls,443,44228,44.230.82.63,10.215.173.1,inbound
23,40,tcp,44228,443,10.215.173.1,44.230.82.63,outbound
24,91,tls,44228,443,10.215.173.1,44.230.82.63,outbound
25,40,tcp,443,44228,44.230.82.63,10.215.173.1,inbound
26,93,tls,44228,443,10.215.173.1,44.230.82.63,outbound
27,40,tcp,443,44228,44.230.82.63,10.215.173.1,inbound
28,84,tls,44228,443,10.215.173.1,44.230.82.63,outbound
29,40,tcp,443,44228,44.230.82.63,10.215.173.1,inbound
30,82,tls,44228,443,10.215.173.1,44.230.82.63,outbound
31,40,tcp,443,44228,44.230.82.63,10.215.173.1,inbound
32,1219,tls,44228,443,10.215.173.1,44.230.82.63,outbound
33,40,tcp,443,44228,44.230.82.63,10.215.173.1,inbound
34,48,tcp,8883,42098,44.241.48.186,10.215.173.1,inbound
35,40,tcp,42098,8883,10.215.173.1,44.241.48.186,outbound
36,295,tls,42098,8883,10.215.173.1,44.241.48.186,outbound
37,40,tcp,8883,42098,44.241.48.186,10.215.173.1,inbound
38,196,tls,443,44230,44.230.82.63,10.215.173.1,inbound
39,40,tcp,44230,443,10.215.173.1,44.230.82.63,outbound
