packet_no,packet_size,protocol,source_port,destination_port,source_host,destination_host,traffic_direction_type
1,751,tls,443,41808,142.251.46.202,10.215.173.1,inbound
2,40,tcp,41808,443,10.215.173.1,142.251.46.202,outbound
3,60,tcp,46530,853,192.168.1.108,10.215.173.2,inbound
4,60,tcp,37154,443,10.215.173.1,54.69.214.41,outbound
5,60,tcp,37164,443,10.215.173.1,54.69.214.41,outbound
6,60,tcp,44494,443,10.215.173.1,59.82.113.237,outbound
7,59,dns,44965,53,10.215.173.1,10.215.173.2,inbound
8,62,dns,56263,53,10.215.173.1,10.215.173.2,inbound
9,61,dns,1954,53,10.215.173.1,10.215.173.2,inbound
10,177,dns,53,56263,10.215.173.2,10.215.173.1,inbound
11,60,tcp,48342,443,10.215.173.1,223.109.148.139,outbound
12,48,tcp,443,37154,54.69.214.41,10.215.173.1,inbound
13,48,tcp,443,37164,54.69.214.41,10.215.173.1,inbound
14,40,tcp,37154,443,10.215.173.1,54.69.214.41,outbound
15,40,tcp,37164,443,10.215.173.1,54.69.214.41,outbound
16,557,tls,37154,443,10.215.173.1,54.69.214.41,outbound
17,557,tls,37164,443,10.215.173.1,54.69.214.41,outbound
18,40,tcp,443,37154,54.69.214.41,10.215.173.1,inbound
19,40,tcp,443,37164,54.69.214.41,10.215.173.1,inbound
20,423,dns,53,44965,10.215.173.2,10.215.173.1,inbound
21,60,tcp,47500,8883,10.215.173.1,44.239.154.208,outbound
22,417,dns,53,1954,10.215.173.2,10.215.173.1,inbound
23,60,tcp,37218,443,10.215.173.1,47.246.109.108,outbound
24,1601,tls,443,37154,54.69.214.41,10.215.173.1,inbound
25,40,tcp,37154,443,10.215.173.1,54.69.214.41,outbound
26,3026,tls,443,37154,54.69.214.41,10.215.173.1,inbound
27,4587,tls,443,37164,54.69.214.41,10.215.173.1,inbound
28,40,tcp,37154,443,10.215.173.1,54.69.214.41,outbound
29,40,tcp,37164,443,10.215.173.1,54.69.214.41,outbound
30,48,tcp,8883,47500,44.239.154.208,10.215.173.1,inbound
31,40,tcp,47500,8883,10.215.173.1,44.239.154.208,outbound
32,295,tls,47500,8883,10.215.173.1,44.239.154.208,outbound
33,40,tcp,8883,47500,44.239.154.208,10.215.173.1,inbound
34,166,tls,37154,443,10.215.173.1,54.69.214.41,outbound
35,40,tcp,443,37154,54.69.214.41,10.215.173.1,inbound
36,179,tls,37154,443,10.215.173.1,54.69.214.41,outbound
37,40,tcp,443,37154,54.69.214.41,10.215.173.1,inbound
38,1227,tls,37154,443,10.215.173.1,54.69.214.41,outbound
39,40,tcp,443,37154,54.69.214.41,10.215.173.1,inbound
40,166,tls,37164,443,10.215.173.1,54.69.214.41,outbound
41,40,tcp,443,37164,54.69.214.41,10.215.173.1,inbound
42,179,tls,37164,443,10.215.173.1,54.69.214.41,outbound
43,40,tcp,443,37164,54.69.214.41,10.215.173.1,inbound
44,707,tls,37154,443,10.215.173.1,54.69.214.41,outbound
45,40,tcp,443,37154,54.69.214.41,10.215.173.1,inbound
46,48,tcp,443,48342,223.109.148.139,10.215.173.1,inbound
47,40,tcp,48342,443,10.215.173.1,223.109.148.139,outbound
48,222,tls,48342,443,10.215.173.1,223.109.148.139,outbound
49,40,tcp,443,48342,223.109.148.139,10.215.173.1,inbound
