packet_no,packet_size,protocol,source_port,destination_port,source_host,destination_host,traffic_direction_type
1,60,tcp,47528,443,10.215.173.1,44.230.82.63,outbound
2,60,tcp,47536,443,10.215.173.1,44.230.82.63,outbound
3,60,tcp,42554,443,10.215.173.1,59.82.113.90,outbound
4,59,dns,51289,53,10.215.173.1,10.215.173.2,inbound
5,48,tcp,443,47528,44.230.82.63,10.215.173.1,inbound
6,40,tcp,47528,443,10.215.173.1,44.230.82.63,outbound
7,48,tcp,443,47536,44.230.82.63,10.215.173.1,inbound
8,107,dns,53,51289,10.215.173.2,10.215.173.1,inbound
9,40,tcp,47536,443,10.215.173.1,44.230.82.63,outbound
10,557,tls,47528,443,10.215.173.1,44.230.82.63,outbound
11,557,tls,47536,443,10.215.173.1,44.230.82.63,outbound
12,60,tcp,48270,853,192.168.1.122,10.215.173.2,inbound
13,40,tcp,443,47528,44.230.82.63,10.215.173.1,inbound
14,40,tcp,443,47536,44.230.82.63,10.215.173.1,inbound
15,60,tcp,48212,8883,10.215.173.1,44.239.154.208,outbound
16,196,tls,443,47536,44.230.82.63,10.215.173.1,inbound
17,40,tcp,47536,443,10.215.173.1,44.230.82.63,outbound
18,196,tls,443,47528,44.230.82.63,10.215.173.1,inbound
19,40,tcp,47528,443,10.215.173.1,44.230.82.63,outbound
20,91,tls,47536,443,10.215.173.1,44.230.82.63,outbound
21,91,tls,47528,443,10.215.173.1,44.230.82.63,outbound
22,40,tcp,443,47528,44.230.82.63,10.215.173.1,inbound
23,40,tcp,443,47536,44.230.82.63,10.215.173.1,inbound
24,48,tcp,8883,48212,44.239.154.208,10.215.173.1,inbound
25,93,tls,47528,443,10.215.173.1,44.230.82.63,outbound
26,908,tls,47536,443,10.215.173.1,44.230.82.63,outbound
27,40,tcp,48212,8883,10.215.173.1,44.239.154.208,outbound
28,40,tcp,443,47528,44.230.82.63,10.215.173.1,inbound
29,40,tcp,443,47536,44.230.82.63,10.215.173.1,inbound
30,157,tls,47528,443,10.215.173.1,44.230.82.63,outbound
31,40,tcp,443,47528,44.230.82.63,10.215.173.1,inbound
32,295,tls,48212,8883,10.215.173.1,44.239.154.208,outbound
33,40,tcp,8883,48212,44.239.154.208,10.215.173.1,inbound
34,1160,tls,47536,443,10.215.173.1,44.230.82.63,outbound
35,40,tcp,443,47536,44.230.82.63,10.215.173.1,inbound
36,109,tls,443,47536,44.230.82.63,10.215.173.1,inbound
37,109,tls,443,47528,44.230.82.63,10.215.173.1,inbound
38,40,tcp,47528,443,10.215.173.1,44.230.82.63,outbound
39,40,tcp,443,47528,44.230.82.63,10.215.173.1,inbound
40,78,tls,47536,443,10.215.173.1,44.230.82.63,outbound
41,40,tcp,443,47536,44.230.82.63,10.215.173.1,inbound
42,78,tls,443,47536,44.230.82.63,10.215.173.1,inbound
43,1588,tls,8883,48212,44.239.154.208,10.215.173.1,inbound
44,40,tcp,48212,8883,10.215.173.1,44.239.154.208,outbound
45,2679,tls,8883,48212,44.239.154.208,10.215.173.1,inbound
46,40,tcp,48212,8883,10.215.173.1,44.239.154.208,outbound
47,387,tls,8883,48212,44.239.154.208,10.215.173.1,inbound
48,40,tcp,48212,8883,10.215.173.1,44.239.154.208,outbound
49,253,tls,443,47536,44.230.82.63,10.215.173.1,inbound
50,40,tcp,47536,443,10.215.173.1,44.230.82.63,outbound
