packet_no,packet_size,protocol,source_port,destination_port,source_host,destination_host,traffic_direction_type
1,48,tcp,443,40438,59.82.112.196,10.215.173.1,inbound
2,40,tcp,40438,443,10.215.173.1,59.82.112.196,outbound
3,434,tls,40438,443,10.215.173.1,59.82.112.196,outbound
4,40,tcp,443,40438,59.82.112.196,10.215.173.1,inbound
5,60,tcp,44964,853,192.168.1.122,10.215.173.2,inbound
6,214,tls,443,40438,59.82.112.196,10.215.173.1,inbound
7,40,tcp,40438,443,10.215.173.1,59.82.112.196,outbound
8,368,tcp,443,40438,59.82.112.196,10.215.173.1,inbound
9,40,tcp,40438,443,10.215.173.1,59.82.112.196,outbound
10,64,tcp,40438,443,10.215.173.1,59.82.112.196,outbound
11,80,tcp,40438,443,10.215.173.1,59.82.112.196,outbound
12,40,tcp,443,40438,59.82.112.196,10.215.173.1,inbound
13,80,tcp,443,40438,59.82.112.196,10.215.173.1,inbound
14,40,tcp,40438,443,10.215.173.1,59.82.112.196,outbound
15,60,tcp,46974,443,10.215.173.1,54.200.34.119,outbound
16,60,tcp,46988,443,10.215.173.1,54.200.34.119,outbound
17,48,tcp,443,46974,54.200.34.119,10.215.173.1,inbound
18,40,tcp,46974,443,10.215.173.1,54.200.34.119,outbound
19,557,tls,46974,443,10.215.173.1,54.200.34.119,outbound
20,40,tcp,443,46974,54.200.34.119,10.215.173.1,inbound
21,59,dns,52724,53,10.215.173.1,10.215.173.2,inbound
22,107,dns,53,52724,10.215.173.2,10.215.173.1,inbound
23,60,tcp,45302,8883,10.215.173.1,44.241.48.186,outbound
24,48,tcp,443,46988,54.200.34.119,10.215.173.1,inbound
25,40,tcp,46988,443,10.215.173.1,54.200.34.119,outbound
26,557,tls,46988,443,10.215.173.1,54.200.34.119,outbound
27,40,tcp,443,46988,54.200.34.119,10.215.173.1,inbound
28,196,tls,443,46974,54.200.34.119,10.215.173.1,inbound
29,40,tcp,46974,443,10.215.173.1,54.200.34.119,outbound
30,91,tls,46974,443,10.215.173.1,54.200.34.119,outbound
31,40,tcp,443,46974,54.200.34.119,10.215.173.1,inbound
32,1368,tls,46974,443,10.215.173.1,54.200.34.119,outbound
33,40,tcp,443,46974,54.200.34.119,10.215.173.1,inbound
34,48,tcp,8883,45302,44.241.48.186,10.215.173.1,inbound
35,40,tcp,45302,8883,10.215.173.1,44.241.48.186,outbound
36,295,tls,45302,8883,10.215.173.1,44.241.48.186,outbound
37,40,tcp,8883,45302,44.241.48.186,10.215.173.1,inbound
38,145,tls,443,46988,54.200.34.119,10.215.173.1,inbound
39,40,tcp,46988,443,10.215.173.1,54.200.34.119,outbound
40,91,tls,443,46988,54.200.34.119,10.215.173.1,inbound
41,40,tcp,46988,443,10.215.173.1,54.200.34.119,outbound
42,91,tls,46988,443,10.215.173.1,54.200.34.119,outbound
43,40,tcp,443,46988,54.200.34.119,10.215.173.1,inbound
44,93,tls,46988,443,10.215.173.1,54.200.34.119,outbound
45,40,tcp,443,46988,54.200.34.119,10.215.173.1,inbound
46,126,tls,46988,443,10.215.173.1,54.200.34.119,outbound
47,40,tcp,443,46988,54.200.34.119,10.215.173.1,inbound
48,71,tls,46988,443,10.215.173.1,54.200.34.119,outbound
49,40,tcp,443,46988,54.200.34.119,10.215.173.1,inbound
50,710,tls,46974,443,10.215.173.1,54.200.34.119,outbound
51,40,tcp,443,46974,54.200.34.119,10.215.173.1,inbound
52,109,tls,443,46974,54.200.34.119,10.215.173.1,inbound
53,78,tls,46974,443,10.215.173.1,54.200.34.119,outbound
54,40,tcp,443,46974,54.200.34.119,10.215.173.1,inbound
55,78,tls,443,46974,54.200.34.119,10.215.173.1,inbound
56,253,tls,443,46974,54.200.34.119,10.215.173.1,inbound
57,40,tcp,46974,443,10.215.173.1,54.200.34.119,outbound
58,4227,tls,8883,45302,44.241.48.186,10.215.173.1,inbound
59,40,tcp,45302,8883,10.215.173.1,44.241.48.186,outbound
60,387,tls,8883,45302,44.241.48.186,10.215.173.1,inbound
61,40,tcp,45302,8883,10.215.173.1,44.241.48.186,outbound
62,166,tls,45302,8883,10.215.173.1,44.241.48.186,outbound
