frame_no,ip_proto,dstport,encrypted
1,17,,Unknown
2,17,,Unknown
3,6,443,Encrypted
4,6,56840,Unknown
5,6,443,Encrypted
6,6,443,Encrypted
7,6,443,Encrypted
8,6,56840,Unknown
9,6,56840,Unknown
10,6,443,Encrypted
11,6,56840,Unknown
12,6,443,Encrypted
13,6,443,Encrypted
14,6,56840,Unknown
15,6,56840,Unknown
16,6,56840,Unknown
17,6,443,Encrypted
18,6,443,Encrypted
19,6,56840,Unknown
20,6,56840,Unknown
21,6,56840,Unknown
22,6,443,Encrypted
23,6,443,Encrypted
24,6,56840,Unknown
25,6,56840,Unknown
26,6,443,Encrypted
27,6,56840,Unknown
28,6,56840,Unknown
29,6,443,Encrypted
30,6,56840,Unknown
31,6,443,Encrypted
32,6,48046,Unknown
33,6,443,Encrypted
34,6,443,Encrypted
35,6,48046,Unknown
36,6,443,Encrypted
37,6,48046,Unknown
38,6,48046,Unknown
39,6,443,Encrypted
40,6,443,Encrypted
41,6,48046,Unknown
42,6,443,Encrypted
43,6,48046,Unknown
44,6,443,Encrypted
45,6,48046,Unknown
46,6,48046,Unknown
47,6,443,Encrypted
48,6,48046,Unknown
49,6,56840,Unknown
50,6,443,Encrypted
51,6,48046,Unknown
52,6,443,Encrypted
53,6,443,Encrypted
