frame_no,ip_proto,dstport,encrypted
1,17,,Unknown
2,17,,Unknown
3,6,443,Encrypted
4,6,60024,Unknown
5,6,443,Encrypted
6,6,443,Encrypted
7,6,443,Encrypted
8,6,60024,Unknown
9,6,60024,Unknown
10,6,443,Encrypted
11,6,60024,Unknown
12,6,443,Encrypted
13,6,60024,Unknown
14,6,443,Encrypted
15,6,60024,Unknown
16,6,443,Encrypted
17,6,443,Encrypted
18,6,60024,Unknown
19,6,60024,Unknown
20,6,443,Encrypted
21,6,60024,Unknown
22,6,60024,Unknown
23,6,443,Encrypted
24,6,60024,Unknown
25,6,60024,Unknown
26,6,443,Encrypted
27,6,60024,Unknown
28,6,60024,Unknown
29,6,443,Encrypted
30,6,60024,Unknown
31,6,443,Encrypted
32,6,48274,Unknown
33,6,443,Encrypted
34,6,443,Encrypted
35,6,443,Encrypted
36,6,48274,Unknown
37,6,48274,Unknown
38,6,443,Encrypted
39,6,443,Encrypted
40,6,48274,Unknown
41,6,443,Encrypted
42,6,48274,Unknown
43,6,48274,Unknown
44,6,443,Encrypted
45,6,48274,Unknown
46,6,60024,Unknown
47,6,443,Encrypted
48,6,48274,Unknown
49,6,48274,Unknown
50,6,443,Encrypted
51,17,,Unknown
52,17,,Unknown
53,6,443,Encrypted
54,6,38196,Unknown
55,6,443,Encrypted
56,6,443,Encrypted
57,6,38196,Unknown
58,6,443,Encrypted
59,6,38196,Unknown
60,6,38196,Unknown
61,6,443,Encrypted
62,6,443,Encrypted
63,6,38196,Unknown
64,6,443,Encrypted
65,6,38196,Unknown
66,6,38196,Unknown
67,6,443,Encrypted
68,6,443,Encrypted
